"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"sp|O95801|TTC4_HUMAN",4,5,6,6,7,7,0.00560396353785021,0.028641071565619,26.3683894966538,26.1434773800394,26.5287843452402,26.8443368198314,27.0462549864299,27.1046930606343
"sp|O95810|CAVN2_HUMAN",3,3,4,3,3,4,0.719754947648531,0.820483054966233,25.9514618220124,25.7764065753427,26.2479127938309,25.8103294032498,25.8120911989584,26.6740669607711
"sp|O95816|BAG2_HUMAN",4,5,4,5,5,6,0.385971154611148,0.554120647134784,27.6540513000061,27.8905459453684,27.5349109789657,27.5843219095162,27.7936291193975,28.3604233886363
"sp|O95817|BAG3_HUMAN",4,5,3,5,5,4,0.616123589119302,0.742900020187085,25.1213447914173,26.395717609453,24.8593771211839,25.1759657387973,26.275645662521,25.6963607612951
"sp|O95825|QORL1_HUMAN",2,1,1,0,1,1,0.57137509639695,0.707446611543277,24.3347551547348,24.0122480335422,22.4262383523062,NA,23.809735215057,24.1292025806144
"sp|O95831|AIFM1_HUMAN",13,13,15,15,14,15,0.096161538401927,0.234136399939415,29.0142390269043,29.1514243577668,29.0810306002563,29.4797771696461,29.3667423518975,29.1717878395499
"sp|O95834|EMAL2_HUMAN",2,1,1,2,2,1,0.078358841865516,0.205351071663806,23.7538472860181,22.7208069506359,23.2701037754997,24.852273688268,24.4074087675277,23.3776290647076
"sp|O95861|BPNT1_HUMAN",9,9,8,8,7,9,0.535338655393107,0.678826843970266,27.7141469923241,27.8677647503182,27.7532159118502,27.8278120409177,27.7147459274865,28.0644090407577
"sp|O95865|DDAH2_HUMAN",0,2,2,0,1,3,0.919866430960065,0.948189363045464,NA,23.6608644101797,24.2914121716302,NA,23.4529848922642,24.6072403053279
"sp|O95881|TXD12_HUMAN",3,3,3,3,3,3,0.899330034441401,0.936646633380878,26.675614994461,26.6346644987212,26.3905539030016,26.5932766599242,26.4444575741756,26.6106401430572
"sp|O95983|MBD3_HUMAN",2,2,3,2,2,3,0.262220802510871,0.437264346575935,24.5011181355881,24.1478182816292,24.9767477721388,24.9691927611801,24.6317868703675,24.9197678803804
"sp|O95985|TOP3B_HUMAN;sp|Q13472|TOP3A_HUMAN",2,2,2,4,3,3,0.00472475862059033,0.0250251576176168,26.2009745974301,25.9700336315173,25.8014761605991,25.1913962482172,25.3933168158968,25.3870573516216
"sp|O95989|NUDT3_HUMAN",2,3,3,3,2,2,0.381371825621768,0.549438108469116,25.1967256250448,24.8644792733356,25.6303267510853,24.8413665683686,25.1721071909535,25.0392106797343
"sp|O95999|BCL10_HUMAN",0,2,0,0,0,2,0.432922017490812,0.592530043933199,NA,23.6611458292854,NA,NA,NA,23.9755642912296
"sp|O96000|NDUBA_HUMAN",4,4,5,6,5,6,0.0326558726720747,0.112111878976013,27.4039138881868,27.5527922858327,27.806280730518,28.0169553555921,27.8943468057943,28.096697105656
"sp|O96008|TOM40_HUMAN",4,4,7,5,5,6,0.0185388851472901,0.0720814828704447,26.8430307507844,26.7637734953398,27.1485739179687,27.3991764069831,27.2985306552017,27.5027579025814
"sp|O96019|ACL6A_HUMAN;sp|O94805|ACL6B_HUMAN",10,10,12,10,10,11,0.608265186163657,0.736514128487915,29.1736326606782,29.0739480515145,29.0702882516474,29.4332455579787,29.1118887513954,29.0137716373767
"sp|P00127|QCR6_YEAST",2,2,2,1,0,1,6.15181684400354e-05,0.00221186510526406,25.0691197913267,25.1052586210799,24.940849192922,22.9265974554451,NA,23.1661170203458
"sp|P00338|LDHA_HUMAN;sp|Q6ZMR3|LDH6A_HUMAN;sp|P07864|LDHC_HUMAN",15,15,15,14,14,14,0.333603088653257,0.507823030503847,32.9484845032308,32.9060854010339,32.7773481064313,33.0305194921358,32.9622086453869,32.9887480559288
"sp|P00350|6PGD_ECOLI",10,7,6,13,12,13,4.0193779934517e-06,0.000587609598870085,26.746933086191,26.4150359570633,26.2169855058724,29.2107724738125,29.2655496312745,29.1831376631794
"sp|P00352|AL1A1_HUMAN",1,1,2,1,1,1,0.241058441660196,0.415529202373433,23.49683898149,23.2682303252764,23.5103736875664,23.0351282898451,23.2213006887229,23.4236487904321
"sp|P00358|G3P2_YEAST;sp|P0A9B6|E4PD_ECOLI",3,3,3,3,3,3,0.0006210670360309,0.00583364005984949,30.7805423033137,30.7619159712679,30.8214740349725,29.5262166804721,29.8822460586097,29.9499767345623
"sp|P00359|G3P3_YEAST",16,16,16,14,15,15,0.000435048073197899,0.00473567977980955,33.1953746202834,33.0872567919764,32.9421351931121,31.6333024198677,31.9965014159925,32.075458081769
"sp|P00360|G3P1_YEAST",11,11,11,11,10,11,0.000744424868421874,0.00649287945083017,32.8479458221762,32.5549472294876,32.7560652128401,31.8085395821686,31.9518432902347,31.9007004218094
"sp|P00367|DHE3_HUMAN;sp|Cont_P00366|DHE3_BOVIN;sp|P49448|DHE4_HUMAN",13,13,12,14,13,13,0.130386370225253,0.287639463221531,28.8619709846227,28.7846151199279,28.5592832880474,28.9499143829487,28.9632148399497,28.9575651688268
"sp|P00374|DYR_HUMAN",2,2,4,2,3,4,0.227663966651271,0.400695676404535,25.8592516098386,26.018192155398,26.3482956299832,26.1358588143703,26.3148110550394,26.5009558400412
"sp|P00387|NB5R3_HUMAN",4,3,2,3,4,4,0.128045183862326,0.284558849331032,25.6835317047855,24.3547510479975,24.4643145209446,25.4603629934365,25.4199711306194,25.5987728932037
"sp|P00390|GSHR_HUMAN",11,12,12,11,11,12,0.122247326166262,0.275950674399989,29.438377594374,29.4506089921371,29.4138421606171,29.6346759998802,29.571990706424,29.6553623838016
"sp|P00403|COX2_HUMAN",2,2,2,2,2,2,0.240187721054862,0.414870789988963,26.98678614985,26.9187218671965,27.051964905483,27.6384990894318,27.1461973852072,26.9558296747198
"sp|P00427|COX6_YEAST",2,2,2,2,1,0,0.0207018095881206,0.0791962537841906,23.7291114314888,23.3731912420523,23.9834924332244,22.9703113265542,22.0556066448089,NA
"sp|P00441|SODC_HUMAN",5,5,5,5,5,5,0.210444199220981,0.384622529158734,30.9074329357724,30.6495446647158,30.6921370741873,31.1201973110658,30.8196717083888,30.9071441555718
"sp|P00445|SODC_YEAST",9,9,9,9,9,9,0.00122689213452385,0.00901316855898983,31.7513706085241,31.8057633045516,31.7002260617248,30.5913199703929,31.0418856335863,30.9268750121215
"sp|P00447|SODM_YEAST",2,2,2,2,1,1,0.00151665028518135,0.0105418861360759,27.1168318401574,26.7698755378423,26.7980909403914,26.1535807100635,25.6885267833547,25.8245390334807
"sp|P00448|SODM_ECOLI",2,3,2,5,4,6,3.01517024772922e-06,0.000586691662327727,25.9279693614676,26.320997366485,26.1941293975108,28.6426110974514,28.6027483999947,28.7171112225987
"sp|P00452|RIR1_ECOLI",1,1,2,1,2,3,0.12440962227006,0.279537134023155,21.5510491742607,22.8509249022211,23.1028296727435,22.3243062157373,24.4749685738768,24.9853312829121
"sp|P00491|PNPH_HUMAN",12,12,12,12,12,12,0.469480362081497,0.626733397976913,30.2613100911182,29.9866104311291,29.9655533828364,30.2115788992336,30.1169377490419,30.1870879795576
"sp|P00492|HPRT_HUMAN",6,5,7,5,7,8,0.327629308948715,0.502113031828459,28.1122144913289,28.383475414985,28.5733227413167,28.230825618236,28.5881956061274,29.0359687340846
"sp|P00498|HIS1_YEAST",5,5,5,5,4,5,5.15157835846046e-05,0.00207810991281467,27.4945388732316,27.5054486531253,27.51341627929,26.3624496435027,26.4549204229396,26.4032633927298
"sp|P00505|AATM_HUMAN",8,6,7,6,8,7,0.290513206181174,0.465769576127234,27.7372966659272,27.68558291163,27.8556158267582,27.8582733443634,28.0300557905981,27.8151600746879
"sp|P00509|AAT_ECOLI",5,3,5,8,8,8,0.00254782686184713,0.0153481090157671,26.4409216264413,25.2912308519391,26.7549308541513,27.9980097274575,28.1524465170295,28.2457046015244
"sp|P00519|ABL1_HUMAN;sp|P42684|ABL2_HUMAN",1,4,2,3,2,3,0.23825620304549,0.413247431358165,22.4471092289929,24.5430907948737,24.1931968266072,24.3186484246255,24.2648418817058,24.8496785072589
"sp|P00546|CDK1_YEAST",2,2,3,2,1,2,0.282883831238346,0.458006508721136,NA,27.0863129572059,27.2014111346128,22.5760294832006,NA,27.3493694233121
"sp|P00549|KPYK1_YEAST",21,22,22,22,22,22,0.000437091294418013,0.00473567977980955,35.077998775991,35.295113637931,35.2036301069854,34.3700673819659,34.3170077472425,34.4058976765119
"sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN",19,19,19,19,19,18,0.131734065264019,0.289481764038346,33.1231531631438,33.018849960398,32.891692866803,33.312095116253,33.1920055227436,33.1657210195789
"sp|P00560|PGK_YEAST",23,23,23,23,23,23,0.000249302619670721,0.00377357869174382,35.8818106955704,35.8661676067395,35.7875907290107,35.0566541064416,34.9520366734872,34.9708603037614
"sp|P00568|KAD1_HUMAN",5,5,5,5,4,4,0.881160866038152,0.923578762494963,27.4046508971636,26.9427454563141,27.1408886830977,27.2362778468981,27.2292730316177,27.0952645814187
"sp|P00579|RPOD_ECOLI",2,1,1,2,2,1,0.00751747020286353,0.0360551277882563,23.0459701943568,21.7882516447061,21.6897749144419,23.9582666821763,24.181515765727,23.4386681675457
"sp|P00724|INV2_YEAST",2,2,3,1,2,3,0.0103749238967321,0.0462267319185757,26.0570758669692,25.6253436938284,25.7252991066902,24.9705654250526,24.4441797463551,25.2453860431209
"sp|P00729|CBPY_YEAST",4,3,4,4,3,3,0.0128313347294619,0.0546389918074541,27.7898633393912,26.9721522101484,27.289535057485,26.6396020978991,25.9398165780455,26.46129363299
"sp|P00815|HIS2_YEAST",19,19,19,17,19,15,0.00069779886574936,0.00620251669695283,30.3960829901786,30.5161351511921,30.4691967755234,29.2793488997157,29.7144771726712,29.3207658197201
"sp|P00817|IPYR_YEAST",8,9,9,8,9,9,0.00039164331068562,0.00446829413554957,31.2078816282538,31.0625862747565,31.0583698619336,30.1974009593723,29.8354347561189,30.1429354939036
"sp|P00830|ATPB_YEAST",10,11,10,10,9,10,0.000182356744816541,0.0033384413659975,29.7719105786308,29.6405785042173,29.5398620109123,28.6373792329455,28.2992476750103,28.4377792379382
"sp|P00864|CAPP_ECOLI",1,1,1,3,3,2,NA,NA,NA,NA,NA,24.0026763318354,29.0796388617857,23.8252304982141
"sp|P00890|CISY1_YEAST",7,8,7,4,5,5,9.49099983518033e-05,0.00278443748411329,27.5423721015321,27.7657376822203,27.6648177022197,25.9281786978317,25.9966466729281,26.3794663029249
"sp|P00899|TRPE_YEAST",4,5,4,4,3,4,0.000374255814353665,0.00438053826230534,26.8172456107793,26.9552305798542,26.5274053951895,25.6564101387976,25.3455223551095,25.6117627381879
"sp|P00924|ENO1_YEAST",9,9,10,10,9,9,0.000253075330588397,0.00377357869174382,32.7239978117366,32.8586426085389,32.7185024816926,31.9451948775506,31.8356024646567,31.7801342874692
"sp|P00925|ENO2_YEAST",21,21,21,21,20,21,0.000283492295731308,0.00397190142587429,34.7723902369353,34.6295540484899,34.5189698683197,33.762162643833,33.6515248839734,33.6878666677182
"sp|P00931|TRP_YEAST",14,14,14,11,11,13,0.000175437916969623,0.00327337984820002,29.3850851730044,29.1079363462254,29.3635153024722,27.7216140980361,27.6515750202018,28.1053573941188
"sp|P00937|TRPG_YEAST",1,1,2,0,1,1,0.412703609704566,0.574558176941436,23.7918647142182,23.6019824480182,24.9853563097382,NA,23.8045500110535,23.6174957149636
"sp|P00942|TPIS_YEAST",9,9,9,8,8,8,0.000240123885053983,0.003766952693899,32.3402659468672,32.2993160973329,32.2530546885762,31.0603519377984,31.3265226187591,31.3673734257771
"sp|P00950|PMG1_YEAST",10,10,10,10,10,10,0.000606060479426455,0.00574042189947322,34.0089173197154,33.6949010208966,33.7862196861958,33.0232654362899,32.9067250257095,32.9138470763382
"sp|P00956|SYI_ECOLI",1,1,1,3,4,2,0.000467366268659984,0.0049466750336561,22.3389254660915,21.5012736131578,22.5152792324692,24.3426404485423,25.1162839761968,24.3565461904023
"sp|P00957|SYA_ECOLI",1,2,1,4,3,5,0.01290727185463,0.0548073818037766,24.846587900559,25.4304165879026,24.9051546552856,25.8733816671806,25.7090838276153,26.5023976701041
"sp|P00958|SYMC_YEAST",16,18,16,12,10,13,0.000430616832786773,0.00469934021867304,28.6929973926414,28.8858377987845,28.5608772231546,27.3222170110927,27.7581578600399,27.4727689131651
"sp|P00959|SYM_ECOLI",0,0,0,4,3,3,NA,NA,NA,NA,NA,25.1852350769868,24.4863110856136,24.3532259790619
"sp|P00961|SYGB_ECOLI",0,1,1,5,4,4,2.18555373759611e-05,0.00134834870021545,NA,22.6107897329506,22.0818856886143,25.6473791048452,25.6420621270311,25.5966955004773
"sp|P01111|RASN_HUMAN;sp|P01112|RASH_HUMAN;sp|P01116|RASK_HUMAN",1,2,1,2,2,2,0.00013516269068576,0.00305795886450456,23.3281351780179,23.3559104911531,23.1627087927158,24.4912944143605,24.2742917917136,24.405083711561
"sp|P01120|RAS2_YEAST;sp|P62070|RRAS2_HUMAN;sp|P10301|RRAS_HUMAN",5,5,5,6,6,5,0.437189141995127,0.597150668680898,27.315171903537,27.377850310594,27.2798893542368,27.4801118473196,27.5355294901447,27.2669402527412
"sp|P01123|YPT1_YEAST",4,5,5,4,3,3,0.00387435265323141,0.0214251227506726,27.572937589276,28.2175954550441,27.6438566930407,26.6583042267801,27.0247392583134,26.6383151015
"sp|P02008|HBAZ_HUMAN",11,11,11,11,11,11,0.411271570507012,0.573672416039111,32.9070672593537,32.9242128439404,32.8527940369611,32.9861824967718,33.0903125464133,32.9037554073333
"sp|P02100|HBE_HUMAN",11,12,12,11,12,12,0.854480100901964,0.909484806123664,31.7178489363493,31.6852586578704,31.6537649805849,31.3825038393477,31.751371374058,31.8344499822652
"sp|P02294|H2B2_YEAST;sp|P02293|H2B1_YEAST",2,1,2,1,1,2,0.00103737468910207,0.00809474757402966,28.4178530791446,28.2785159117475,28.3425332367451,27.1208270464164,27.4430864375356,27.5981526865468
"sp|P02309|H4_YEAST",4,4,4,4,4,4,0.000280949024728521,0.00396664904288581,29.485162234073,29.5531872050117,29.5632495361533,28.7358101965826,28.743781705798,28.7169870343366
"sp|P02358|RS6_ECOLI",3,2,2,3,3,3,4.79131960613647e-05,0.00196792563459314,25.7743504924952,25.9020114221284,25.2322550456591,27.7830146427002,28.1517661074708,28.0206050639912
"sp|P02359|RS7_ECOLI",3,3,3,3,3,4,6.30571845970395e-06,0.00068721307171768,26.1840318953888,26.0788716300814,25.9087602619877,28.0478081831546,28.1806265853963,28.3192531535143
"sp|P02400|RLA4_YEAST",6,6,6,5,5,5,2.22133284121578e-05,0.00134834870021545,30.9610258250515,31.0835160193791,31.0202197170857,29.6061761938286,29.7295458674194,29.6811504273748
"sp|P02406|RL28_YEAST",5,5,4,5,5,4,0.000647842423286091,0.00594908956993203,30.6354331062217,30.842965176722,30.7672106591014,30.0461665918523,29.8675242899658,29.8353798534162
"sp|P14127|RS17B_YEAST;sp|P02407|RS17A_YEAST",6,6,5,5,5,6,0.00018470132853219,0.00336484113834046,31.3712601851393,31.3469240281424,31.2525805856994,30.3656363395262,30.4216090273334,30.4629903940915
"sp|P02413|RL15_ECOLI",1,2,2,3,3,2,5.46179925349642e-05,0.00210909478865785,24.0940985565657,24.8721574150134,24.8704146635693,27.8599888372537,27.7003161560468,27.2416096457916
"sp|P02545|LMNA_HUMAN",34,33,34,33,31,33,0.668780278651029,0.784206929391474,32.1756580646904,32.1574578178952,32.0664576636222,32.0010680582784,32.2527567108218,32.324790161644
"sp|P02549|SPTA1_HUMAN",35,38,41,37,39,40,0.12909179077998,0.286172368633089,29.1822009105572,29.1562157079328,29.2994288729524,29.3336209904434,29.5308273172105,29.3965988942134
"sp|P02557|TBB_YEAST",7,7,5,4,5,4,0.00121685018208111,0.008968563005942,28.5890349425903,28.5737467394244,28.1713067351066,26.8563495674737,27.4512200463428,27.286487666743
"sp|P02786|TFR1_HUMAN",25,25,25,24,25,26,0.08981443747484,0.224685287104832,31.7546712990804,31.7347374555162,31.8098878652353,31.9519667814339,31.9639659975389,32.0151548027333
"sp|P02829|HSP82_YEAST",5,5,5,4,5,4,0.00162839097283786,0.0110966371271213,29.4326077080632,29.195806462979,29.184808257459,27.893676183746,28.4543043522365,27.6793031455724
"sp|P02919|PBPB_ECOLI",1,1,2,1,1,1,0.781589174351086,0.862830846754922,26.9769088666582,27.4398511992888,27.4322795165646,26.8332016364029,27.6239585262713,27.6302264922122
"sp|P02925|RBSB_ECOLI",10,10,10,11,11,11,5.18787231658026e-06,0.000651077975730823,30.5452574507589,30.369478956742,30.2534812479961,32.6394083332,32.4187249900226,32.5659745622031
"sp|P02992|EFTU_YEAST",4,3,4,3,2,2,0.000751883648771715,0.00653223150354585,26.9853088615146,26.7744351918535,27.0464615966041,26.1577151819474,25.7973462849482,25.8005954600118
"sp|P02994|EF1A_YEAST",9,9,9,9,9,9,0.00081266085701874,0.00687565871163046,33.8975678977609,33.9457595753192,34.0664576636222,33.0912605669427,33.2538634584672,33.2807278744051
"sp|P03841|MALM_ECOLI",1,0,0,2,0,1,0.0591286992157903,0.171245809651885,20.9154111461392,NA,NA,24.6535959869484,NA,22.9198024107245
"sp|P03872|REP2_YEAST",1,2,1,0,1,2,0.281354558163851,0.456594789434008,23.0102532197636,23.1651185862862,22.963919532737,NA,22.1803775166651,23.1441616967703
"sp|P03965|CARB_YEAST",5,3,5,2,1,3,0.01397942689775,0.0583186063933837,25.5326449547546,24.6964471320217,25.7027300199355,23.7859052368167,22.4698097283655,24.2365763500311
"sp|P04040|CATA_HUMAN",13,14,14,14,12,13,0.655771769244075,0.77357098001168,29.626121998435,29.8161005137895,29.6340036572947,29.8094276677866,29.6692146570941,29.7639662031616
"sp|P04046|PUR1_YEAST",10,9,9,8,8,6,0.000636997419965635,0.00588538720532667,28.0735757090291,27.7203771488205,27.6384088364147,26.8563495674737,26.6227642354572,26.517022610906
"sp|P04050|RPB1_YEAST",8,7,9,5,4,5,0.000342613966180683,0.00429555174894946,26.7669753487209,26.3666776760036,26.8349390658334,25.2007405829162,24.6763722126358,25.2172494244915
"sp|P04053|TDT_HUMAN",0,0,0,2,1,0,NA,NA,NA,NA,NA,24.7111749465906,24.6007472456525,NA
"sp|P04075|ALDOA_HUMAN;sp|Cont_P00883|ALDOA_RABIT",21,21,21,21,21,20,0.282957304350288,0.458006508721136,34.2093158909381,34.3394907647257,34.2849335689857,34.3416487064358,34.4471936336336,34.4310758229851
"sp|P04076|ARLY_YEAST",1,3,2,1,2,3,0.0655874013477709,0.183595959906585,23.9811396832143,25.3716157625948,25.0256928890472,22.8903332256552,23.5857124237632,24.4070557011597
"sp|P04079|GUAA_ECOLI",1,0,0,2,3,3,0.000735644870820993,0.00644116962474661,21.9505587043877,NA,NA,24.7136058752434,25.1089180383814,25.3047329249284
"sp|P04080|CYTB_HUMAN",4,4,4,4,4,4,0.840455084344065,0.900231406132405,29.5644500958407,29.7249554873102,29.5125928774224,29.3734643296532,29.7582696116795,29.7694555631018
"sp|P04083|ANXA1_HUMAN",20,19,20,20,20,20,0.285410709221786,0.46026435860228,32.3784002906499,32.3437544462597,32.3988513146227,32.3897958304253,32.5071336552402,32.6404038570873
"sp|P04147|PABP_YEAST",20,20,19,18,18,17,0.00170363935786671,0.0115052953943824,30.6192528103349,30.4676026984983,30.5962978770402,29.2513360317902,29.8011876859481,29.7014414757332
"sp|P04181|OAT_HUMAN",13,13,12,12,11,12,0.705758849285697,0.810528337842597,29.6364726885617,29.6824959443703,29.5071020887753,29.751957475176,29.3132095132604,29.5792847871288
"sp|P04183|KITH_HUMAN",11,10,11,11,9,9,0.64380654320882,0.763242708532524,28.9256477193433,28.732367925425,29.6474675850515,29.0621563227331,28.9618245708741,28.9080283474545
"sp|P04406|G3P_HUMAN",13,13,13,13,13,13,0.409085788255987,0.572030575782418,34.262533434434,34.2513981631348,34.1085244360709,34.3012610348185,34.2215361727925,34.415376101244
"sp|P04424|ARLY_HUMAN",3,3,3,3,2,2,0.140005209737941,0.299783667107117,25.0728340111574,25.1802189333334,24.9307188745948,24.9026791151586,24.811574361243,23.6606990564806
"sp|P04449|RL24A_YEAST",5,5,5,4,5,5,0.00046751443987852,0.0049466750336561,28.1238421701911,28.145884087565,27.9931511362835,26.7406454501286,27.0358445606408,27.1953798027589
"sp|P04456|RL25_YEAST",4,4,4,4,4,4,0.00062816175763433,0.00585373261496764,31.3551464771532,31.1573279401445,31.3741545397929,30.5463222352179,30.4501366736768,30.3230318493716
"sp|P04632|CPNS1_HUMAN",5,5,7,5,7,6,0.716424585480908,0.818615649267259,27.8966677221482,27.8925946960954,28.0642495157184,27.5751608526702,28.2457330587581,28.2863202813105
"sp|P04792|HSPB1_HUMAN",8,8,8,8,8,7,0.196952618699466,0.370454592541294,30.378839882061,30.7858388882768,30.5882793451458,30.9558623234605,30.8277700085736,30.6581787258616
"sp|P04801|SYTC_YEAST",13,13,16,14,12,12,0.00638855835134164,0.031780924234098,29.2576688810551,29.1187984678776,29.0865953839722,28.6659028824,27.8541328198638,28.0632860358464
"sp|P04802|SYDC_YEAST",17,15,15,14,15,13,0.000513260587534096,0.00522277327585371,30.1485535324528,29.8947402647119,29.9825778880015,28.9054195807112,29.1926947851145,29.0694274544639
"sp|P04805|SYE_ECOLI",0,0,0,3,4,3,NA,NA,NA,NA,NA,25.0782861883021,25.4473622992301,25.2636621131144
"sp|P04806|HXKA_YEAST",18,17,17,17,16,16,0.000271581830500459,0.00387068362839455,32.9697092033298,32.7314260021159,32.7160629134327,31.8959606176831,31.7352343615116,31.7630192026892
"sp|P04807|HXKB_YEAST",16,15,15,14,13,14,0.000239202308951464,0.003766952693899,31.9264818882251,31.8445147956044,31.8977392361679,31.0925926869975,30.9636025830256,30.9074162723342
"sp|P04818|TYSY_HUMAN",8,8,9,8,7,9,0.736996282372022,0.834105511963125,28.6301451547773,28.8138610195997,28.627480269772,28.7325177375914,28.5514805873365,28.94282614331
"sp|P04825|AMPN_ECOLI",1,0,2,7,6,6,0.000257586360230662,0.00379416046178221,22.4829201911707,NA,23.3966636448561,26.0665192640918,26.7431494663894,26.3874163494104
