"","protein_group","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","abundance_Cu.complex_1","abundance_DMSO_1","abundance_Mn.complex_1","abundance_Cu.complex_2","abundance_DMSO_2","abundance_Mn.complex_2","abundance_Cu.complex_3","abundance_DMSO_3","abundance_Mn.complex_3","abundance_Cu.complex_4","abundance_DMSO_4","abundance_Mn.complex_4","abundance_Cu.complex_5","abundance_DMSO_5","abundance_Mn.complex_5","abundance_Cu.complex_6","abundance_DMSO_6","abundance_Mn.complex_6","log_ratios_DMSO..vs.Cu.complex.","log_ratios_Mn.complex..vs.Cu.complex.","log_ratios_Mn.complex..vs.DMSO.","differential_abundance_qvalue_DMSO..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.DMSO."
"1828","sp|Q8WUY1|THEM6_HUMAN",NA,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,1,19.2449256059436,18.4740245061276,19.0502030656336,19.5320201899159,17.6147361525879,19.3140341460413,18.9699453000435,17.2506245753614,19.1593828006369,19.9935093249713,18.1896547593222,19.6819362487058,19.5790548564338,18.4001323270591,19.1128584705744,19.4065763957692,18.7920640370298,18.6950797819243,-1.33413255259822,-0.285422859926833,1.04870969267138,7.53297485224969e-05,0.407416313176959,0.00247796710704581
"1829","sp|Q92504|S39A7_HUMAN",1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,1,18.6527435649463,16.313229374579,18.6428408740842,17.5659274934682,16.5010621500269,17.0856330355474,17.0342078901061,15.8079508063307,18.565005582999,16.6060525063007,NA,18.4854996280464,17.9495982515209,16.8648792931185,18.371326412408,14.8896812473425,NA,17.4485729649992,-0.744588086267009,0.98344459073325,1.72803267700026,0.120521063015619,0.112560460844292,0.00551412053317168
"1830","sp|P42574|CASP3_HUMAN",NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,19.865141585254,18.275611162854,NA,19.1813994999086,18.0881041543201,16.1390850470596,17.7936141040523,18.1938086972021,NA,19.4594801481982,18.7570182966551,NA,19.1323749895537,18.5431349708947,16.2275931943165,19.3883305698342,18.147488959372,2.95338436211212,2.15085525286162,-0.802529109250499,5.64882746933868e-06,0.000699019802731966,0.0283351834314109
"1831","sp|P61254|RL26_HUMAN; sp|Q9UNX3|RL26L_HUMAN",NA,NA,1,NA,NA,1,2,3,1,2,2,1,NA,1,1,NA,NA,NA,19.7393885742662,22.2381106577456,19.2919869227395,19.4817883576147,21.7503532914436,18.2045774006263,20.4475388205738,21.5562143791569,19.4460403171274,19.8394798471601,21.9152197262145,19.8666205331408,19.4370837804737,21.861235171832,19.2868857039115,20.0756640550165,22.2613298250795,19.5354118532236,2.09358660272785,-0.56490345072265,-2.6584900534505,4.32010869025341e-07,0.0446496628568809,1.76616388209064e-07
"1832","sp|O75306|NDUS2_HUMAN",2,1,2,1,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,18.4003923311056,NA,15.9315544885519,18.2208427942244,17.0794361362165,17.1409740210854,18.6312409070206,17.60944685177,17.4173157216693,18.6721656768689,17.3614386289925,NA,18.6201943329342,18.8716557071604,17.6703352303544,17.608016889955,18.070955704623,17.1843106145097,-0.560222216265637,-1.28991080678398,-0.729688590518339,0.0484609729892749,0.00693574988928469,0.0850266110842115
"1833","sp|O15118|NPC1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1834","sp|P08397|HEM3_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1835","sp|Q6Y7W6|GGYF2_HUMAN",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4618123846085,17.8169703778306,18.5441727899119,19.6723813137411,17.5619492128177,18.3989407967018,18.4739111820711,17.87482109532,18.4789063347652,19.171444668066,NA,20.2626341122806,19.19531587506,17.5815759651579,18.6939556578737,17.7867315648259,NA,18.0926177942247,-1.08477033528055,-0.0483949171024486,1.0363754181781,0.00770160468491114,0.786051147109697,0.0151786031111922
"1836","sp|Q9Y3U8|RL36_HUMAN",NA,1,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,NA,NA,NA,1,NA,19.3071343555339,20.4242801022968,18.5315301850828,18.4900406058047,20.2156633361678,17.694376932934,19.2109994511121,19.794931808801,17.9423611810628,18.4081462323404,19.9902623123817,NA,18.0346923724952,20.2755067510607,18.1260827674419,18.1365673342523,20.2389653257304,17.5331060430842,1.5586715474833,-0.632438636668628,-2.19111018415193,1.22091307325892e-05,0.0492303401919922,2.79734222945842e-06
"1837","sp|Q53HC9|EIPR1_HUMAN",NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1497494014946,NA,NA,NA,NA,NA,16.5490521265934,NA,NA,17.461861813116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383103629136256,1,0.303345326308125
"1838","sp|Q9Y5Y2|NUBP2_HUMAN",1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,17.9673602441771,17.9175143301951,17.3804067803669,NA,17.2541213428608,16.851643279913,17.8536584894361,18.0354172875626,16.5092861999263,NA,18.5099071510081,18.1280855743534,NA,17.9080322773265,16.8563599920923,NA,18.1157029933935,NA,0.0462731969178331,-0.76535300147622,-0.811626198394053,0.130050216084114,0.161961637699727,0.0312544424514946
"1839","sp|P05114|HMGN1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0994322637855,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1840","sp|Q96ND0|F210A_HUMAN",NA,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,16.4949147895113,NA,18.2561722391523,NA,17.0937946956597,NA,NA,17.2098438015394,18.5759324983964,16.0343923307092,NA,18.2020931581978,NA,17.6762190129569,17.560860014256,NA,NA,-1.88411091739038,-0.822145307448626,1.06196560994175,0.000518332064735336,0.0777800627086096,0.0407351674745721
"1841","sp|Q9NTI5|PDS5B_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,16.6372964794933,NA,NA,NA,16.5066229346956,NA,16.3722389812293,NA,NA,16.9230311109684,NA,18.115106203669,NA,NA,17.2365942635725,NA,1.16922729892515,0.137565922534735,-1.03166137639042,0.0447862192247232,0.662475080419233,0.0718931177178166
"1842","sp|P15927|RFA2_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17.164077558892,17.1322896560088,NA,NA,NA,NA,17.2398543194333,16.0833592362546,NA,NA,16.4313890519979,16.6734736111583,NA,16.9260161025872,16.0293640190983,NA,16.3264710946226,16.0876039297273,-0.622060910868428,-0.938485419168016,-0.316424508299588,0.0614620843788709,0.0848696556798885,0.381966199209758
"1843","sp|P17096|HMGA1_HUMAN",2,NA,1,1,1,1,NA,NA,1,1,2,2,2,2,2,2,2,2,18.3265110770708,15.7357144049407,18.3655356303011,16.6869891759677,15.937094229555,18.621156114786,16.7053278342588,17.423485024864,18.302526655071,16.4858231779895,16.1757549781539,19.2550115524545,16.3470951747191,19.5712425047579,18.4176019840498,17.3334181429133,19.6442732993953,18.3079275957475,0.433733309791267,1.56409915824845,1.13036584845718,0.288404224721597,0.042563048248279,0.0953406119275796
"1844","sp|P61081|UBC12_HUMAN",NA,NA,1,NA,NA,NA,1,1,NA,2,NA,NA,1,1,NA,1,1,1,16.5162994508096,18.730697961681,17.0485086922058,NA,18.1252569083462,16.4916409657413,17.26618846532,18.4914227752882,16.3837149223221,NA,18.3026022455414,17.3106921206053,NA,NA,16.8838368811587,NA,18.5350331501254,17.4405432432438,1.54575865013164,0.0352455128146995,-1.51051313731694,0.00063769662608247,0.510376126940544,0.000236653052094801
"1845","sp|Q9NTJ5|SAC1_HUMAN",1,NA,1,NA,NA,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,17.7678200375845,17.2348125672514,17.5793882031228,NA,17.3459235701465,NA,17.5402039591376,17.4764106434069,16.9573371951138,NA,17.3969849201692,18.3402468703227,NA,17.633096193049,17.8541391102065,NA,17.5336259283438,17.364382118102,-0.217203027966583,-0.0349132989874889,0.182289728979094,0.0767842023447405,0.845556315210103,0.250660244011308
"1846","sp|Q9P0I2|EMC3_HUMAN",NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,16.6766445687894,17.226179038104,18.5550955479899,18.5570351209599,17.2648037785802,18.85937790515,17.5494164131048,17.4518905159417,18.5224828774174,18.4689141022373,17.9735495066993,19.1770996693129,16.4479652637525,18.1296724698956,18.2914808673598,18.1503720514454,18.5812738198523,18.732106132616,0.129503601463966,1.04788257992612,0.91837897846215,0.315756999574634,0.0244340665075607,0.0113839523333941
"1847","sp|P19012|K1C15_HUMAN",NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,22.1833664210844,21.599333899812,23.0705810512383,22.5034368361259,21.2097964720485,22.6665510430787,21.6131662570473,21.4221082796343,22.5081695514579,22.7524533348591,21.510054120502,23.8550162436174,22.566617225412,21.4910007890605,23.0732568829942,22.5298520609072,21.6291451388819,22.7798909472319,-0.88124223924945,0.63409559736375,1.5153378366132,0.0014100296479818,0.0426995284563548,4.1510372565566e-05
"1848","sp|Q07666|KHDR1_HUMAN",2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,18.7619690320228,20.4334274095334,19.3654363106159,18.3703694582174,20.2740630116191,19.6574268290919,18.625106357859,19.9063572058772,19.5414505700445,18.4087204011897,20.0402515883912,20.2036933109836,18.0650610764238,20.3756236065027,19.5481479895335,18.8762314848523,20.7276576110173,19.2782553325465,1.77498710372932,1.08115875537515,-0.693828348354166,3.07484556513713e-07,0.000491250857925577,0.00979856475959554
"1849","sp|Q9Y624|JAM1_HUMAN",2,2,1,2,1,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,19.6401222276326,18.8844297300858,19.4417621020573,20.1960884865498,16.6899559431445,19.6837762670387,19.2072196065987,18.8857827504035,19.1973636941638,20.1250895931096,17.5020227955781,20.1537862655891,20.1186008484519,19.5622922746696,19.6924746066272,19.5620963478294,18.2121205394135,19.5678562993687,-1.51876884614617,-0.185366312554533,1.33340253359163,0.000553040764646823,0.695496898968397,0.00372002800618936
"1850","sp|P53384|NUBP1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1851","sp|P46108|CRK_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1852","sp|P08833|IBP1_HUMAN",NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1186415275319,NA,NA,17.1951700352106,NA,NA,NA,NA,NA,17.5614612151087,NA,NA,18.2817628073162,NA,NA,18.4376816163517,NA,NA,NA,NA,NA,0.00648874848618473,0.0293664632535713,1
"1853","sp|P13987|CD59_HUMAN",1,1,2,1,1,1,1,1,2,NA,2,2,1,1,1,2,2,2,19.0807253163999,17.7064119042651,18.7725248034118,19.2694985577641,17.3693071491928,18.697404111703,19.0814236227639,18.4482160229653,18.4447801074563,19.1871415230361,17.8030469411259,19.6831635025,19.2782237018355,19.1565795198557,19.1097665965441,18.7256662111998,19.2092047907982,18.5952315439464,-0.821652100799383,-0.219968044572949,0.601684056226434,0.00837259990328939,0.449825099410103,0.0522414093842665
"1854","sp|O15127|SCAM2_HUMAN",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,18.3201971701274,NA,18.042353052881,18.980414269503,15.3372908747676,18.551674470587,18.4468851617696,NA,18.1892134958476,18.8219787768261,16.6470047021776,19.4071166802082,18.6522561327438,17.3184392746837,18.7605063662773,18.6829299999136,NA,18.3522518433336,-2.21653196793762,-0.100257600291467,2.11627436764615,2.9969637031004e-05,0.777932064501599,0.000231408363953772
"1855","sp|P98179|RBM3_HUMAN",NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,18.8487878710336,16.7451209712347,NA,19.0550362838989,NA,NA,17.9640103138541,15.9262674983072,NA,18.237284523347,NA,NA,19.0344503934491,NA,NA,18.4283510936691,NA,NA,NA,-2.25895917843768,0.000669572674599349,1,0.000801554555368975
"1856","sp|Q6UN15|FIP1_HUMAN",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,15.9690856286882,17.3926888836861,16.2337866734241,NA,NA,NA,NA,NA,NA,NA,17.3625384648053,NA,NA,17.0701222026406,NA,NA,NA,NA,1.3060308883558,0.264701044735899,-1.0413298436199,0.0222401850598573,0.589995828176668,0.085082853335729
"1857","sp|Q7Z434|MAVS_HUMAN",1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17.3368516237749,NA,NA,NA,15.4664079015032,NA,17.1412196626439,16.0308830588474,NA,NA,NA,16.4098499928362,NA,17.1556919443357,NA,NA,17.10869167524,NA,-0.798616998227825,-0.8291856503732,-0.0305686521453747,0.0886505282548195,0.317205115111357,0.455017989462188
"1858","sp|P23297|S10A1_HUMAN",NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,19.4335347490364,NA,NA,19.2754627153435,NA,NA,18.8768042099616,17.7988358336621,NA,19.5095313573491,NA,17.3489646195635,18.3015554963036,17.975010566572,NA,18.8840298924257,NA,1.69785511717315,0.53795858055355,-1.1598965366196,0.00397516651696024,0.368864273645632,0.01339468402742
"1859","sp|P02675|FIBB_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1860","sp|P15374|UCHL3_HUMAN",NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,NA,1,NA,1,1,NA,NA,19.2223062741288,18.1833481008772,NA,18.5197378653499,18.8875963972941,NA,19.1682692024452,18.2798853945206,NA,18.9642313967611,19.2334590740096,NA,18.5915810016141,17.5841975392607,18.6438890867915,17.4627201685304,NA,0.0109185646800831,-0.21019178559906,-0.221110350279143,0.0194662454585542,0.362100425549621,0.564846663514881
"1861","sp|O15270|SPTC2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1862","sp|P62993|GRB2_HUMAN",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.111205781423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1863","sp|O75964|ATP5L_HUMAN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21.2567068375196,18.5533737040421,20.9643493295206,21.8140115837098,18.2792430234871,21.026290411118,20.9190398824905,19.3617023379848,20.8559374896524,21.5407227167875,19.2982836971068,21.700803217209,21.4382555556121,19.6008332600864,21.261820901979,21.5250297913851,19.9570980587016,20.9280318856304,-2.2405387143493,-0.292755522065866,1.94778319228343,2.86531184140287e-07,0.406290701230964,9.70954700894397e-06
"1864","sp|Q9NWT1|PK1IP_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9738722223999,NA,NA,NA,NA,1,1,1
"1865","sp|Q8N129|CNPY4_HUMAN",NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3379738399996,16.6304965100925,NA,18.2631136991223,NA,NA,17.6954224288136,NA,NA,18.0275183130387,NA,NA,NA,NA,17.0794864505253,17.299941076861,16.6411295416507,NA,-1.08898084569544,-0.645307421041738,0.443673424653703,0.0131829633773417,0.142678184784124,0.351318943279691
"1866","sp|Q9NYY8|FAKD2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1867","sp|Q01844|EWS_HUMAN",NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,18.697575390098,17.6951822004381,18.8419125106801,19.1304275812314,18.5122652027148,NA,18.0443979617585,18.3844264800138,18.0602757387603,19.6163597002061,18.7774760632689,NA,NA,17.1379203244664,NA,18.6910147370628,18.8106630052112,18.6184287360012,-0.616299528052493,-0.329082745590827,0.287216782461666,0.0299089556731478,0.564295506829566,0.303345326308125
"1868","sp|Q86Y39|NDUAB_HUMAN",1,2,2,2,2,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,19.733023500131,17.8413933369572,19.4749735031797,20.0479679289876,17.0968375354567,19.0804733967657,19.5023739176251,17.9849167803387,18.991912405014,19.6938744330543,17.9153800290282,19.8348784725684,19.8709453299961,18.4359165348466,19.3898124923471,19.3085524799525,18.4431148996278,19.0113139427404,-1.73986307891523,-0.395562229521884,1.34430084939335,1.55051033975278e-06,0.196980512656295,0.000146373445325534
"1869","sp|Q9NX40|OCAD1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1870","sp|Q13868|EXOS2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,1,1,NA,NA,NA,NA,18.3372343747704,17.8340299546957,16.8999702683788,18.0010548997799,17.0512087284538,18.0575604823071,18.032410348461,17.6023093630636,16.5953065865673,18.0356382991537,18.6458933324646,16.8353444466335,18.741913348558,17.9935620912535,NA,18.9548459256615,17.3691315200792,1.25347075342574,0.652310385696726,-0.601160367729015,0.00158845552096575,0.129449170050439,0.0891328481245307
"1871","sp|Q99417|MYCBP_HUMAN",1,2,NA,1,1,NA,NA,NA,NA,1,NA,1,2,1,1,1,NA,2,18.2088011343756,18.6300699925403,18.2231391241495,18.6195072601692,NA,16.9028161139634,16.1939393752031,16.824114096203,18.3897500102291,17.4143539195784,18.5578622469925,18.0588718336079,17.1056025621083,16.9105292542947,16.9061775251863,NA,17.6953593506455,18.3873636684527,0.21514613784828,0.302912195644563,0.0877660577962834,0.390588447702777,0.637482416712339,0.43797952710818
"1872","sp|Q96A49|SYAP1_HUMAN",NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,1,1,NA,NA,1,NA,NA,NA,16.150273270695,NA,16.3784728446136,17.6337297579751,16.2922153897592,NA,17.6104219149368,15.5809786751606,17.6834595426061,17.8677778259534,16.5279473203051,17.2369982510903,16.2322355940188,16.8890841936901,17.0085437354379,16.7592406347591,0.754312198708226,0.719723438327617,-0.0345887603806088,0.0700996412502082,0.161263310135078,0.653751234170903
"1873","sp|Q9Y2Z4|SYYM_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18.1905631642747,NA,NA,17.4855314674477,NA,NA,17.4555330388493,NA,NA,17.5515991512795,17.8646526933043,NA,17.5679995848927,17.5559001643856,NA,17.9214635397669,NA,NA,NA,0.0148281044264843,0.000669572674599349,1,0.198461370145613
"1874","sp|P56747|CLD6_HUMAN",1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9601183723048,NA,NA,19.5714166943686,NA,NA,19.5427848670758,NA,NA,19.6208925663683,NA,NA,19.486504726136,NA,NA,17.7320647169207,NA,NA,NA,NA,NA,0.000669572674599349,0.00366227878093437,1
"1875","sp|P56182|RRP1_HUMAN",1,NA,1,NA,NA,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,17.5264734109963,17.7482196508608,17.4460351057372,NA,16.9727108257739,17.3360498921346,17.3413597601284,17.2853821692501,NA,NA,17.6878346547246,NA,NA,18.1079861226386,17.4680932432439,16.6065379433269,NA,17.5637204709916,0.4023029798324,0.295350973209625,-0.106952006622775,0.144287587277918,0.512157118747608,0.447341261538028
"1876","sp|Q8IXH7|NELFD_HUMAN",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17.0174972241535,16.2535376592514,NA,16.782869884619,16.5351947149292,16.9604608490212,NA,NA,NA,17.3513142880312,NA,15.9537319863727,16.9929594623262,NA,NA,17.6577332903786,NA,0.703378412204751,-0.0627302306066495,-0.766108642811401,0.0678178107856305,0.946122661628097,0.042296650310243
"1877","sp|O14841|OPLA_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1878","sp|Q9BWU0|NADAP_HUMAN",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.081995979794,NA,NA,NA,NA,NA,NA,15.1317830238079,NA,16.9398046178056,NA,NA,16.7448679918074,NA,NA,NA,NA,NA,NA,-1.79043983932777,0.383103629136256,1,0.0160806467503589
"1879","sp|Q8NBN3|TM87A_HUMAN",NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1540719502521,17.3873807508963,19.0343541762252,NA,17.420813646065,NA,NA,16.8888369335288,18.2067519248461,NA,18.810200351302,18.1801389137826,NA,NA,17.4001482163812,NA,17.3382751965174,-1.05127635755668,-0.636246932146875,0.415029425409801,0.0807402741242458,0.237521434439615,0.14884602760921
"1880","sp|P02652|APOA2_HUMAN",NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,17.8547130631698,NA,16.3100565765766,17.4987447488127,NA,NA,17.6019486193191,NA,NA,17.6546886770984,NA,NA,17.3024859577349,NA,NA,18.3378559707957,NA,1.39834959624517,NA,NA,0.00381875697402814,1,0.000431500181452517
"1881","sp|O96000|NDUBA_HUMAN",1,1,1,2,1,2,NA,NA,1,NA,1,1,1,1,1,1,1,1,19.9683211257859,19.3228353276249,19.5484926928906,19.6413508199825,19.0288312973828,19.8316818402091,19.7815464103127,19.5436854802171,19.3090510730729,19.7254231612877,19.5550185341268,20.4370244710769,19.6335605732039,19.7871595813599,19.8840943032948,19.3475459378935,19.7618023908465,19.7165271745397,-0.183069236151366,0.104853921102967,0.287923157254333,0.0215721286587428,0.734895172285056,0.0843659108954632
"1882","sp|Q9NRN7|ADPPT_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,19.7519725276368,20.4790060592515,19.563384712992,17.7664407820444,20.1617452867817,19.3132089771286,19.9880586246704,20.4336987686651,19.1251324739824,18.145429984168,20.4047002161509,19.9296542862496,17.9017098275385,20.0900049787265,19.3802848014023,18.6035038865854,20.6087448238667,19.2491390601012,1.67013075013315,0.733948113202101,-0.93618263693105,7.84266786543541e-05,0.0825804667774907,0.0153601789152215
"1883","sp|P08779|K1C16_HUMAN",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,22.1019686201128,21.5319532294881,23.0449845348368,22.461823133555,21.2097964720485,22.5942267489301,21.5048181392006,21.4952198413788,22.5025438818327,22.6712652674888,21.510054120502,23.842163573903,22.5226653338271,21.4024269952803,23.0452837353695,22.5298520609072,21.6291451388819,22.7087300758728,-0.83563279291865,0.657589999275567,1.49322279219422,0.00248858536322451,0.0400338537622977,5.87206253782072e-05
"1884","sp|Q00765|REEP5_HUMAN",1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,17.3822337504485,18.9092707861692,18.3298678861897,18.2987979978653,18.7809471082992,18.3010677062313,17.8414131786863,18.5057369413269,17.990883085384,18.3418982973366,18.7857006973764,18.4456453696789,17.5913125421392,18.2472314320505,18.1779339436518,17.0062377484477,18.5332351192681,18.379234763976,0.883371428261117,0.527123206698018,-0.356248221563099,0.000968463326039512,0.0737238398627588,0.126682307066275
"1885","sp|Q01130|SRSF2_HUMAN",1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,19.0602620152496,21.2985249403494,20.6259686424563,18.1818284587514,20.8899604595177,20.4232101882514,18.7796104552033,20.8029502607278,20.3950779077547,18.8921085399757,21.1581803652743,21.237718212607,18.5222359642253,20.7558381678332,20.8473601091938,19.102131421548,21.2547424704088,20.6262573555981,2.27033663485965,1.936235926818,-0.33410070804165,1.31357471570196e-08,1.79538562412577e-06,0.123807227255503
"1886","sp|Q92922|SMRC1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1887","sp|Q14789|GOGB1_HUMAN",1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,14.9243003450238,NA,NA,NA,NA,NA,14.19352074042,NA,NA,NA,NA,NA,NA,14.4285289832741,NA,13.9039957283106,NA,13.5827676725753,0.0879233786893003,-0.757837932009499,-0.8457613106988,0.382371796563552,0.270481650608584,0.24358339357165
"1888","sp|Q9P2I0|CPSF2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
