"protein_group","number_of_peptides_12500.amol_1","number_of_peptides_12500.amol_2","number_of_peptides_12500.amol_3","number_of_peptides_125.amol_1","number_of_peptides_125.amol_2","number_of_peptides_125.amol_3","number_of_peptides_25000.amol_1","number_of_peptides_25000.amol_2","number_of_peptides_25000.amol_3","number_of_peptides_2500.amol_1","number_of_peptides_2500.amol_2","number_of_peptides_2500.amol_3","number_of_peptides_250.amol_1","number_of_peptides_250.amol_2","number_of_peptides_250.amol_3","number_of_peptides_50000.amol_1","number_of_peptides_50000.amol_2","number_of_peptides_50000.amol_3","number_of_peptides_5000.amol_1","number_of_peptides_5000.amol_2","number_of_peptides_5000.amol_3","number_of_peptides_500.amol_1","number_of_peptides_500.amol_2","number_of_peptides_500.amol_3","number_of_peptides_50.amol_1","number_of_peptides_50.amol_2","number_of_peptides_50.amol_3","differential_abundance_pvalue_X125.amol.12500.amol","differential_abundance_pvalue_X250.amol.12500.amol","differential_abundance_pvalue_X2500.amol.12500.amol","differential_abundance_pvalue_X25000.amol.12500.amol","differential_abundance_pvalue_X50.amol.12500.amol","differential_abundance_pvalue_X500.amol.12500.amol","differential_abundance_pvalue_X5000.amol.12500.amol","differential_abundance_pvalue_X50000.amol.12500.amol","differential_abundance_qvalue_X125.amol.12500.amol","differential_abundance_qvalue_X250.amol.12500.amol","differential_abundance_qvalue_X2500.amol.12500.amol","differential_abundance_qvalue_X25000.amol.12500.amol","differential_abundance_qvalue_X50.amol.12500.amol","differential_abundance_qvalue_X500.amol.12500.amol","differential_abundance_qvalue_X5000.amol.12500.amol","differential_abundance_qvalue_X50000.amol.12500.amol","abundance_12500.amol_1","abundance_12500.amol_2","abundance_12500.amol_3","abundance_125.amol_1","abundance_125.amol_2","abundance_125.amol_3","abundance_25000.amol_1","abundance_25000.amol_2","abundance_25000.amol_3","abundance_2500.amol_1","abundance_2500.amol_2","abundance_2500.amol_3","abundance_250.amol_1","abundance_250.amol_2","abundance_250.amol_3","abundance_50000.amol_1","abundance_50000.amol_2","abundance_50000.amol_3","abundance_5000.amol_1","abundance_5000.amol_2","abundance_5000.amol_3","abundance_500.amol_1","abundance_500.amol_2","abundance_500.amol_3","abundance_50.amol_1","abundance_50.amol_2","abundance_50.amol_3"
"sp|P19358|METK2_YEAST",4,3,4,4,5,4,3,3,3,5,1,5,6,5,5,4,6,5,2,3,4,3,3,4,7,8,7,0.00252573848163657,0.0124262511969649,0.980509279665739,0.715795681488759,0.00102556620364104,0.498742961763897,0.833157234390291,0.316248344636985,0.123134411627328,0.274049215587119,0.999502575283853,0.86841277874312,0.0158091997806553,0.91511811173924,0.962317518645559,0.496342803128889,23.7969387888433,24.7554802671371,24.6283869004077,25.67750667986,25.7344955642365,25.6962095027153,24.2867007772177,24.0320742940084,24.4424093935997,24.7653491232691,23.8158318953216,24.571515837255,25.9180254125612,25.838723921364,24.5487466462535,24.560479159674,24.3091592890904,25.4793895527822,23.8683555716135,24.4789369217786,25.0760244482245,23.6640941206536,24.4043608316365,24.3294027694828,25.8236243824257,25.8611474075805,25.865992231132
"sp|P19414|ACON_YEAST",21,18,18,21,21,22,22,18,23,18,23,18,18,23,23,18,20,21,21,21,19,20,18,19,25,23,23,4.67774629227909e-05,0.00117197643480452,0.00215214566847056,0.0778046512682018,0.000723363924047956,0.00546225194982137,0.00200954852776211,0.888605033119094,0.0156045395392254,0.0709048530372306,0.0484232775405875,0.299362658212891,0.0123122567905662,0.212481600848051,0.0444816282226263,0.920750951629862,28.6535443664372,28.3973134212404,28.5007276851351,29.0289248305002,29.0441433978729,29.1742006809949,28.6720063407709,28.6414163965089,28.8466277526119,28.8007625283363,28.9544456597539,28.9498257080162,28.6919761606235,29.1087910041033,28.9901546178926,28.4864785782303,28.4626100109749,28.556086364489,28.7626349240058,29.076539908227,28.875576365749,28.9001757318285,28.8363546783309,28.8352615944037,28.9401452913755,28.9851803374547,28.9335193375977
"sp|P19454|CSK22_YEAST",2,0,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,0,2,1,1,1,1,1,2,0.035740536414932,0.232195239020973,0.812234741785103,0.845954324355827,0.179345127807868,0.0716337887618286,0.713918001566241,0.461438555018121,0.332727374719962,0.826784020043974,0.994092954940937,0.926505526138556,0.391777993099005,0.47690439173933,0.910571905871233,0.613720930554781,22.8110224875667,NA,21.5236785283918,20.7851874214464,20.8583599121283,20.989132683848,22.4167678665532,21.7836450535491,22.6373416039283,21.4984007598444,22.0837486467633,22.5093373964191,20.7506827956188,22.4565345332084,21.1884223378378,21.835231516549,21.1270192097027,22.2579187633732,22.0079580242599,NA,22.7899943029825,21.0201005771356,21.3669344530911,20.8527414932102,20.8929881996797,20.6191489027646,22.6094288215597
"sp|P19524|MYO2_YEAST;sp|P32492|MYO4_YEAST",2,1,0,0,1,0,2,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,2,0,1,2,0.413140132989175,0.692548207785849,0.185313441185925,0.589746465778161,0.996607158179077,0.975544043366007,0.537976948556485,NA,0.822290992838724,0.964065788589125,0.770575430478848,0.774821372924803,0.997828490480767,0.998060450431217,0.848218877635146,NA,23.7237376018582,22.4437895598431,NA,NA,22.3824764038531,NA,23.5389084735395,NA,NA,22.6554451773207,NA,21.5753748553422,NA,23.0448180399575,22.580569214556,NA,NA,NA,NA,22.8449364922711,22.4706729404621,NA,NA,23.1093463186064,NA,22.3054969147724,23.8678249062147
"sp|P19881|PNPP_YEAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5087517563351,NA,20.5035013478831,NA,NA,NA,NA,NA,NA,NA,NA,20.2379856720113,NA
"sp|P19882|HSP60_YEAST",23,21,23,22,22,24,22,23,20,23,20,21,21,23,24,20,20,20,22,18,20,21,22,22,24,24,24,0.448245380737967,0.196465470651418,0.148746430578632,0.782437679573254,0.847008595571244,0.150376167958233,0.0706588627478423,0.0366774507370426,0.827886653065847,0.789733123406684,0.717170290289833,0.903160585448481,0.930115621749605,0.639304145745929,0.407532454862555,0.116727442425032,29.4754312360238,29.4758910734855,29.5316645844718,29.5785414631097,29.4618564031535,29.6684608346289,29.4804393909192,29.5553474420088,29.3654807682378,29.5478057980187,29.6661580836437,29.70767801311,29.4832004203438,29.6874930528067,29.7025467078192,29.385533643263,29.2290022892384,29.2142433485452,29.8084599007713,29.5811092456743,29.6512031585794,29.6272829568435,29.6533824100072,29.6391283632721,29.3641123504699,29.6147488032671,29.561192736094
"sp|P20051|PYRC_YEAST",5,3,4,3,4,3,5,3,6,4,3,2,4,5,2,3,3,2,4,4,3,3,4,2,2,2,4,0.670889406699255,0.718952884001491,0.323811632675911,0.738969471537216,0.721596274131706,0.0748860342565612,0.857460642454969,0.123963615715726,0.911378730301663,0.964065788589125,0.874291408224959,0.886946125710306,0.853175334248341,0.485511122096705,0.970559524265762,0.2651168528107,25.0486447678511,24.1579802315687,24.3139418126184,25.7134173540189,24.7302962345471,23.7406095739105,24.9609510682534,24.1551735834845,24.924476445506,24.5402322022663,23.8761104715149,23.5470758454627,24.5447968143546,25.1140199387374,23.3000057823348,23.8549178985763,23.815614898111,23.3774805272639,24.8894981214793,24.9898361642361,23.9212502318784,23.8690205546656,23.5727846831287,23.1852645890786,23.7012756286231,23.9283697029491,25.3347094828808
"sp|P20081|FKBP_YEAST",4,4,5,6,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0.305437814230921,0.816151202201988,0.788368934323928,0.0747109253242235,0.443467283866667,0.88565190821471,0.467637910562861,0.00227091064410711,0.748753513255738,0.964065788589125,0.994092954940937,0.296755466207663,0.656363715433093,0.998060450431217,0.830792730479356,0.0174519302631067,27.6526642557226,27.720028957901,27.98818286928,28.1319798493895,27.6776609227593,27.9224688400063,27.5641982302084,27.5799760000419,27.5528092587651,27.7882168386399,27.7784798371663,27.8901869076991,27.753460839011,27.8018834257518,27.8886686764081,27.4537345406794,27.3173986814226,27.3537163862948,27.8791965456861,27.8730111718267,27.8699869019779,27.7240202911466,27.8235993375909,27.8646573509491,27.4676377028482,27.7265912823533,27.8907149319497
"sp|P20449|DBP5_YEAST",2,0,0,1,0,1,0,0,0,0,1,2,1,0,2,0,0,0,0,0,2,0,1,0,2,1,2,0.47133766834027,0.818730158910782,0.890583516424007,NA,0.689350432021391,0.674142025813021,0.932651933015137,NA,0.835215390575003,0.964065788589125,0.994092954940937,NA,0.834369337720705,0.971152942369946,0.981383651624772,NA,23.1417327620303,NA,NA,22.4557779496548,NA,22.6274758110955,NA,NA,NA,NA,22.4642294237419,23.5945035434186,22.4168907633884,NA,24.2414639725512,NA,NA,NA,NA,NA,23.0620626793316,NA,22.7426803131728,NA,22.712961985718,22.4825218019575,23.3010622396894
"sp|P20459|IF2A_YEAST",3,4,3,3,4,4,2,2,2,3,4,1,3,3,3,4,3,1,3,2,1,1,4,4,4,3,3,0.388801701916355,0.730115163538636,0.102064741234012,0.13159494158827,0.89635349685494,0.666177672303294,0.311113709727254,0.0240734627091438,0.797161538840047,0.964065788589125,0.599656458311386,0.385129913726603,0.95199019556349,0.971152942369946,0.717752473990482,0.0889306958861996,25.4877381806717,24.87311854598,25.0942391751401,24.8031258363463,24.3026631164325,25.0584397198351,24.7455678533319,24.7718616908312,23.6333919509955,24.1071419077487,25.1711274123007,23.6651480068535,25.15209600198,25.6833117987996,25.1322554146284,24.7568661857158,23.8912533776413,23.2276662909762,24.9756813513638,25.1020431805906,23.8545762523404,23.9295072492701,25.8801731562661,25.0038757255309,25.2968608482289,24.8702057286187,25.481330865772
"sp|P20606|SAR1_YEAST",5,5,5,5,4,4,5,3,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,4,3,0.957786371915034,0.411712221252883,0.764349942049351,0.161913590006274,0.023043939092211,0.918109985305032,0.281181341050469,0.178630352193236,0.985033637284728,0.89118947050408,0.994092954940937,0.417733640446161,0.125512654922242,0.998060450431217,0.68201781962923,0.337880996365508,25.9117256201908,25.5581166855301,25.9709391795796,25.8345090614784,25.8085187437165,25.8231216151975,25.8661989794743,25.2127185091295,25.674265354001,25.8516901988498,26.1144731703105,25.6184488356771,25.8542638540533,25.9680084825279,26.0153603296585,25.4992004076773,25.5248694398965,25.7567798443191,25.8491197202085,26.0245667607646,26.0914048531021,25.8479428173884,25.7989142143629,25.8432042412828,25.1921229988383,25.5958720907891,25.4867513605357
"sp|P20967|ODO1_YEAST",9,7,7,7,5,8,8,4,6,5,6,7,9,9,7,6,6,6,5,7,7,6,6,6,13,11,11,0.164389955590548,0.0668058102083842,0.550199290834579,0.198342857695218,0.0640155698188425,0.6911153289856,0.251831912685731,0.00693676302140554,0.621028721119848,0.556260623775934,0.965364171852735,0.465037352412188,0.211743807862325,0.974071967302168,0.666052692181954,0.0368429400209751,26.632093497566,26.5104393690491,26.2950663028514,26.2019112442338,25.8712067916839,26.6300983912185,26.4888014102737,25.9855554904206,26.2863581259098,26.4055717456226,26.5686505364699,26.7725087008096,26.853180788337,26.9084619562642,26.662474044161,26.1250191328217,25.93488638116,25.8454475578296,26.5225858676909,26.7974969830804,26.7178429134655,26.2956000793572,26.3123672703232,26.6245728859405,26.8239582645982,26.8778552902079,26.7335118295473
"sp|P21242|PSA7_YEAST",2,0,0,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,3,4,4,0.0248838361901371,0.100834040546896,0.0105478844359433,0.000582124580440911,0.0861402162578982,0.00876548621287369,0.0223368109990873,0.000572505845906814,0.286822764670871,0.65808010275074,0.169738622905085,0.023174593969266,0.251344845295367,0.26229031821599,0.261340688689322,0.00665434331039514,23.9828512734514,NA,NA,23.5180573562518,23.1007230302698,23.3643707766645,23.0528755920791,22.8141169784916,22.7317118168172,23.1430327961721,23.120331325016,23.3926396482144,23.1280247301285,23.9783730162775,23.4538881109948,22.760853894192,22.8852486923584,22.9465473333457,23.3230788732828,23.3453236629875,23.2728113843186,23.0670273936434,23.2719687026013,23.2479634053629,24.0747325237384,24.6809774686506,24.650256325898
"sp|P21243|PSA1_YEAST",4,4,4,5,5,6,3,3,4,3,4,4,6,4,4,3,5,4,3,2,4,4,5,4,3,4,5,0.0991397204710841,0.526436065755314,0.872428586636334,0.818930141667941,0.0260141441420479,0.969876511590459,0.526200213205031,0.203689533440895,0.484545383802423,0.926667999776985,0.994092954940937,0.914309122303163,0.134918901772566,0.998060450431217,0.848218877635146,0.367098889482242,24.2516259022383,24.2449021832579,23.8267040302291,24.5377397221135,24.5557618086124,24.7032909500012,23.9578350950316,24.0339607638079,24.1338832464418,24.2236730073462,24.1328536863784,24.1052292829111,24.4993001751831,24.2664070447554,24.1066547901914,23.4161334814965,24.2823745808928,23.5052491415997,23.7564874176949,23.5686745625265,24.4486237644496,23.7002271301858,24.7409597081963,23.8494781169455,22.9357785120864,23.3846986330555,23.9534156061407
"sp|P21264|PUR6_YEAST",0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,2,0,2,0,2,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9403873425866,NA,22.9413111908479,NA,21.773573354204,21.7572966843518,21.9292190847932,NA,NA,21.3390887284085,NA,21.7822602577699,22.7406868180799,NA,22.1863672742135,NA,21.9608663088525,NA,20.9672213908908,21.5226781925718,NA,NA
"sp|P21306|ATP5E_YEAST",2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00308531768980297,0.118989084802527,0.0429999206540134,0.0826010046173014,0.000587270471455566,0.0248492529547403,0.172167366040883,0.0819741677960034,0.123134411627328,0.65808010275074,0.413291758550323,0.304756217948765,0.0109045448904363,0.325723320566144,0.594188993608766,0.196248604693716,23.7542006410884,22.9789060105535,23.9230072662428,22.8730249628503,22.7482050849867,22.9067955407442,23.3585815216228,23.080000088797,23.0627479690529,22.9849875979739,23.2461658778436,23.0590941515175,23.044925271305,23.7521323360137,22.8298191402249,23.23317179521,22.9638693805471,23.3017340752482,23.2557264841737,23.2184248771194,23.2873331192482,23.1328173835801,22.9146877180863,23.0750391044188,22.5634658984368,22.7095506084565,22.8025440346087
"sp|P21576|VPS1_YEAST",4,3,5,5,5,3,4,3,3,2,3,4,5,4,3,4,3,3,3,3,5,4,4,5,4,5,6,0.645323269813776,0.812100826071164,0.96799188997089,0.319244862372476,0.0507766034021653,0.380989062539212,0.717379342267532,0.149094377439499,0.901704571420755,0.964065788589125,0.998843560979009,0.577069012968592,0.191015900955893,0.914488887966971,0.910571905871233,0.300436408810247,24.3678640906095,23.5294930658886,24.3391475467109,24.5723912058188,24.2879562011725,23.832317067853,24.0621397503125,23.464036421242,23.7131580006243,23.8840453647119,24.0321916932808,24.28060686835,24.6006896763799,24.4757213956376,23.3952152305843,23.8736028817293,23.2717829405886,23.6259586246324,23.8030600557091,23.9652353460059,24.8265663436525,24.0872943773249,24.3038506607278,24.7198955059716,24.5744613241248,24.6150781291166,25.0767662753391
"sp|P21801|SDHB_YEAST",2,1,1,1,2,2,2,1,1,1,1,1,0,2,2,1,1,0,1,0,2,1,1,1,2,2,1,0.663214057770978,0.117977840474293,0.719581554996754,0.846531724055816,0.466101429136613,0.599331978729447,0.556406318695299,0.324387688909212,0.911378730301663,0.65808010275074,0.994092954940937,0.926505526138556,0.670218281091099,0.95094634422613,0.853527348079975,0.503208755329183,22.9530553762851,21.719745882252,22.0449871892345,21.5051272538479,22.7723561259997,23.0120720382763,22.7415339180354,21.8950712744887,21.8276572935999,22.2917698917006,21.987212315818,21.9678688474532,NA,22.8122256868053,23.2505630483239,21.5865010474802,21.9159512202354,NA,21.8360435922356,NA,23.2194760320031,22.0664954386987,22.0145949671598,21.9460070418781,21.8662946551981,22.5364344897566,21.3530985674952
"sp|P21954|IDHP_YEAST",17,15,12,14,12,15,12,11,14,13,11,14,13,16,12,13,15,10,11,11,11,14,13,13,15,15,16,0.877497368492575,0.406895056557151,0.972947616805479,0.200616177302866,0.402322179708053,0.616923864611322,0.101928568932174,0.0112774947541151,0.981750015286605,0.89118947050408,0.998843560979009,0.465037352412188,0.616692721991518,0.95094634422613,0.471635581669213,0.0505918575461476,27.3638774135111,27.0098443215615,26.9488107148834,26.9944473351937,26.9152243641681,27.2863908269521,26.6855045264305,26.6995766361105,26.8651254750478,27.0048375486421,26.9293645677936,27.3605148478674,27.2652808950043,27.4258647003763,27.3177447087031,26.6609016546436,26.5990711703148,25.7992687985882,26.8250047703306,27.092710807296,26.0155624683327,27.2013968125729,27.361150931732,27.1716018314997,26.2380921396015,27.1395028892053,27.2517453153069
"sp|P21965|MCK1_YEAST",3,1,1,2,2,2,1,1,1,2,1,3,4,3,3,0,1,3,2,1,2,2,3,2,5,5,5,0.773653930420283,0.0457449844729796,0.459753957991305,0.338283910134986,0.00858619189060036,0.142050282184909,0.245313474857127,0.644470714199272,0.946260683190281,0.50334893521929,0.945372191961623,0.592914098457849,0.0715808038226581,0.632149455225996,0.657387091468124,0.750465756642566,23.9693427942259,22.2565014887903,22.3781391306485,23.5168737520827,23.7102637643048,21.800512883203,22.4502047269305,22.4041231535726,22.321915858201,23.3084046952545,22.7730412732662,23.6188665285307,23.7847970692802,24.0709119709034,23.8650170799286,NA,22.4754547625227,23.7681659389357,23.7276839505245,NA,23.3076307941215,23.3471020713979,23.8001976824483,23.6857876516513,23.6511534450065,24.6426984313245,24.5954688797149
"sp|P22133|MDHC_YEAST",7,4,5,6,5,5,6,6,6,6,7,6,6,6,5,6,6,7,6,5,7,5,6,5,5,5,7,0.974783761146085,0.130355947701709,0.0234135666086591,0.0383172935016328,0.356935295560428,0.309191955094912,0.00788397141947175,0.501961732061766,0.988691181862826,0.673230717244269,0.283059536612148,0.222736497477117,0.583195101111378,0.886397120701158,0.129139451850947,0.650588593248242,26.3667825907156,25.5112901111994,25.9608251494827,25.8102933188984,26.0266248411036,26.0167395963795,26.3499559073154,26.2571509484343,26.2552052789803,26.1231928525564,26.4387894664839,26.4095672570096,26.1901115091297,26.1984506942755,26.1780849767046,26.0124552372971,25.9950059611356,26.1467809547848,26.3343523328283,26.3386825562034,26.5287160907928,26.0554589550577,26.2159149571462,26.0487837697956,25.9830176291282,25.6194089142667,25.8015528322056
"sp|P22137|CLH_YEAST",19,14,19,14,15,15,12,12,10,10,13,12,15,16,13,10,10,12,11,12,12,11,14,13,16,19,21,0.269398659517885,0.371067496164215,0.0156577246067612,0.000556381715848206,0.285855838725304,0.103855743630788,0.0119036539053353,4.37501878801427e-05,0.734968909788226,0.878674855538861,0.223816255560675,0.023174593969266,0.523641749413841,0.535097804932139,0.171036711376659,0.000779725570663876,27.2471736249503,26.8887898485274,27.2308438320811,26.9190585996212,26.8518238744938,27.0900266190351,26.4764302755082,26.6393526187798,26.4215325013805,26.6675310264101,26.7005488645872,26.8215001261518,26.8105067841184,27.2174059926538,26.9314101054832,26.2812463967356,26.2482763564832,26.5162200685056,26.53436614674,26.842474229251,26.7568266078623,26.6543093625172,27.0063491861419,26.9470724583718,26.7006126696018,26.9567213281265,27.221125817988
"sp|P22141|PSB4_YEAST",2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,0.919341228822889,0.82462918911761,0.038505876693693,0.250519070130147,0.71364891666797,0.763237417069498,0.417708436396733,0.880629046903123,0.9847988603565,0.964065788589125,0.389872001523642,0.511447918864891,0.851169583821506,0.990223647518677,0.778374911356226,0.917393619756216,23.0210984822379,23.2356184806301,23.1829002553953,23.3433179105068,23.035289432085,23.2432994000838,22.9315786389198,20.9103658694433,23.4936280546982,21.0387785324017,21.0968454082095,23.3633632253345,23.2032009656851,23.3995936821078,23.235926874136,22.9887620797407,23.0654838006403,23.114996705355,21.281332954272,23.3110349186218,23.3761318049575,23.3026224006983,23.2907908226847,23.389031295377,23.6654272023728,23.237460296472,23.1983754910172
"sp|P22146|GAS1_YEAST",2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,0.0290579078862388,0.93272496063777,0.0332525204818944,0.210618985082587,0.718732836250795,0.690589229570934,0.315297016953704,0.775860157213183,0.30361616149584,0.978956089334793,0.349799241432915,0.47272261096314,0.853024719533297,0.974071967302168,0.719298765696613,0.844951682157185,24.228753474347,23.1512449953008,23.1527942274283,22.5990332798028,22.7583171968466,22.5246926941888,22.7783438157394,22.6744536837122,23.6228131138823,24.4028882810345,24.2629966698873,24.4444449787787,23.8234420439043,24.0474394203766,22.7581996493875,23.6128365223506,23.1554287048797,23.4394591795342,23.6337936949146,24.4795322158002,23.5798289212512,24.0256016571353,23.1963094422713,22.8559585536726,23.2986425644579,23.4838513351644,24.1617512378692
"sp|P22202|HSP74_YEAST",4,2,2,3,2,3,3,2,3,4,2,2,3,4,2,4,2,4,3,3,3,3,4,2,3,1,3,0.230325708809434,0.751105881831202,0.527460955088659,0.476544960023481,0.176097244078974,0.218118503009296,0.810274827567616,0.646598301546151,0.687460703393044,0.964065788589125,0.963195942712674,0.70264293375725,0.385714338907564,0.747560331899702,0.951680226327191,0.750465756642566,23.9343588847198,23.3161381126304,23.2368796346906,22.7179514986882,22.5115623583825,23.8750823702631,23.4493435955917,23.2225853884268,23.0052630804347,23.5022600957584,23.1516979931624,23.1153206574052,23.9417039501815,23.9093371437478,22.9953246126375,23.3920940783672,22.9892854606019,23.5862937609805,23.7792629609191,23.7633464377593,23.2163233345361,24.5241272331229,24.2965936281176,23.0878819493626,23.0736097781075,NA,22.7492426925271
"sp|P22203|VATE_YEAST",6,3,3,4,3,4,2,2,3,3,3,3,3,6,4,3,4,4,3,3,3,3,4,5,5,5,7,0.324015556721489,0.810286832615261,0.767233240992278,0.0215443614959641,0.44105147423587,0.770632588929549,0.681969437746143,0.198862004920753,0.758623249569474,0.964065788589125,0.994092954940937,0.153104426584731,0.655161917183101,0.992188621063615,0.906937214180311,0.360831058702362,26.1406444371487,26.0549749553934,26.1151619485039,25.9091460659725,25.7340686459379,26.1380176252058,25.6996184394579,25.4157128565569,25.8888233082908,25.6294778330569,26.2212538362996,26.3029334418287,25.8194864901252,26.3158964891024,26.3027720258203,25.8047356788677,25.7479152877102,26.0621353334595,26.1105487590628,26.2980880288665,26.1198825409109,25.9549236587293,26.0863391870495,26.1147686877674,25.9135346694302,25.8177366571565,26.1678778810484
"sp|P22217|TRX1_YEAST",4,5,5,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,5,4,4,4,5,5,5,0.519503071370921,0.451459027326518,0.85719876773542,0.00646585234438703,0.309663433689095,0.212420908640016,0.232265474606061,0.000305137605217097,0.850678419900435,0.901115464371926,0.994092954940937,0.0856460441682741,0.545579068805601,0.737783334472912,0.644128384488867,0.00394710257071149,26.6840147948892,27.0005530639388,27.0228534375298,26.7160240363465,26.9164422488535,26.8295313246964,26.6571098832404,26.4962966576313,26.4147881667287,26.7840442792852,26.8354987154031,27.1561020510743,26.7913820182329,26.7929847388443,26.835580520374,26.3549707361887,26.1368361691888,26.5810189934756,27.1299063689211,26.9021660130645,27.1365392199203,26.7621823444449,26.7385249147526,26.7244895696721,26.7445367654406,26.8380558330756,26.7346145732732
