"protein_group","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_A_vs_B","differential_abundance_qvalue_A_vs_B","log_ratios_A_vs_B"
"P11498",-23.9994831424,NA,-24.2383351894,-23.8055327521,-24.5732263451,-23.4843937788,4,3,5,7,6,5,0.670399223691777,0.869384673461684,-0.1645248739
"P11586",-20.8710547041,-20.7698630328,-20.80131879,-20.7210009141,-20.8031104724,-21.4836697754,30,29,27,27,27,26,0.558044278320874,0.827391304347826,0.188514878333333
"P11632",-20.3423831803,-20.2924860601,-20.4108376274,NA,NA,NA,2,2,3,NA,2,1,NA,NA,NA
"P11717",-22.2023258224,-22.1918552089,-22.251178826,-22.293152102,-21.9377572159,-22.0644195775,28,31,32,34,32,33,0.647885422656699,0.865712074303406,-0.1166769873
"P11745",-21.1882717368,-21.9019721397,-21.4366753886,-22.2138945046,NA,-22.127229378,8,6,9,7,6,5,0.0861002012650949,0.365638766519824,0.661588852933335
"P11766",-19.8289490827,-19.9581706468,-20.2420023359,-19.562248336,-19.9055017215,-19.5927190801,11,13,14,12,16,20,0.28488686026452,0.647018030513176,-0.322884309266666
"P11802",-22.7535039915,-22.9537958889,-22.9948385778,-22.6851011492,NA,-22.9731063366,2,2,3,4,NA,2,0.781004744105808,0.914314858891534,-0.0716090764999961
"P11908",-20.9973658759,-20.7568773509,-21.3932225927,-21.1019433246,-21.2601155982,-21.7659593108,15,15,15,15,10,16,0.347206152961472,0.700183936235438,0.326850804699998
"P11938",-23.589445096,-23.3639854768,-24.7672516556,NA,NA,NA,5,4,3,1,NA,2,NA,NA,NA
"P11940",-22.3254912038,-21.4037127046,-21.0243274979,-21.8797477312,-21.5806378116,-21.6183379971,43,49,49,43,44,46,0.765930563542266,0.904712762297902,0.108397377866666
"P12004",-18.2719186803,-18.4803842559,-18.4404053874,-18.1554505904,-18.2882974649,-18.4149904983,33,34,37,39,37,38,0.657762219666475,0.867844794467922,-0.111323256666665
"P12081",-23.1811472953,-21.0113939549,-21.2578690151,-21.7725892615,-21.4091023562,-20.3145390914,14,11,18,12,16,17,0.275673375503163,0.631130063965885,-0.651393185400003
"P12235",NA,-23.1223089105,-22.9897983738,-23.7294933127,NA,-23.9250133096,12,17,19,14,17,20,0.0267449683726279,0.176829268292683,0.771199669000005
"P12236",-21.5829510392,-21.8359170875,-22.8190418413,-21.7039671206,-22.6061131094,-21.9039574444,18,20,24,19,22,22,0.963684445083381,0.969811320754717,-0.00795743120000125
"P12268",-18.9449353385,-19.3182499229,-19.0104136082,-18.9870584638,-18.7775085177,-18.8563327135,42,35,46,38,47,44,0.43453493387004,0.761609907120743,-0.217566391533335
"P12270",-20.769147728,-20.5798855947,-20.6224027148,-20.6205900831,-20.5441599523,-20.8627694687,53,58,67,66,69,68,0.924298734905118,0.961319340329835,0.018694488866668
"P12277",-17.6192755526,-17.6548285394,-17.665867025,-17.5731271531,-17.4958830921,-17.3799087485,53,61,74,70,73,78,0.499816417481311,0.798212605832549,-0.163684041100002
"P12318",NA,-23.0579046755,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"P12385",-21.9038211937,-21.8568704066,-22.4668172559,-23.3633845124,-21.8283409125,-24.061376569,8,12,8,4,7,8,0.0883080793559517,0.369942196531792,1.0085310459
"P12429",NA,NA,NA,-23.5559122025,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
"P12532",NA,-23.9620989433,NA,NA,-23.5348265512,NA,0,3,1,1,2,0,NA,NA,NA
"P12611",NA,-23.6075173686,NA,-24.1482059972,NA,NA,1,1,1,2,1,1,NA,NA,NA
"P12612",-21.0769755865,-21.3737663879,-21.9497535625,-23.159835486,-22.7691227225,-23.7116738356,12,8,12,6,7,7,0.00488499137435308,0.0642201834862385,1.74671216906667
"P12688",-22.2212742213,-22.5444379362,-22.3248044007,-24.557324879,-24.2631396802,-24.595262705,8,8,12,5,4,3,0.000416043703277746,0,2.10840356866667
"P12695",-21.3951763833,-21.0626412784,-21.8234753019,-21.91049386,-22.363338891,-23.8502252425,10,10,9,5,9,5,0.0362830649798735,0.215,1.28092167663333
"P12709",-18.3748626912,-18.3322660968,-18.5120525268,-18.6773355308,-18.6332924726,-19.2196524748,67,58,60,43,42,36,0.181590281771133,0.516453382084095,0.437033054466667
"P12754",NA,NA,-24.3582021064,NA,NA,NA,2,1,3,NA,1,NA,NA,NA,NA
"P12758",NA,NA,NA,-21.0014329855,-21.2647152094,-20.5209218081,NA,1,NA,3,5,5,NA,NA,NA
"P12814",-21.0571384386,-20.8706157432,-20.9745231675,-21.0477322868,-20.8084526397,-20.8514128233,56,48,59,57,56,60,0.783554054054054,0.915087956698241,-0.0648931998333317
"P12829",-20.3327642647,-19.539344769,-19.5878191619,-19.3380017568,-19.2992292964,-19.4609952861,13,14,13,17,16,13,0.199785077630822,0.530120481927711,-0.453900618766664
"P12904",NA,NA,-22.9466875129,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA
"P12945",-23.0303071725,-22.6736241878,-23.0012345708,-24.465085574,-24.3424991803,-23.8263680794,8,11,8,5,3,4,0.00710149511213341,0.099236641221374,1.3095956342
"P12955",-23.1047938356,-23.3087655203,-23.4167038219,NA,-23.781727173,-23.3681532121,2,1,1,1,1,2,0.339368315123634,0.697139303482587,0.298185799950001
"P12956",-19.1366748048,-19.49041689,-19.1050090815,-19.243909264,-19.240557694,-19.1032519384,35,41,42,46,43,52,0.841808798159862,0.940127388535032,-0.0481272932999985
"P12962",-20.4521001444,-20.7575592999,-20.8062671424,-22.3684462452,-21.9713345764,-22.4465719178,2,2,2,1,3,1,0.0027774583093732,0.0454545454545455,1.5901420509
"P13010",-19.6692417174,-19.4302364156,-19.4463771186,-19.477313,-19.5050534317,-19.1669021567,36,40,44,44,39,50,0.623197096032202,0.861723446893788,-0.132195554399999
"P13024",NA,NA,NA,NA,NA,-23.8321633988,NA,NA,NA,NA,NA,2,NA,NA,NA
"P13029",NA,NA,NA,-23.112709562,-24.1251355523,-21.4776032213,1,1,NA,6,8,11,NA,NA,NA
"P13073",-20.1341117213,-20.3223921982,-20.8277535751,-20.1531491564,-19.6625196326,-20.5664071385,8,7,9,12,12,12,0.415642323174238,0.752150537634409,-0.300727189033335
"P13188",-21.6552252769,-22.3782136414,-21.3147344794,-24.354624931,-23.7766298219,-23.8919786714,16,20,24,5,12,9,0.00149956871765382,0.0212765957446809,2.22502000886667
"P13298",-22.3577841038,-21.4880553603,-20.7257525957,-22.6028269114,-22.6353524508,-23.2148118134,3,3,5,3,4,2,0.0251712190914319,0.172955974842767,1.29379970526666
"P13473",NA,-22.9241508252,-22.4317668012,-21.7673958529,-23.7712253789,-22.3940112,4,4,6,6,5,5,0.932220960322024,0.962179868969625,-0.0337480025999994
"P13489",-18.8912560373,-19.3843789047,-19.7564241522,-18.9039815814,-18.8672984949,-19.4871685723,19,22,18,27,27,21,0.473404686601495,0.783162016642193,-0.257870148533332
"P13517",-20.9621749828,-21.4153151934,-22.0629335278,-21.6560827725,NA,-22.1902165663,6,5,4,4,2,2,0.307236342725704,0.665565102445473,0.443008434733329
"P13586",-23.8565794309,-25.1482170658,-24.6514811443,NA,NA,NA,4,5,4,1,2,2,NA,NA,NA
"P13639",-18.0894234773,-18.146407926,-17.8476854101,-18.0920193525,-17.8009740346,-17.8283326183,141,153,167,154,172,189,0.649379815986199,0.865712074303406,-0.120730269333333
"P13663",-19.8152230804,-20.0589321326,-19.9871089763,-20.9545379918,-19.9351699262,-20.421356377,18,15,19,10,13,13,0.196801466359977,0.529155787641427,0.4832667019
"P13667",-19.4784683645,-19.8036525837,-19.8423917664,-19.5715781673,-20.2327915443,-19.5693396612,31,30,30,40,29,36,0.781393617021277,0.914314858891534,0.0830655527333342
"P13674",-22.3187071137,-22.8271156625,-22.2484105716,-22.3928443355,-22.4517500481,-22.3764137533,4,4,5,4,3,5,0.828518545140886,0.9322528363047,-0.0577417369666691
"P13693",-20.0707331963,-19.6037973607,-19.8939392355,-19.2816438019,-19.7426553146,-19.6737091091,12,13,15,15,16,19,0.353762650948821,0.704957678355502,-0.290153855633335
"P13796",-19.2827806982,-19.2367319741,-19.4352193616,-19.1728893965,-18.9322121639,-19.2527611825,42,46,45,50,52,51,0.460359545715929,0.773134328358209,-0.198956430333332
"P13798",-21.3314812963,-21.0481113711,-22.1925527018,-21.5079014835,-21.5235005941,-21.3074051941,10,13,7,14,7,12,0.816330218516389,0.927021696252465,-0.077779365833333
"P13804",-19.3272114568,-19.491949895,-19.4976490241,-19.5561779454,-19.8164006879,-19.5038805975,17,14,18,18,19,19,0.484678550891317,0.790206433029285,0.186549618299999
"P13807",NA,NA,NA,-22.6057227409,-24.0678853325,-24.3343854296,NA,2,0,3,1,2,NA,NA,NA
"P13861",-21.3496282722,-21.6697440137,-21.7290658295,-21.9539343898,-22.0087442912,-21.647152186,7,11,4,7,6,6,0.335582087406555,0.690431519699812,0.287130917199999
"P13984",-23.2006848653,-22.8048597155,-22.197419054,-21.5469359754,NA,-22.939326478,3,3,7,5,2,8,0.338244680851064,0.694894146948941,-0.4911899849
"P13987",NA,-22.3675702077,-22.302167869,NA,NA,-22.2530302514,3,1,3,5,2,4,NA,NA,NA
"P13995",-23.0784204884,-21.0418367875,-22.4861750865,-21.521839403,-20.5083673875,-22.846437269,2,3,3,6,7,6,0.360900086256469,0.711309523809524,-0.576596100966665
"P14020",-19.987202606,-20.4107923209,-20.8868331807,-21.2987830556,NA,-21.4242651165,11,10,10,8,7,8,0.0391082518688902,0.234597156398104,0.933248050183334
"P14065",-21.5512116418,-21.6807962352,-21.2780479032,-22.754266504,-21.7095782091,-21.9584310847,6,7,6,3,3,4,0.119178838412881,0.431466030989273,0.637406672533331
"P14120",-19.2829715824,-19.7888771499,-20.0534698186,-20.1874141687,-20.1248336143,-20.1806863845,8,9,7,5,7,6,0.181993818286371,0.516453382084095,0.455871872199999
"P14126",-18.4429067903,-18.4289617559,-18.7291782043,-19.402146559,-18.9082353434,-19.2235121653,46,44,47,35,38,35,0.0628294997124784,0.307692307692308,0.644282439066668
"P14164",-23.3216212973,-24.815600006,-23.7804356481,NA,-25.0009434239,-24.7196433774,4,3,2,NA,2,2,0.096681282346176,0.390896921017403,0.887741083516669
"P14174",NA,NA,NA,-20.6902453023,NA,-21.5614676702,2,2,1,3,2,3,NA,NA,NA
"P14306",-20.545207691,-21.27592182,-20.4779291897,-21.5022601356,-22.2843526893,-22.1997513885,8,6,5,3,3,4,0.0164712478435883,0.144,1.22910183756667
"P14314",-20.790853989,-20.6971737688,-21.0287158394,-20.3834020392,-20.4063815859,-20.1880993243,15,18,17,24,20,22,0.0951551178838413,0.39047619047619,-0.512953549266665
"P14317",-22.8107447016,-22.355577921,-21.5793515425,NA,-23.7667746431,-22.0347320369,7,4,8,6,5,8,0.268635710178263,0.622641509433962,0.65219528496667
"P14324",-21.7970778793,-20.7136353373,-21.4060757118,-20.9061444526,-21.0023672008,-21.2583214238,6,7,9,6,8,12,0.491426538240368,0.795031055900621,-0.249985283733338
"P14373",NA,NA,NA,-24.3018905979,NA,-23.6392335688,5,1,5,4,NA,3,NA,NA,NA
"P14406",-19.9776846706,NA,NA,-20.9975911597,NA,NA,2,1,NA,2,1,NA,NA,NA,NA
"P14540",-16.4067379553,-16.2961178235,-16.5215294124,-16.9335153565,-16.7587159307,-16.9211505916,87,100,101,67,72,71,0.107737924094307,0.411543287327478,0.462998895866669
"P14550",-20.3537116793,-21.5996105112,-20.4913730831,-20.7999272632,-20.6979443855,-20.5908110002,13,9,11,11,12,12,0.746509344450834,0.904210526315789,-0.118670874900001
"P14618",-18.0102597491,-17.9023471419,-17.9232726572,-17.5753455929,-17.5472412359,-17.6501272852,75,79,82,77,77,91,0.168297009775733,0.496644295302013,-0.354388478066667
"P14625",-19.221606399,-19.4364774097,-19.4310878183,-19.2613871658,-19.3067261271,-19.4143666093,55,41,50,49,49,55,0.869060235767683,0.940738442444927,-0.035563908266667
"P14635",NA,NA,NA,-23.1417942054,NA,-22.4417893035,1,NA,3,3,1,4,NA,NA,NA
"P14678",NA,-18.6243271267,-18.59475099,NA,-18.1614184953,-18.4091331228,17,20,23,30,27,26,0.2557988786659,0.612807148175726,-0.324263249300003
"P14735",-22.8114196851,-23.5488127037,-23.110309686,-24.0322150735,-23.2889703885,-23.6896046603,10,12,9,9,10,14,0.174211903392754,0.505649717514124,0.513416015833332
"P14742",-21.738939904,-21.9742110131,-21.3081431321,-22.5473693835,-23.4246588447,-21.769254638,15,16,16,15,13,15,0.0763668775158137,0.338582677165354,0.906662939000004
"P14743",-22.6191425939,NA,NA,-24.2144978447,NA,-24.1705891804,3,1,NA,2,NA,1,NA,NA,NA
"P14747",-24.8022103358,NA,-23.3289771318,-23.6464680829,-23.7971989082,-25.180112778,5,6,6,2,4,3,0.789474410580794,0.915459750757831,0.142332855900001
"P14832",-17.2911358691,-17.3653825447,-17.6344361733,-17.958866914,-17.9460453857,-18.245692503,40,42,42,29,25,30,0.0613752156411731,0.301785714285714,0.6198834052
"P14843",-22.1661276574,NA,NA,-22.7416422281,-22.7430327256,NA,6,2,2,2,4,3,NA,NA,NA
"P14854",-18.9775117429,-18.9898172479,-18.6583660246,-17.9331960408,-18.9648063259,-19.228177229,10,7,8,9,9,10,0.66257259919494,0.868089973313,-0.1665051399
"P14859",-25.1886467641,NA,-24.7568986702,-24.7658670258,-24.4269826976,-23.8935983147,3,2,3,3,2,4,0.141738499137435,0.46096256684492,-0.610623371116667
"P14866",-18.2860090162,-18.284047496,-18.3217460329,-18.2167412949,-17.9657346876,-18.0601144229,49,52,60,54,57,63,0.396893904542841,0.741629464285714,-0.216404046566666
"P14868",-18.7941907814,-19.1096965094,-18.97122982,-19.2081873422,-18.9523420652,-18.9997038117,37,43,49,42,37,52,0.708993818286371,0.88205499276411,0.0950387027666686
"P14904",-22.829276342,-23.7137492716,-23.8272566885,NA,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA
"P14906",-23.0321542521,-22.7258157089,-21.8555585432,-23.3960318857,-23.3417020128,-23.272448374,6,9,10,3,5,8,0.0663530764807361,0.32088285229202,0.798884589433335
"P14907",-22.6125643423,-23.4453008449,-23.0727662673,NA,NA,NA,9,6,4,1,1,2,NA,NA,NA
"P14922",-23.649978045,-22.6718541029,-23.3579540277,NA,NA,NA,4,6,2,NA,NA,NA,NA,NA,NA
"P14927",-19.7335694654,-19.3148755575,-20.1720691884,-20.2691864279,-19.1912978257,-19.2152671645,10,9,10,10,9,11,0.644690483036228,0.864433190494741,-0.181587597733333
"P15019",-19.8588305708,-19.3229737666,-19.246048443,-19.4107518086,-19.9317569039,-19.8997035317,25,29,31,25,23,20,0.418010063254744,0.752676659528908,0.2714531546
"P15104",-21.201522703,-20.7994634049,-21.8486816885,-20.9943569072,-21.2923235018,-20.7837184683,5,6,5,7,4,8,0.479134847613571,0.784503631961259,-0.259756306366665
"P15108",-20.7001021407,-20.8254047509,-20.8365554997,-21.1374345015,-21.1706864183,-22.0100481592,69,78,69,57,48,90,0.0951847326049454,0.39047619047619,0.652035562566667
"P15153",-22.4501725899,-21.5144555791,-22.062713213,-21.6875656821,-22.1357782959,-22.2876141015,4,5,4,5,5,5,0.918677257044278,0.960878724044538,0.0278722324999983
"P15170",-20.5658279532,-20.7826135072,-20.3033606653,-20.8192728938,-20.186246405,-20.2546962052,22,27,30,27,29,37,0.673894767107533,0.870086110071134,-0.130528873900001
"P15180",-20.5533495121,-20.0980062577,-20.6165134948,-21.6823362803,-22.4136150497,-21.8891213983,19,19,26,15,19,18,0.00474496837262795,0.0642201834862385,1.57240115456667
"P15254",NA,NA,NA,-24.6606530103,-24.6377603893,-23.1723880355,NA,NA,NA,4,3,8,NA,NA,NA
"P15274",-22.8464042162,-22.7611131248,-23.2625438892,NA,-24.2616896743,-24.8814251595,11,6,6,3,3,4,0.00482978723404255,0.0642201834862385,1.61487034016666
"P15288",NA,NA,NA,-20.7095036897,-21.0951620903,-21.3703767138,NA,NA,NA,13,11,8,NA,NA,NA
"P15303",-21.7201767996,-20.8328668544,-21.5050326261,-22.162457746,-22.2813408137,-23.0571385435,13,20,14,13,10,10,0.0241342725704428,0.172523961661342,1.14762027436667
"P15311",-20.5162067065,-20.3719001493,-21.2948907777,-21.5769737095,-20.6584528535,-20.5237438385,20,21,24,24,25,25,0.629082231167338,0.863582908663269,0.192057589333331
"P15367",-21.8556815136,NA,-22.2333870993,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"P15374",-19.917259555,-19.6305327197,-19.7761803223,-19.9847779058,-19.1822746204,-19.7796257208,8,7,9,11,8,8,0.688020126509488,0.876763177431329,-0.125764783333331
"P15424",-24.5949027258,NA,NA,NA,NA,NA,3,5,3,NA,NA,NA,NA,NA,NA
"P15454",-19.8974148093,-19.2421623481,-20.3934168193,-21.5095030188,-20.319759558,-20.0736266544,7,10,7,7,7,5,0.124571736630247,0.439585730724971,0.789965084833334
"P15496",-22.2511081508,-22.0722589619,-22.4386877649,-23.4251016265,-22.8171529391,NA,4,3,5,1,1,1,0.0366870327774583,0.215346534653465,0.867108990266665
"P15531",-18.5772685091,-18.3697041287,-18.5644715676,-18.0471597071,-18.7351385963,-18.4046814266,39,30,31,33,31,30,0.71064591719379,0.882671480144404,-0.108154825133333
"P15559",-21.8398809612,-21.6134513545,-21.9250685397,NA,-22.7891784921,-22.1499056239,7,6,7,4,6,5,0.0787511500862565,0.349922239502333,0.67674177286667
"P15565",NA,NA,-23.847623702,NA,NA,NA,1,6,4,NA,1,1,NA,NA,NA
"P15624",-20.2828965621,-20.4196361677,-20.3655653496,-20.8553946159,-20.9653814861,-21.0806585436,20,21,20,12,15,14,0.0459746981023577,0.259713701431493,0.611112188733333
"P15625",-20.605674004,-21.5108012623,-21.5192546793,-21.9114764147,-22.6083145216,-22.1240885146,15,8,13,7,7,8,0.0344499712478436,0.20671834625323,1.00271650176667
"P15639",-23.2653206426,NA,-23.2001260699,-20.922675042,-20.8940956633,-21.4147319457,2,2,3,10,10,11,0.000622196664749856,0,-2.15555580591666
"P15640",NA,NA,NA,-21.5343733272,-21.5960381506,-23.5450553346,NA,0,NA,5,8,4,NA,NA,NA
"P15646",-20.5493190289,-20.4796534569,-20.6675938388,-21.1748512209,-21.8996019305,-21.5744612475,12,12,11,6,6,5,0.0193389879240943,0.148550724637681,0.984116024766667
"P15703",-22.0584180662,-20.9930874497,-21.5264206252,-23.2789164159,-22.0030056854,NA,3,4,5,3,4,1,0.0557784646348476,0.283302063789869,1.11498567028333
"P15705",-19.9823588173,-19.5465684235,-19.8711324845,-20.361891835,-20.3801519816,-20.1134083041,25,29,30,14,17,20,0.128459315698677,0.445714285714286,0.48513079846667
"P15731",NA,NA,NA,-22.1594605659,NA,NA,2,2,2,1,1,1,NA,NA,NA
"P15790",-23.7574432378,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA
"P15873",-21.2130144419,-22.3328290279,-21.3074905345,-21.4233535964,-21.10081879,-21.9851317721,13,8,9,8,8,4,0.764365152386429,0.904712762297902,-0.114676615266667
"P15880",-18.6489618039,-18.7715550404,-18.7685773838,-18.8183345586,-18.5191779575,-18.5220949364,33,34,33,37,37,41,0.665829212190914,0.86885865457294,-0.109828925200002
"P15891",-20.1508012081,-20.0970759837,-20.2616617207,-20.7817258692,-21.516091928,-21.0133297402,20,24,21,15,21,14,0.0241046578493387,0.172523961661342,0.933869541633332
"P15923",NA,NA,-24.8644955779,NA,NA,-21.9880208431,NA,1,2,2,3,4,NA,NA,NA
"P15927",-21.0434982235,-20.2448438438,-19.6795979754,-20.9045466909,-20.8665203511,-20.5005713919,10,12,12,9,10,8,0.295847326049454,0.657394843962008,0.4345661304
"P15976",-22.4412707332,-21.631499976,-21.8464926747,-21.8626525349,-22.2947886988,-22.3387629777,5,3,3,6,4,5,0.570265669925244,0.8348271446863,0.192313609166668
"P15992",-17.6565888031,-17.5474928269,-18.324655494,-18.2116519236,-18.0654955202,-18.4497441323,31,29,24,19,24,20,0.254172944220817,0.608208955223881,0.399384817366666
"P16083",-21.1008132804,-23.121017236,-20.7253262331,-21.1738034267,-21.5361820569,-21.0085648006,6,6,4,8,6,7,0.459470241518114,0.772681954137587,-0.409535488433331
"P16120",-19.9537921313,-20.0667893076,-19.7852088101,-20.6499518446,-21.0186066194,-20.5794915389,23,23,23,13,16,16,0.0276095457159287,0.189189189189189,0.814086584633337
"P16140",-19.2283083411,-18.8549372844,-19.0522128322,-19.7018409172,-19.3178534905,-19.6522559289,34,33,35,26,28,29,0.113923375503163,0.418491484184915,0.512163959633334
"P16150",-21.8240638979,-21.6673353298,-23.5627026655,-21.9373372245,-21.7261544018,-23.4866349743,7,7,2,6,7,4,0.935668631397355,0.962919015129042,0.0320082357999993
"P16152",-21.6380678467,-21.0321281285,-20.5992734524,-21.2867003682,-21.3582515419,-20.9271983777,4,9,9,5,6,6,0.764681426106958,0.904712762297902,0.100893620066667
"P16157",-20.9653697776,-20.9888470107,-20.7953293533,-20.3811319973,-20.4619627973,-20.4297557424,45,45,53,56,56,55,0.0820405405405405,0.358547655068079,-0.492231868200001
"P16220",NA,NA,NA,-23.1991783058,NA,NA,1,2,1,2,2,1,NA,NA,NA
"P16278",-22.2270263865,-21.8509570399,-22.372488667,-22.0350721672,-22.5377931248,-23.0890840748,6,6,7,8,5,6,0.291351351351351,0.652322404371585,0.4038257578
"P16387",-20.431168571,-20.7619402972,-20.5205313726,-22.0344349108,-21.1565212086,-21.1627369856,22,21,20,10,8,8,0.0423990799309948,0.248306997742664,0.8800176214
"P16451",-23.1825653643,-22.2955777564,-23.5620113394,NA,NA,-23.6698038918,4,5,5,NA,NA,3,NA,NA,NA
"P16474",-20.2282423778,-20.3846100696,-20.5345359793,-20.0332927907,-20.576531947,-20.8078325634,33,27,34,31,23,25,0.765900948821162,0.904712762297902,0.0900896247999974
"P16521",-19.4633199383,-19.2840940441,-19.5877581078,-19.8635221957,-20.0327337836,-20.3020940509,71,83,73,56,53,49,0.0638950546290972,0.310225303292894,0.621059313333333
"P16547",-22.1949944607,-21.4326477351,-21.0610799168,-23.2556415169,-21.6745948578,-21.9760048969,7,9,10,5,7,5,0.153385997699827,0.473684210526316,0.739173052999998
"P16550",-20.4975961599,-20.619424441,-20.6012963763,-20.3300956683,-21.0216501184,-20.7688994439,7,8,8,8,7,6,0.651302760207015,0.865815931941222,0.134109417800001
"P16603",-20.4539313196,-20.115990044,-20.9196367877,-23.151187272,-23.308065661,-22.3394963162,17,21,20,7,9,12,0.00100675675675676,0,2.43639703263333
"P16615",-24.9514723033,-23.5952622831,-24.0213299716,-24.7413613763,NA,-23.2570847719,4,5,8,5,4,9,0.712620471535365,0.88328530259366,-0.190131778566666
"P16622",NA,-22.7758325365,-22.8650687153,NA,NA,-23.2683729443,1,1,2,NA,NA,1,NA,NA,NA
"P16649",-21.4368080267,-21.3548339398,-21.6357512609,-22.5104761805,-22.7447338618,-22.4811511342,14,16,16,11,7,8,0.00753018976423232,0.101449275362319,1.10298931636667
"P16659",-23.1995334632,-24.4566964708,NA,-20.9569058396,-21.371931749,-20.4564951452,3,1,1,15,12,18,0.00118315123634273,0.0212765957446809,-2.8996707224
"P16861",-19.6024721672,-19.4259082179,-19.519623629,-20.7457638645,-20.0778626599,-20.0360742757,49,48,49,31,32,37,0.0481529614721104,0.259713701431493,0.770565595333331
"P16862",-20.4763323698,-20.3823596019,-20.0132975221,-21.4441995561,-21.2347191842,-21.3530170256,38,39,43,18,24,21,0.0114711040828062,0.125628140703518,1.05331542403333
"P16930",-21.2883445964,-20.9189544986,-20.9374284224,-20.9299524494,-20.9664152426,-21.3168354684,9,16,14,12,12,10,0.91819134560092,0.960878724044538,0.0228252143333343
"P16949",-18.899003627,-19.5136443892,-19.1810054061,-18.9754342027,-18.9586742464,-19.0957592527,15,12,15,14,14,14,0.526583525014376,0.81781557743957,-0.187928573499999
"P16965",-20.427855323,-20.6314410343,-20.0154221081,NA,-20.9272008146,NA,3,2,3,NA,2,NA,NA,NA,NA
"P16989",-20.8677179235,-21.0932700134,-20.8085766707,-21.198944754,-21.4252036722,-21.0686620581,14,14,12,13,15,11,0.286972254169063,0.647139903514817,0.307748625566667
"P17028",-22.9538883132,NA,NA,-22.8075605386,NA,-22.7781077621,2,1,NA,4,1,3,NA,NA,NA
"P17076",-22.3161882124,NA,-22.480056089,-22.5907756954,NA,-22.9221736337,3,24,1,1,1,3,0.251894479585969,0.601498127340824,0.358352513850001
"P17096",-18.8117894128,-18.0888960653,-18.9431796753,-18.9077145832,-18.3688651281,-18.5111758893,7,11,7,8,9,9,0.937796147211041,0.963830418025497,-0.0187031842666663
"P17106",-21.5136709778,-21.5894905349,-21.5697920013,-23.8396039308,-22.0950205936,-22.0840144767,4,5,6,3,2,2,0.0505428407130535,0.266129032258065,1.1152284957
"P17152",-22.3494360192,-22.3039829589,-22.0622583976,-22.7505001696,NA,-22.4552887404,2,1,1,1,1,1,0.23012147786084,0.566587864460205,0.364335329766664
"P17169",NA,NA,NA,-23.1083245414,-22.2991119476,-24.0873654558,NA,NA,NA,2,2,2,NA,NA,NA
"P17174",-19.7364899419,-20.0299951503,-19.9084686564,-19.7094562409,-19.3806428099,-19.3721296841,15,14,19,12,17,19,0.178818861414606,0.508333333333333,-0.404241671233333
"P17252",NA,-25.1565287256,NA,NA,NA,NA,8,8,8,7,8,11,NA,NA,NA
"P17255",-19.6883015918,-19.712554529,-19.9565261572,-20.7663611282,-20.780485227,-20.9824286118,69,70,69,47,42,43,0.00858481886141461,0.12258064516129,1.057297563
"P17423",-21.1540499923,-21.2275683813,-22.5702538291,-23.2647163801,-22.4608858456,-22.6415072266,5,8,4,3,4,6,0.038879959746981,0.231503579952267,1.13841241653333
