"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
NA,NA,NA,NA,NA,NA,NA,20.590849617013,20.6611435835809,0.131647702261911,0.339093987676549,0.627098131379406
NA,NA,NA,NA,NA,NA,NA,19.9493725436423,18.7740276105282,-0.613353258902688,0.151882002107704,0.327934323460817
"Q93008",9,8,9,7,5,8,20.2232791059432,20.1107643500306,8.40984306842913e-21,0.999999999893217,1
"P19262",5,4,7,4,2,3,21.0594067293173,20.1970077582445,-0.685408052735575,2.0241653788258e-05,0.00014113005111549
"Q9NWV4",4,4,5,3,4,3,22.2272947678144,22.3722075856693,0.19984697576714,0.442460984679247,0.779215574620309
"P20604",NA,3,NA,NA,NA,NA,18.8076777877293,18.0258953557221,-0.160244118403296,0.498189480011127,0.860138722767002
"Q99661",16,18,16,18,17,17,21.3524956676273,21.3292581753933,0.113051075673259,0.0181750511530283,0.0563950146888203
"P30084",8,10,9,8,8,8,21.7729146860691,21.9398740311203,0.0718011945772289,0.392434494821848,0.709396984680984
"P38646",31,31,33,37,37,33,23.3453450910036,23.2902111919157,0.0944837466703917,0.00929977252127744,0.0314440739060233
"P0CS90",17,20,16,9,13,16,23.3436163421593,22.4295949199142,-0.748248554174687,3.9837740596208e-17,1.60506560967012e-15
"Q9UBU9",10,10,13,9,10,14,20.3969025975611,20.1935481231011,-2.23775142924344e-20,0.99999999984686,1
NA,NA,NA,NA,NA,NA,NA,19.0142177372214,18.6063499762433,-0.260916167968241,0.298650215405973,0.567413908175927
"O95140",3,5,4,4,NA,5,19.9057946065272,20.0516233008505,1.52155007785029e-19,0.999999999474799,1
"P36114",9,7,11,3,5,6,21.3047362635205,20.1627906260331,-0.854724054190868,4.56627847239838e-11,8.76393373720677e-10
"P0C0T4,Q3E792",NA,1,2,NA,3,3,25.6448863327767,24.2582800320737,-1.27979607543544,0.000122016590642357,0.000717153190880134
"Q8N1F7",26,20,21,23,18,26,21.8675869835557,21.7973307037453,0.0578852159203294,0.181609599834764,0.379618007100152
"Q92621",20,28,29,26,27,31,21.1600908091928,21.1173244929994,0.0562114670880343,0.223423376263926,0.447694980987471
"Cont_P05783,P05783",14,13,13,14,11,15,22.0354762095662,21.9548751053408,0.0821642482729173,0.258132534401824,0.50162868798705
"Cont_Q9N2I2",NA,NA,1,1,1,2,20.2962990962856,20.2652209714272,0.0974644994187602,0.306194689230523,0.577475218236651
NA,NA,NA,NA,NA,NA,NA,20.6170606683259,20.5442217755806,2.27855984276194e-17,0.999999991281731,1
"Q05359",NA,2,NA,NA,NA,NA,22.4186639527265,21.4135323782053,-0.722413238170146,0.00348798536662536,0.0135165835279359
"Q9NYP9",3,3,3,3,2,3,20.875254073733,20.7254084950583,-8.25640071414554e-20,0.999999999454229,1
"Q8N7H5",11,10,9,11,10,10,20.8189285910365,20.7095792525887,0.193144641449571,0.0621130791156344,0.156185246104011
"P52630",NA,NA,NA,3,2,3,19.7394271632639,19.6890714680078,6.4385989948175e-20,0.999999999671151,1
"P54578",24,21,20,24,22,25,21.4096692823892,21.4582905536868,0.135380085201681,0.00367197455243966,0.0140745691269256
"P04792",14,14,14,14,14,16,22.522338538841,22.5341253064732,0.174111567442655,0.0865402984168062,0.205377560721179
"P62917",6,7,6,8,6,6,22.0201860515274,21.8633533109438,6.00673455524603e-20,0.99999999951991,1
"P32449",7,7,8,5,NA,6,21.5024388896126,20.5037834742474,-0.818751524312815,4.49388112948258e-06,3.59374312142561e-05
"O75940",4,3,3,5,6,3,21.4493843934744,21.3780356116444,6.18209596630525e-20,0.999999999543835,1
"O60216",12,11,10,11,11,9,20.7386713966568,20.6634296914899,1.80275139570134e-17,0.999999987692555,1
"Q9Y2W2",9,10,10,11,10,11,21.4291408498213,21.3341777456574,3.49056524615831e-20,0.999999999558476,1
"Q00764",12,12,11,6,9,7,21.7353317416037,20.6089792154508,-0.916230663982947,5.82315894437489e-07,5.61876287173869e-06
"P26038",21,20,19,19,22,25,22.0807703416434,22.0141281349755,0.0700351392714105,0.133757723240784,0.296129724523849
"P33331",4,6,9,3,4,5,21.0642781426877,20.1581477919589,-0.799630440599411,3.050552219933e-07,3.06682183177264e-06
"Q01780",13,14,10,16,12,14,20.4673771602017,20.3820868150155,2.63411842227447e-16,0.999999968138231,1
"P47160",7,5,5,3,3,3,21.0142819473764,20.0969496906414,-0.770154944359251,6.05209016962329e-05,0.000378022862902624
"P25786",12,13,12,12,11,13,21.8812892621364,21.8048757225966,3.21055099114179e-20,0.999999999706838,1
"Q8IZ73",5,4,8,5,7,5,20.3770774397424,20.4165809055166,0.143039047608769,0.0344135503478099,0.0956979550767865
"Q9BUQ8",14,17,19,20,15,16,21.5593513165211,21.3833804423721,5.34853395345991e-20,0.999999999354008,1
"P07251",9,11,13,8,13,9,23.3354621873434,22.222445039592,-0.836104026931012,7.66834930601251e-13,1.85658475399697e-11
"Cont_Q3SX14",2,3,2,5,4,3,20.3224933790924,20.1781580768934,-4.48751876536642e-18,0.999999997927795,1
"Q9NRR5",4,3,NA,6,5,4,20.4307458948382,20.2971497823269,4.47116046185194e-20,0.999999999625787,1
"Q13951",2,2,3,3,3,3,21.5846738411466,21.4941699291542,1.24343794183224e-17,0.999999995634663,1
"O14828",6,4,5,5,4,3,21.0966693866121,21.1975507436209,0.0339226808768838,0.600806842902769,1
NA,NA,NA,NA,NA,NA,NA,19.1081561243209,19.1890336349912,0.0971616624059461,0.599853896973472,1
"P14314",11,14,11,15,18,15,21.5661575359143,21.4167795032511,1.13222247649304e-16,0.999999972419795,1
"O76031",9,9,8,9,10,9,21.3127426017333,21.3771580208519,0.161709076728354,0.191615931386773,0.39583126648117
"Q6ZSJ8",NA,NA,NA,NA,2,NA,21.113765164739,20.7802979617583,-2.47645742631683e-17,0.99999999547984,1
"Q15942",11,10,9,11,9,12,21.30060057259,21.3183163369131,0.0281234152013938,0.49312083018659,0.854462160776369
"P27248",2,NA,NA,5,4,6,19.9219939459382,21.6637059605329,2.00856271292151,4.51756010904915e-09,6.09812845410778e-08
NA,NA,NA,NA,NA,NA,NA,25.1511926435797,23.9744336874489,-1.02018308022089,2.52015770832498e-06,2.11133212453004e-05
"Q9UHX1",12,15,17,20,14,18,22.5601683548883,22.6094909268405,0.22477713629712,7.79195373925783e-07,7.30478362980512e-06
"P0A910",NA,NA,NA,4,4,4,18.2589856189767,19.8825873929136,1.70130010624374,2.9700130404589e-06,2.4608679478088e-05
"P51809",5,6,5,5,5,6,20.9406995985549,20.8667209310133,1.28295444083003e-10,0.99997488439512,1
"P49773",4,5,6,5,5,5,21.5817418421886,21.5444704944364,2.27394713058714e-09,0.999859813177266,1
"Q5JTZ9",6,8,4,3,7,6,20.1049744020157,20.279783716873,0.252558183391463,0.0151289129563002,0.0480736921031621
NA,NA,NA,NA,NA,NA,NA,19.1959569226879,18.7430430714975,-0.266454354865596,0.105383517112175,0.242400210835587
"Q9Y6K9",2,NA,NA,3,NA,NA,19.9939230636275,20.0372645485794,5.04523794571846e-20,0.99999999977582,1
"Q14789",5,NA,NA,NA,NA,NA,18.1842126751538,17.7890481313826,-1.81062328960294e-19,0.999999999494485,1
"P40363",5,NA,6,2,NA,NA,20.8963592300459,19.8548781519178,-0.807130018290663,2.14769047369189e-05,0.000148759977954669
"P32527",8,8,9,5,3,5,22.3872175727566,21.4945904265173,-0.693825606373223,3.22208652200845e-05,0.000214183534800511
"P0AFG8",NA,NA,NA,12,13,13,18.5609463956737,19.6811385732169,1.67704146583893,2.58000497623419e-06,2.15463073806393e-05
"Q13423",13,13,16,17,17,14,20.6293456212934,20.579883205739,0.154730743012299,0.123230390737569,0.276248710079972
"P16140",21,22,21,21,22,19,23.3235612490667,22.2761946292678,-0.843700471435267,7.12560306574686e-32,1.21319138648426e-29
"P36543",3,NA,NA,3,NA,4,21.3516742944125,21.2507076547318,9.16022691757541e-20,0.999999999527435,1
"Q86UX7",21,21,19,23,23,22,22.3890280821896,22.4522648246408,0.177465009076665,0.00092328191279063,0.00416147048309901
"Q00688",5,7,5,6,5,7,22.1004582857004,22.0397606722515,8.20759924170417e-20,0.999999999440224,1
"P13639",49,58,56,52,54,66,23.2501405864172,23.22526617923,0.110682623031412,0.00390422445067495,0.0148510734054797
"P0AGD1",NA,NA,NA,2,NA,NA,18.1769820289478,19.6059241693639,1.3612317566481,0.000454377391110874,0.00226459288978583
"P00830",10,13,14,13,12,14,22.4583162733295,21.4729165044927,-0.860111108404145,3.77212109989655e-17,1.531481166558e-15
"P00505",9,9,9,8,9,9,22.0413150646412,21.9847333208186,0.203741946856145,0.0912749450342001,0.214492056941455
"P12081",7,7,9,5,7,8,22.0775201843508,22.014459440093,9.8044278829366e-20,0.99999999925337,1
"P02549",39,46,43,46,47,48,20.419759291038,20.3421210745755,0.0720328358272533,0.0459989494813732,0.122001233850597
"O75081",6,4,4,6,7,5,20.4817179770259,20.2926134366353,1.12396495566619e-19,0.999999999288011,1
"Q7L5N1",2,4,5,4,5,4,20.7266005495968,20.7833296114218,0.0836814451192939,0.323033416001132,0.605018369270622
"Q00013",15,16,18,21,20,21,21.7793007762232,21.7936298174688,0.175403082078749,0.00178261030523866,0.00743176713353055
"P14868",26,24,28,25,23,31,22.832458964553,22.7387253331004,0.0432920794079229,0.359858537913304,0.659949049029333
"Q12499",7,8,9,5,4,7,22.0175614540597,20.9636016530532,-0.791362903309068,2.2137781912513e-14,6.14964278601282e-13
"Q12824",7,3,7,5,4,4,20.6638911380134,20.5982717339847,2.49491982496895e-20,0.999999999703624,1
"O43159",NA,5,7,10,6,9,20.2318468018164,19.9889258242758,-4.44920001400569e-11,0.999992623768866,1
"P56537",8,6,6,7,6,8,23.6244200496504,23.5933483744276,0.132944328740682,0.0372514151351796,0.102242833636754
"O75608",NA,NA,4,3,3,3,22.9133439153725,22.8466188841774,1.71601605736757e-21,0.999999999984003,1
"Q9NNW7",3,3,4,NA,3,5,20.6255483147759,20.3649353956046,-9.15096109944733e-20,0.999999999323833,1
"Q9Y5L0",12,14,16,15,15,19,21.1423194133702,20.9896898257255,3.59291253765509e-20,0.999999999581851,1
"Q5C9Z4",3,3,NA,NA,NA,NA,20.0026734094869,19.9181385342369,1.19896410586258e-20,0.999999999904544,1
"P0CX23,P0CX24",6,8,7,6,6,5,24.8830684842748,23.8348842211391,-0.803663674504149,1.1370202186597e-06,1.03290752393906e-05
"P25619",2,3,3,2,2,3,22.278294531538,21.0959012770061,-0.929177855729653,0.0807588399102313,0.194454907411588
"P10606",4,5,5,6,5,5,23.3606024271585,23.3402329629489,0.201487288577528,0.199317979366323,0.408488925201634
"Q8NEJ9",2,NA,4,5,5,5,21.0158546302987,20.893874114987,0.109404723495007,0.211692619586545,0.429075900989933
NA,NA,NA,NA,NA,NA,NA,19.452609852972,19.4365666051579,1.43822666491688e-19,0.999999999424626,1
"P0CX45,P0CX46",11,9,9,8,5,8,20.8536609791995,19.8538408948702,-0.867520190796444,7.33831360117906e-15,2.11648192278815e-13
"P16949",5,5,5,4,5,4,26.108694670125,26.3347118851364,0.330131473246724,0.027025737197945,0.0786367916815715
"P0DTT0",NA,NA,NA,NA,5,NA,18.5184221347948,20.5557455568343,2.2876901980218,5.43985357761343e-10,8.67418343886516e-09
"P15019",14,14,15,14,16,14,24.4566383644942,23.2770030849525,-0.93446852984668,1.624238022844e-15,5.16429414733169e-14
"Cont_P01966",11,12,10,10,13,15,20.9986642484247,21.2378921533694,0.360850296746787,0.000484762711571868,0.00237565235995944
"P82912",NA,NA,NA,NA,NA,4,20.0129580509072,20.0387720346107,0.0641625404088375,0.625948946010777,1
"P23542",11,12,12,6,8,6,22.8083967527931,21.8387338846329,-0.772850305741262,6.19735676721039e-11,1.15581798647832e-09
"Q15019",8,7,12,9,8,10,21.675056551598,21.6127714380109,0.0387368454101404,0.430721561456084,0.762612680766592
"Q5QJE6",15,15,12,17,17,14,20.920184184764,20.9070261459789,0.155514231904939,0.00554177372842113,0.0202418558744683
"Q02878",13,15,16,14,15,13,23.8596986844411,23.7440271482974,1.65223913217656e-20,0.999999999821337,1
"Cont_P05787,P05787",21,18,20,19,24,23,22.1528626784439,22.1140961859864,0.191136959481483,6.62059204788287e-05,0.000409653983924101
"Q7Z2W4",19,13,15,18,18,16,20.9833624002154,21.0554700314006,0.194005237421811,0.032372901681686,0.0910304608822264
NA,NA,NA,NA,NA,NA,NA,19.916224867658,19.7600754701744,3.13281714046645e-20,0.999999999882478,1
"P0CX41,P0CX42",10,10,11,9,8,10,21.6227078184334,20.7569493330746,-0.787891602167746,7.83752439165116e-10,1.20954543096885e-08
"Q9BT78",7,8,7,6,7,10,21.1269900637333,21.2076089100365,0.340852906746297,0.00383814915191337,0.0146476870743303
"Q12460",10,15,15,8,6,10,21.8966192023041,20.9690325526891,-0.722550188458554,5.50190442063185e-07,5.34789162653681e-06
"P0A799",7,8,5,8,12,8,20.2963766990041,22.2437245343261,2.01889512627533,6.76675143017964e-22,4.35547732298636e-20
"Q96DM3",NA,NA,NA,3,NA,3,19.2273888894401,19.4916200696577,1.42538584669592e-19,0.9999999993561,1
"Cont_P02081",7,6,7,7,6,7,23.9555212721889,24.137449691659,1.01163884170842e-09,0.999944801984923,1
"Q9UMX0",4,5,5,4,2,6,20.2827902679618,20.0609910825517,-4.56594234501477e-20,0.9999999997151,1
"P78395",5,4,4,3,4,6,21.1948311027458,21.161777461865,0.0181721452442972,0.673696413925007,1
"Q9Y3Y2",3,5,6,4,3,4,20.8554551762473,20.4157917158934,-1.34116109062377e-19,0.999999999440953,1
"P49756",13,14,16,15,15,16,20.8904031821614,20.7798983834076,1.19255864490467e-20,0.999999999841964,1
"P53621",25,26,26,31,22,25,21.112695334839,20.9956058282295,0.0541732290415319,0.221050794254212,0.443614483678224
"Q96KP1",NA,8,4,NA,4,4,20.7720736573451,20.9778818640957,0.3256592848638,0.202544616892398,0.414031947311416
"Q12962",2,2,2,2,2,3,20.7497306223698,20.5801249206789,6.03402210023459e-12,0.999997099243048,1
"O94826",9,8,9,11,7,11,20.2596008490809,20.1710848321217,4.17817056680809e-20,0.999999999676829,1
NA,NA,NA,NA,NA,NA,NA,19.2445234809359,19.1988760868033,5.05167267772429e-20,0.999999999800367,1
"Q2NL82",17,12,10,15,14,14,20.7651881625572,20.625886941047,2.47028165690168e-20,0.999999999744031,1
"Q9NSI2",6,NA,4,5,5,3,20.4865780945582,20.3254310808687,1.2303089324067e-18,0.999999997939101,1
"Q07451",4,4,4,4,3,2,22.451887284789,21.249250345319,-0.943250649616192,0.000608073982327748,0.00288357096022089
"P34913",6,NA,2,4,4,4,19.9344511999581,20.4413381869632,0.661206024309177,0.000529959386877628,0.00255445264286769
"Q9HC35",5,6,6,3,5,7,21.0041606051932,20.8565314165675,1.99109147947421e-09,0.999926541090574,1
"Q08378",7,5,6,8,8,6,19.4300770855345,19.1579245514521,7.50545691204919e-12,0.99999597538105,1
"A5YKK6",24,20,24,27,27,31,20.7402051041953,20.6216339743323,1.07011141276911e-16,0.999999974397911,1
"P48556",4,6,5,6,6,NA,21.4456883009791,21.1907826693561,-1.99481774855455e-10,0.99996840902076,1
"P32614",15,14,15,10,7,10,21.4948855842881,20.49331793777,-0.822702593223191,2.3170616597338e-09,3.30525714596622e-08
"P0A6Y8",6,9,8,24,22,25,19.7458605699019,21.4867680565715,1.88358264219171,5.27839426835125e-49,3.48242061854474e-46
"P08670",21,26,26,25,21,24,24.143750151825,24.1460955680736,0.197118021125213,4.07675241851186e-05,0.000264988907203271
"O00567",10,7,9,12,10,10,20.6641273220989,20.5255637666785,2.56472336845697e-21,0.999999999966863,1
NA,NA,NA,NA,NA,NA,NA,19.6078117917796,19.959730717029,0.380468547151028,0.184154316697061,0.383721470006747
"P30622",NA,4,NA,NA,NA,13,19.5663464260108,19.674286049182,0.105422893304713,0.636675636306933,1
"P16930",10,11,10,9,9,9,22.0546951352072,22.143408397593,0.145441044972871,0.0272407941823324,0.0789983031287638
"Q71RC2",10,9,11,10,6,11,20.4865736910115,20.3500810782257,-1.48424201851054e-20,0.999999999859463,1
"Q06406",2,2,2,NA,NA,2,19.8410206779374,19.2823920627376,-2.01273879041936e-19,0.999999999319548,1
"Q8NFH5",2,4,5,4,5,5,21.7520759445461,21.7541232297826,0.0595134874401646,0.352243752800116,0.647784852710458
"P14747",NA,NA,3,NA,NA,NA,19.373343680739,18.3982678289849,-0.707832578063206,0.0212608472226426,0.0642696172056745
"Q5SW79",9,11,5,11,6,9,19.413685118838,19.3357598267901,5.5989369486199e-07,0.998433171670351,1
"P61225",NA,1,NA,3,1,2,20.5920169702191,20.8792558178621,0.440652681193669,0.0193560372924813,0.0595344783389954
"Q12480",3,NA,3,NA,NA,NA,19.5822508628002,18.8142599213117,-0.568731849659855,0.000453464443457503,0.00226459288978583
"O43660",6,6,7,9,9,8,20.4231434072486,20.2859031693181,0.0236182992648003,0.639147610066748,1
"Q8IY33",NA,NA,5,3,NA,2,20.1767827543196,19.8809859663605,-1.8094128248135e-09,0.999945279402284,1
"P05362",NA,NA,NA,NA,NA,1,19.6763276682528,21.0853792277004,2.2131352265844e-19,0.999999999492368,1
"Cont_P01017",2,NA,2,4,NA,3,19.6567151904997,19.9641277070169,1.37182682103459e-19,0.999999999576603,1
"Q01813",18,14,13,18,15,13,21.3686047048922,21.3786715308159,0.0987020547678317,0.192215390157986,0.396603920740363
"Q7L014",25,29,32,28,28,39,20.8400639934224,20.7825839827203,0.0765165453224047,0.0665097777216462,0.165662391134898
"P12695",8,10,11,6,10,7,20.7297073869702,19.8312216203907,-0.619048598206432,1.46054188250334e-06,1.29995616456199e-05
"P08397",12,10,12,12,12,13,21.4987901138775,21.3766445059506,1.27007154391024e-19,0.999999999239668,1
"P07806",25,24,24,22,15,17,21.9127325401459,20.8659555799521,-0.937402739101901,1.67767056406021e-24,1.45159757985406e-22
"P54838",14,14,13,11,10,10,22.1074118550827,21.0354762645665,-0.845637341470079,7.51688797087791e-19,3.67353099169385e-17
"P22695",10,10,13,15,11,11,21.8804686554024,21.9288763116178,0.214293862697424,0.00210527956257245,0.0086212256564298
"P62993",6,6,5,6,6,4,22.4465583286435,22.3398126453798,2.94356870588178e-20,0.999999999759344,1
"P22202",NA,NA,6,NA,NA,NA,20.9078443367024,19.7212199230804,-1.0112922410348,1.14512208648058e-05,8.34395601956705e-05
"P30656",3,4,NA,3,4,NA,21.6878889635064,20.489095403084,-1.02427061620912,2.44127438660093e-05,0.000167121221951747
NA,NA,NA,NA,NA,NA,NA,19.4700954503602,19.6180201879079,0.0738368018095739,0.5849012199877,0.98598167968543
"Q9BWF3",3,4,4,4,3,4,21.4905255106276,21.3800211640656,0.0157592985337224,0.737748592405036,1
"Q5VW32",NA,2,NA,2,NA,4,21.4834718046575,21.5867915764333,0.189974185993163,0.21020204453318,0.426546094212274
"Q9H9Q2",2,4,2,4,NA,2,20.3109397605982,20.3621980700083,2.26184532571506e-20,0.999999999852909,1
"Q9BY44",15,16,16,16,15,16,20.7248532627837,20.6602466466907,0.103503503515768,0.142202961316141,0.310914345412838
"Q06830",18,17,18,17,14,18,22.9369672542616,23.0918237245853,0.261474211448862,0.000264190857798092,0.0014345672298954
"P32119",10,10,9,10,10,9,23.7668911630552,23.6274371245814,9.16539199379091e-17,0.999999984943392,1
NA,NA,NA,NA,NA,NA,NA,19.3074275668606,19.6466508472546,0.385561982882093,0.126946362205567,0.283307780008873
"O75874",10,11,11,11,12,10,21.6574700191396,21.5212355115638,-2.09449836080841e-21,0.99999999997171,1
"Q00402",13,9,12,5,4,NA,20.4281240613437,19.5653215623062,-0.74504128683128,6.27308509299682e-12,1.36815467441476e-10
"Q96Q11",10,8,7,8,7,6,21.0481130865821,20.6546186645795,-1.04778354132738e-17,0.999999997679648,1
"Q96G74",5,NA,3,3,4,NA,19.6637794416326,19.4552579066202,-4.29704334488509e-20,0.999999999671311,1
"O75157",2,3,3,2,3,5,19.9121135160045,19.7194277953095,2.72965091518486e-20,0.999999999865886,1
"P22059",9,11,11,12,13,12,20.8031638480369,20.6700522106562,-3.79737107457609e-21,0.999999999951517,1
"P76177",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"Q6NZI2",9,7,8,9,9,8,21.2398805344405,21.2979825110868,0.0901655707105293,0.462343282924265,0.810046796869411
"P31942",11,12,14,15,13,14,20.7494080348881,20.7015725920745,0.101899633854472,0.136063240119301,0.299975681432612
"P55795",6,5,7,7,6,6,20.7838057562359,20.603270525049,2.9577709093723e-20,0.99999999962562,1
"Q9UPT8",10,8,9,9,9,10,19.7929276656907,19.7710434625576,0.0714972844483526,0.285371430703352,0.544537386569882
"Q8IYB8",9,8,10,7,9,13,20.3807554695082,20.3628839836366,2.87605865426194e-20,0.999999999614486,1
"O95478",5,6,7,5,NA,6,21.0839391727189,21.1317285000033,0.226406404971641,0.015343115905267,0.0486664457620188
"P53330",NA,NA,2,NA,NA,NA,20.3997064043677,19.265987086908,-1.04501286627281,0.000204927530912908,0.0011518716806798
"O43684",12,10,12,14,13,13,21.060884633646,21.0449089062082,0.197752827602093,0.0211145527255729,0.0639372399802487
"P0A6K6",NA,NA,NA,10,7,10,19.1396463513975,20.5174799972072,1.46501715266222,2.08133727041914e-08,2.51956378744776e-07
"Q9UKJ3",NA,NA,NA,NA,6,NA,19.0927765979822,18.5204464873172,-2.34583352038357e-12,0.999999592538326,1
"P23291",5,1,NA,NA,1,NA,19.9035867699007,18.8012452479927,-1.12345998021228,5.94416975266378e-09,7.90260149988903e-08
"O00566",6,7,10,7,6,8,21.2667122149466,21.2169412943463,0.121899129629933,0.0874539649760396,0.207266289691754
"Q96KG9",6,7,6,7,5,7,19.6447552267541,19.7945299656605,0.230689419503389,0.0266865874180844,0.0778708697217428
"P23921",16,17,15,16,18,18,21.3158896949724,21.3114015162381,0.0990026344970758,0.0781919617091197,0.189486320044936
"O00203",NA,6,7,9,6,8,20.1423780014086,20.2271379313635,0.184308620742898,0.333955149582125,0.618678581781136
"P09734",5,7,4,NA,2,NA,20.3417092510333,19.3119222890745,-0.925815597520499,0.000782820699090236,0.00358968518661882
