"protein_name","n_indistinguishable_proteins","Normalized.spectral.abundance.factor_A_1","Normalized.spectral.abundance.factor_A_2","Normalized.spectral.abundance.factor_A_3","Normalized.spectral.abundance.factor_B_1","Normalized.spectral.abundance.factor_B_2","Normalized.spectral.abundance.factor_B_3","Normalized.spectral.index_A_1","Normalized.spectral.index_A_2","Normalized.spectral.index_A_3","Normalized.spectral.index_B_1","Normalized.spectral.index_B_2","Normalized.spectral.index_B_3","number.of.quantified.peptides_A_1","number.of.quantified.peptides_A_2","number.of.quantified.peptides_A_3","number.of.quantified.peptides_B_1","number.of.quantified.peptides_B_2","number.of.quantified.peptides_B_3","probability_A_1","probability_A_2","probability_A_3","probability_B_1","probability_B_2","probability_B_3","Spectral.index_A_1","Spectral.index_A_2","Spectral.index_A_3","Spectral.index_B_1","Spectral.index_B_2","Spectral.index_B_3","total_number_distinct_peptides_A_1","total_number_distinct_peptides_A_2","total_number_distinct_peptides_A_3","total_number_distinct_peptides_B_1","total_number_distinct_peptides_B_2","total_number_distinct_peptides_B_3","total_number_peptides_A_1","total_number_peptides_A_2","total_number_peptides_A_3","total_number_peptides_B_1","total_number_peptides_B_2","total_number_peptides_B_3"
"P08524",1,-12.0182963541,-11.2867458622,-12.7387188052,-12.1053083977,-11.9917487589,-12.7531666441,-20.9048997141,-19.9290741245,-21.1106892047,-21.1035117254,-20.6750691955,-21.303323031,3,5,2,3,3,2,1,1,1,1,1,1,457.063683562,969.5237506816,481.5883983747,425.9435458974,552.6162292459,413.4237268851,12,17,11,11,12,11,12,17,11,11,12,11
"P08525",1,-10.1134535871,-9.7038311902,-9.2489135375,-10.2004656308,-10.0869059919,-9.5263957823,-21.3645773846,-20.7099616703,-19.6885729905,-20.7975653502,-20.4429223262,-21.2034750855,3,4,6,3,3,5,1,0.9999,1,1,1,0.9999,88.753428444,150.6860567682,344.6361610673,140.6164948678,173.3372875633,118.3144568696,6,8,11,7,6,10,6,8,11,7,6,10
"P08539",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"P08559",1,-13.7511575499,-13.7565726522,NA,-13.8381695936,-13.7246099547,-12.9010653392,-22.413340697,-22.3300075621,NA,-22.4244678841,-22.0880675217,-21.5457919285,1,1,NA,1,1,2,1,1,1,1,1,1,177.9969974226,203.3889778942,NA,188.8976516331,229.9273842652,387.1924943945,4,8,7,6,10,8,4,8,7,6,10,8
"P08566",1,-12.7768224333,-13.7822375356,-13.1049274616,NA,-15.7502748381,-14.3417677219,-21.5219695821,-22.3163144084,-21.7078755319,NA,-24.4948973409,-23.1550962127,8,4,7,NA,1,3,1,1,1,1,1,1,1344.3984723053,836.055974844,1436.1931572039,NA,176.5422347166,516.7303368846,20,19,22,11,10,9,20,19,22,11,10,9
"P08574",1,-11.4881231441,-11.4935382464,-12.0386205937,-13.5751351877,-11.4615755489,-12.0530684327,-20.1671717722,-19.9231502827,-20.6167651907,-22.378877032,-20.0665261509,-20.7452742728,4,4,3,1,4,3,1,1,1,1,1,1,703.7131264012,898.8400270788,626.1849960985,162.4686331516,777.9542231105,561.9860177827,6,8,8,4,8,7,6,8,8,4,8,7
"P08575",1,-12.909803917,-13.50018152,-13.3082982732,-12.9968159607,-13.1462907276,-14.644674207,-21.7859168719,-22.5586115601,-22.2186481714,-21.7683312933,-21.8141239682,-23.5581499313,6,4,5,6,5,2,1,1,1,1,1,1,920.7985731569,581.2852771155,828.9868596959,996.8318914182,930.967446945,321.3848342697,14,13,15,11,18,16,14,13,15,11,18,16
"P08579",1,NA,-12.9630235297,-13.0930683778,-13.044620471,-12.9310608322,-12.1075162167,NA,-21.5874448204,-21.4691584583,-21.2864416665,-20.8958505238,-20.3181266988,NA,1,1,1,1,2,0.7969,1,1,0.9992,1,1,NA,196.326526915,240.107581242,239.8415914505,303.1109930938,523.1291250717,3,3,4,2,4,3,3,3,4,2,4,3
"P08590",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,3,1,3,1,2,1,3,1,3,1,2
"P08621",1,-11.9153167057,-11.5988037131,-11.4658141553,-11.6804006544,-11.3038066097,-11.7432964001,-20.2499410573,-20.1050296307,-20.1307501731,-20.4301150826,-19.9173031018,-20.2562421848,4,5,6,5,6,5,1,1,1,1,1,1,893.4653005445,1065.4408420857,1179.249856295,843.341367725,1160.0393799887,1060.5640793564,15,12,16,17,17,18,15,12,16,17,17,18
"P08631",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,2,NA,NA,NA,5
"P08648",1,NA,-15.1840413011,-15.3140861491,NA,-14.1520786035,NA,NA,-24.5356278869,-24.12099737,NA,-23.4301927941,NA,NA,1,1,NA,2,NA,NA,0.9964,0.9978,NA,1,0.9882,NA,118.5988336907,178.1212715788,NA,243.9392110568,NA,NA,2,2,NA,4,2,NA,2,2,NA,4,2
"P08670",1,-10.5485817622,-10.4284659824,-9.9735483298,-10.1881348289,-10.522034167,-10.2510305745,-19.2682650996,-19.1455380969,-18.5715880039,-18.8662297018,-19.1902291866,-18.8911373562,11,12,18,15,11,15,1,1,1,1,1,1,1881.464721666,2209.3755968079,3705.6542244891,2658.7915696873,2047.6148463894,2913.257640443,40,53,55,56,60,61,40,53,55,56,60,61
"P08678",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3256,0.7657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
"P08679",1,-13.9893172871,-13.9947323894,NA,NA,NA,NA,-22.4740766441,-22.4257952551,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0.9992,0.9999,0.5245,0.5147,NA,201.2901665302,224.4841433735,NA,NA,NA,NA,6,3,4,2,2,NA,6,3,4,2,2,NA
"P08697",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6271,NA,0.2922,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA
"P08708",1,-11.2206428332,-10.6410954348,-11.3561027836,-9.985726782,-10.6091327373,-10.3705506225,-20.2646876384,-19.1697476179,-20.25041683,-18.6089922316,-19.2613973419,-19.2713971926,2,3,2,5,3,4,1,1,1,1,1,1,273.2063937629,629.4041651591,335.3010475914,920.5944226245,564.6409505278,648.421085677,8,9,10,10,12,10,8,9,10,10,12,10
"P08754",1,-13.6114327862,-12.6168478886,-12.7468927366,-13.6984448299,-12.584885191,-12.7613405756,-22.3178354902,-21.651406832,-21.4404835218,-22.1601531176,-21.3748666516,-21.3993359757,1,2,2,1,2,2,1,1,1,1,1,1,172.6240348279,295.4916707893,385.3529009941,205.9358169036,342.1560380989,389.0032411853,6,5,7,4,7,9,6,5,7,4,7,9
"P08758",1,-13.4657553311,-11.4711704334,-12.6012152814,-12.5527673747,-13.4392077358,-12.6156631204,-22.152782265,-20.4261601651,-21.4427350677,-21.3517229339,-22.2856186527,-21.5076279174,1,4,2,2,1,2,1,1,1,1,1,1,174.9580587549,624.4935523079,347.7983891443,326.0170683622,164.5156636956,326.2126613968,5,10,10,8,10,9,5,10,10,8,10,9
"P08839",1,NA,NA,NA,-12.8132949249,-12.699735286,-12.8761906706,NA,NA,NA,-21.6151090973,-21.2769447798,-21.5536522643,NA,NA,NA,3,3,3,NA,NA,0.9898,1,1,1,NA,NA,NA,488.0575871776,594.7934972232,567.7589262321,NA,NA,2,5,4,6,NA,NA,2,5,4,6
"P08865",1,-10.178473379,-10.1838884813,-10.4838583308,-11.1134823292,-9.9999226903,-10.0388745511,-18.705542796,-18.6499158508,-19.0186919587,-19.5966081568,-18.5223250143,-18.5322001016,9,9,8,5,10,11,1,1,1,1,1,1,1759.253693096,1971.981401725,1720.7163702913,1014.505881657,2059.4135182069,2365.1891256487,15,17,18,17,16,17,15,17,18,17,16,17
"P08922",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
"P08962",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2137,NA,0.6588,NA,0.6197,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA
"P08997",1,NA,NA,NA,-12.7038685019,-13.1752713637,-13.3517267482,NA,NA,NA,-21.5170208786,-22.1181928117,-22.2417830482,NA,NA,NA,3,2,2,NA,NA,NA,1,1,1,NA,NA,NA,484.236953851,307.7405210211,326.6444837068,NA,NA,NA,4,3,3,NA,NA,NA,4,3,3
"P09001",1,NA,NA,NA,-13.6737827757,NA,NA,NA,NA,NA,-22.2556661343,NA,NA,NA,NA,NA,1,NA,NA,0.9426,0.9712,0.9545,0.9988,0.9913,0.9804,NA,NA,NA,189.4766011714,NA,NA,2,3,2,5,3,3,2,3,2,5,3,3
"P09012",1,-12.2833785886,-12.2887936909,-12.4188385389,-12.3703906322,-12.2568309933,-12.4332863779,-20.5277805044,-20.3813612758,-20.5587162233,-20.164311664,-20.2888020118,-20.4305856733,2,2,2,2,2,2,1,1,1,1,1,1,475.5622293499,567.6921622199,565.643609727,654.3134944838,578.6395157124,606.4876553592,8,8,11,9,10,11,8,8,11,9,10,11
"P09032",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"P09064",1,-13.2986453452,-13.3040604475,-13.4341052956,NA,NA,NA,-22.185920141,-22.323723376,-22.2021194345,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,0.9451,1,0.4524,152.2836712947,149.279233109,182.9889963952,NA,NA,NA,7,6,6,3,8,1,7,6,6,3,8,1
"P09086",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9705,0.3494,0.9997,0.9783,0.9984,1,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,1,1,2,2,1
"P09104",1,-13.9053784686,NA,-14.040838419,-13.9923905123,NA,-14.0552862579,-23.0279096069,NA,-22.7509465887,-23.4704687371,NA,-23.3123836929,1,NA,1,1,NA,1,1,1,1,1,1,1,129.3701621775,NA,190.4830818322,101.8061582074,NA,126.6353460216,36,27,30,40,27,34,36,27,30,40,27,34
"P09105",1,-11.2935743557,-12.298989458,-12.429034306,-12.3805863993,-12.2670267604,-12.443482145,-20.2682932727,-20.95072698,-21.1184271067,-21.34450931,-20.9770697493,-21.342586655,2,1,1,1,1,1,1,0.9999,0.9987,1,1,0.9965,286.6553361001,192.6442180631,193.2379209941,145.3952508379,180.8248404797,162.3011324128,2,2,2,4,3,2,2,2,2,4,3,2
"P09110",1,-12.8717476907,-12.8771627931,-14.0072076411,-13.9587597344,-12.8452000955,-13.02165548,-21.2106013047,-21.5307299531,-22.4159205399,-22.0195525193,-21.3081510243,-21.7814315531,2,2,1,1,2,2,1,1,1,0.9895,1,1,445.4249705956,384.8001197876,234.739095069,271.9064306652,429.2103717723,357.5144373891,2,4,3,1,2,5,2,4,3,1,2,5
"P09132",1,NA,NA,NA,-12.4007642813,-12.2872046424,NA,NA,NA,NA,-21.0803373808,-22.054344876,NA,NA,NA,NA,1,1,NA,NA,0.206,NA,0.9918,0.9843,NA,NA,NA,NA,177.0712460665,86.9040690532,NA,NA,2,NA,2,2,NA,NA,2,NA,2,2,NA
"P09152",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"P09211",1,-8.0507178318,-7.8190937368,-8.0866421086,-7.8158017805,-7.924634563,-7.9635864238,-16.402096614,-16.2513017812,-16.4106540108,-16.1013653419,-16.2281455024,-16.2861027975,28,33,30,35,30,33,1,1,1,1,1,1,6182.0447482794,7402.098779865,7467.9984883616,8143.7564567956,7190.4767512173,7987.4069910625,57,61,59,59,58,62,57,61,59,59,58,62
"P09232",1,-14.4544400178,-14.4598551202,-14.5898999682,-14.5414520615,NA,NA,-22.8353530252,-22.8789233284,-23.6109095733,-23.3180383711,NA,NA,1,1,1,1,NA,NA,1,1,0.9863,0.9993,0.7618,0.9845,216.3134008653,226.3582988057,153.555632483,165.5557073843,NA,NA,5,4,2,3,1,3,5,4,2,3,1,3
"P09234",1,-10.4567101914,-10.4621252938,-10.0072076411,-10.5437222351,-10.4301625962,-10.2846898859,-18.7088171175,-18.7377470228,-18.4122587212,-18.9102845263,-18.6874885722,-18.6202959948,4,4,6,4,4,5,1,1,1,1,1,1,946.0583229353,1000.0877454346,1412.0139704875,879.9007281165,989.9185952704,1199.2824423314,7,8,9,6,7,8,7,8,9,6,7,8
"P09327",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"P09372",1,-12.7658790556,NA,NA,-12.8528910993,-12.7393314604,NA,-21.7886330773,NA,NA,-21.6033509843,-21.5249330934,NA,1,NA,NA,1,1,NA,0.8448,NA,0.8238,0.9969,0.9972,0.8179,138.6340872995,NA,NA,168.5811432488,171.5981780161,NA,1,NA,1,2,2,1,1,NA,1,2,2,1
"P09373",1,-14.7136828445,-13.7190979468,-13.8491427949,-12.4787667933,-12.3652071544,-13.2786281331,-22.9267360635,-22.491843188,-22.4646530029,-20.9914664108,-20.6275500027,-21.7837239636,1,2,2,5,5,3,1,1,1,1,1,1,243.0044668118,354.2901035898,406.7834062222,993.9212395845,1233.1027500984,639.8103125372,8,6,5,15,15,13,8,6,5,15,15,13
"P09382",1,-9.2206428332,-9.0561329341,-9.5487478615,-9.7226923762,-9.194095238,-9.0486225276,-17.8736393117,-17.619337226,-18.1120783534,-18.2830548095,-17.8222107571,-17.6179641148,8,9,7,6,8,10,1,1,1,1,1,1,1433.0723812686,1843.5276093994,1476.1786935671,1153.9454529399,1531.125196806,2039.8117130162,15,15,14,13,16,18,15,15,14,13,16,18
"P09394",1,NA,-13.6330581158,NA,-10.907300135,-12.0161329175,-12.192588302,NA,-21.9570990322,NA,-19.4437691217,-20.4551134196,-20.5575071874,NA,1,NA,7,3,3,0.974,1,0.9929,1,1,1,NA,241.7700423546,NA,1368.7518335667,654.6019347332,705.0967307293,2,5,3,14,10,12,2,5,3,14,10,12
"P09417",1,-12.0745645737,-11.4950171753,-12.2100245241,-12.1615766174,-11.4630544778,-11.6395098623,-20.7304557168,-20.0180759059,-20.5816028107,-20.8652828099,-19.8666329902,-20.0221646292,2,3,2,2,3,3,1,1,1,1,1,1,357.5499766314,631.8491558063,481.7193080057,348.2677452631,670.8637807172,696.4816339656,3,6,4,3,5,4,3,6,4,3,5,4
"P09429",1,-10.0846651637,-10.3124726874,-10.2201251141,-10.6571040345,-10.5435443956,-10.234572953,-18.3883449414,-18.540568167,-18.5194699391,-19.0297276845,-18.6950270904,-18.480806101,7,6,7,5,5,7,1,1,1,1,1,1,1597.4636480832,1550.3729818357,1772.582824219,1095.26457023,1331.5929828351,1786.2961134171,33,24,29,32,36,31,33,24,29,32,36,31
"P09435",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,50,52,50,38,39,46,50,52,50,38,39,46
"P09436",1,-11.303025831,-11.3084409333,-11.5380214549,-12.1270034688,-11.8614407365,-12.5524692939,-19.9235713951,-20.0410771883,-20.307779092,-20.8914455682,-20.6311679798,-21.1551159953,15,15,14,9,10,7,1,1,1,1,1,1,2748.1352124168,2732.0855395857,2558.7518265768,1502.5967260507,1734.9674837201,1395.2829357913,49,46,49,22,28,23,49,46,49,22,28,23
"P09440",1,NA,NA,-15.2085455952,NA,NA,NA,NA,NA,-24.494997954,NA,NA,NA,NA,NA,1,NA,NA,NA,0.9949,0.9107,0.9905,0.2639,1,0.6245,NA,NA,127.7495915209,NA,NA,NA,3,2,3,1,1,1,3,2,3,1,1,1
"P09457",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9944,0.9639,0.8536,0.8792,0.508,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,NA,2,2,2,1,1,NA
"P09471",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,NA,NA,2,NA,3,4
"P09488",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4275,NA,NA,NA,0.2306,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1
"P09493",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,6,7,7,7,9,8,6,7,7,7,9,8
"P09496",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9532,0.9824,0.9823,0.9649,0.9261,1,NA,NA,NA,NA,NA,NA,3,5,4,3,3,7,3,5,4,3,3,7
"P09497",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9994,0.9713,0.9757,0.9994,0.9905,0.3024,NA,NA,NA,NA,NA,NA,5,2,2,6,5,1,5,2,2,6,5,1
"P09525",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9871,0.7971,0.2941,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,NA,NA,0,2,1,1
"P09543",1,-12.8615036592,NA,-13.9969636096,-13.9485157029,-13.834956064,NA,-21.5054214055,NA,-22.5772812319,-22.481627249,-22.680351145,NA,2,NA,1,1,1,NA,1,0.9989,1,1,1,0.9982,360.5297484906,NA,208.4141765764,195.99155754,164.6315438784,NA,6,6,4,5,6,2,6,6,4,5,6,2
"P09551",1,NA,NA,NA,-11.2532070929,-12.139647454,-12.3161028385,NA,NA,NA,-19.640750575,-20.4087614501,-20.5092125423,NA,NA,NA,4,2,2,NA,0.6516,0.6809,1,1,1,NA,NA,NA,867.1968850677,490.9315453278,529.5136489602,NA,1,1,7,5,3,NA,1,1,7,5,3
"P09619",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,0,1,1,1,2,1
"P09622",1,-11.3279941602,-10.5558016838,-10.811377414,-10.900433031,-10.301446565,-11.2852568716,-19.7394787778,-19.0501014609,-19.4250223866,-19.4435914337,-18.8295531906,-19.6392485725,7,12,11,10,14,8,1,1,1,1,1,1,1482.4446723499,2578.2837329421,2240.2031825928,1946.3142352978,2871.8015722539,1894.5533682252,18,17,18,20,26,21,18,17,18,20,26,21
"P09624",1,-13.1067232415,-12.5271758431,-13.2421831919,-14.1937352852,-14.0801756463,-14.2566310308,-21.4661802521,-21.0503961173,-21.5678053315,-23.146092813,-22.5940754617,-23.0519575564,2,3,2,1,1,1,1,1,1,1,1,1,439.1089808763,631.7784093922,497.3111912944,146.5654980721,207.1586486169,174.4061664793,11,11,7,7,3,6,11,11,7,7,3,6
"P09651",1,-13.6829860473,-11.6884011496,-11.8184459976,-12.7699980909,-12.0714759513,-11.5109657417,-21.2860806903,-19.8591911352,-20.0880450379,-21.1016681839,-20.5107862982,-19.7999679182,1,4,4,2,3,5,1,1,1,1,1,1,370.8771561471,1075.46332528,1034.0055303042,450.7204670513,654.4522895638,1238.6558473542,105,105,113,102,114,120,105,105,113,102,114,120
"P09661",1,-10.138180673,-10.8216676805,-11.2736406234,-10.9032646218,-10.7897049829,-11.7031259616,-18.850776998,-19.4981693694,-20.0736490925,-19.5831402672,-19.4243667289,-20.1946652869,8,5,4,5,5,3,1,1,1,1,1,1,1375.0762612121,946.8282910588,715.9022271468,885.1705827868,952.6209103157,645.8507236416,12,15,13,11,17,15,12,15,13,11,17,15
"P09668",1,NA,NA,NA,-13.6188565652,NA,NA,NA,NA,NA,-23.1126337255,NA,NA,NA,NA,NA,1,NA,NA,0.9155,NA,0.9901,0.9088,NA,0.9936,NA,NA,NA,100.7043425675,NA,NA,2,NA,2,1,NA,2,2,NA,2,1,NA,2
"P09669",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916,0.9449,0.8805,0.9553,NA,0.565,NA,NA,NA,NA,NA,NA,3,2,2,3,NA,2,3,2,2,3,NA,2
"P09733",1,-12.3629957566,-12.368410859,-12.0834182077,-14.034970301,-13.9214106621,-14.0978660467,-21.1867322777,-21.2090890208,-20.7865530945,-22.9120593991,-22.5927329985,-23.3456706972,3,3,4,1,1,1,1,1,1,1,1,1,477.421001674,506.9912144105,765.624050699,154.415112892,185.7437325332,127.4536708357,9,11,14,27,7,12,9,11,14,27,7,12
"P09734",1,-13.941488762,NA,-14.0769487124,NA,-12.9149411668,-14.0913965513,-22.9168476822,NA,-22.875525959,NA,-22.295930361,-22.8579266771,1,NA,1,NA,2,1,0.9983,0.9843,0.9996,1,0.9999,1,143.2640996478,NA,179.1531972036,NA,227.150215414,177.9223132199,2,3,3,23,3,3,2,3,3,23,3,3
"P09831",1,NA,NA,NA,NA,NA,-15.830953426,NA,NA,NA,NA,NA,-24.974877974,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.2712,0.9997,NA,NA,NA,NA,NA,136.9693437819,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2
"P09874",1,-11.429229455,-11.3277293534,-11.1776662823,-11.3097906212,-11.0156587367,-10.6946144618,-20.1297674994,-19.9515805399,-19.8379790455,-19.8585309229,-19.6140402172,-19.3441550353,13,14,17,15,17,24,1,1,1,1,1,1,2253.2534989675,2749.6577336991,3351.932321875,2908.1975154744,3321.39460118,4630.8319655286,37,44,51,44,53,57,37,44,51,44,53,57
"P09880",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7253,0.6309,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,1,1,1,NA,0
"P09884",1,NA,-14.6629699344,-14.7930147825,-14.7445668758,NA,-14.2225001207,NA,-23.9032556045,-23.7695380299,-23.8517269558,NA,-23.0548475093,NA,2,2,2,NA,3,0.9999,1,1,1,1,1,NA,256.2213576345,316.7287413151,263.3064708892,NA,509.9630392186,5,4,4,5,7,9,5,4,4,5,7,9
"P09938",1,-11.1991096717,-11.204524774,-11.334569622,-12.2861217153,-11.4355964823,-11.349017461,-19.8024065562,-20.0556760922,-19.8084395106,-21.0026555696,-20.2543787856,-20.0073098054,6,6,6,3,5,6,1,1,1,1,1,1,1112.4755072046,1006.648139009,1346.2399308913,517.7772950263,838.4830728913,1150.7062861266,22,18,19,11,15,11,22,18,19,11,15,11
"P09950",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,0,2,NA,NA,NA,NA
"P09960",1,-12.398855806,-12.4042709083,-12.5343157564,-11.6785129276,-12.0503801159,-12.2268355004,-21.1644762811,-21.4390218785,-21.4970067177,-20.7493803972,-21.081647744,-20.9828449419,4,4,4,7,5,5,1,1,1,1,1,1,662.7274041689,590.9046852844,639.5601615896,945.049900982,723.6521274233,896.1226659194,11,11,15,12,14,13,11,11,15,12,14,13
"P09972",1,-10.4816968749,-10.6570369787,-10.9797269047,-11.1536714193,-10.6250742811,-10.342098047,-19.174099389,-19.4007017682,-19.5788175025,-19.9467815085,-19.3052414156,-19.0824877067,9,8,7,6,8,11,1,1,1,1,1,1,1568.7662949541,1446.0160082863,1440.0383833723,982.0220837854,1476.8677463983,1992.9305559216,22,20,19,23,22,22,22,20,19,23,22,22
"P0A6A3",1,NA,NA,NA,NA,-13.7611358307,-13.9375912153,NA,NA,NA,NA,-22.3252798482,-22.8814172142,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0.9998,0.9994,NA,NA,NA,NA,200.0681965561,157.3472077442,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,4
"P0A6A8",1,NA,NA,NA,-11.5162414987,-10.4026818598,-11.5791372443,NA,NA,NA,-20.3262066375,-18.6561259631,-19.7799875547,NA,NA,NA,1,2,1,NA,0.8599,0.3038,0.9999,1,0.9999,NA,NA,NA,161.7693082715,496.2928824562,263.3401076255,NA,3,1,3,7,4,NA,3,1,3,7,4
"P0A6B7",1,NA,NA,NA,-12.8890507626,-13.7754911237,NA,NA,NA,NA,-21.5236221154,-22.6058448194,NA,NA,NA,NA,2,1,NA,0.7812,0.3138,0.4948,1,1,1,NA,NA,NA,365.3632945628,166.3569537056,NA,1,1,2,5,7,9,1,1,2,5,7,9
"P0A6E4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA
"P0A6F3",1,-11.7934426952,-11.3134309704,-11.9289026456,-10.7429512151,-10.6293915762,-10.8058469608,-20.46846947,-20.0004698674,-20.5992162423,-19.30813728,-19.4138773157,-19.5251636062,5,7,5,11,11,11,1,1,1,1,1,1,882.0970375763,1315.9132081784,979.0520326136,2108.5051065569,1889.0405254598,2022.2543360652,12,14,18,29,33,39,12,14,18,29,33,39
"P0A6F5",1,-11.9199312242,-13.2472744215,-12.7923567688,-11.5215164407,-11.6303492232,-11.8068046077,-20.6168592081,-21.58755196,-21.3397994309,-19.9375980117,-20.0481490877,-20.25188183,5,2,3,7,6,6,1,1,1,1,1,1,868.8072626212,478.1286544911,639.6536180105,1487.8698287232,1328.5664694484,1333.977894381,9,7,8,18,19,19,9,7,8,18,19,19
"P0A6F9",1,NA,-11.7491551807,-11.8792000287,-11.830752122,-11.7171924831,-10.8936478677,NA,-20.4919819707,-20.628599779,-20.2900813141,-20.0447313067,-19.3124231807,NA,1,1,1,1,2,0.9968,1,0.9974,1,1,1,NA,180.8570225977,185.3653111757,206.275698288,235.7237372069,452.840271157,3,4,3,5,6,8,3,4,3,5,6,8
"P0A6G7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
