"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"P30153",18,17,20,17,19,20,0.0963800194188606,0.229600860881902,30.0445210960724,29.9761629012714,29.9464410227462,30.1606241594169,30.1494344470942,30.3288360496079
"P30154",8,9,7,9,8,8,0.243990768689125,0.40461137286797,27.2955673916381,27.1428106365308,27.1404627738604,27.5978670737321,27.4896995910481,27.1207627991374
"P30260",5,5,3,6,5,3,0.560365280535489,0.687755289158704,25.1131116983783,25.3145619602915,24.4052375290328,25.6884589211143,25.3709642704731,24.4947071126909
"P30405",4,5,5,5,5,5,0.114052621033648,0.25343792360229,28.2676669747877,28.1035901501456,28.1219785427489,28.6580839428518,28.3060694867747,28.331104311131
"P30414",0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,23.2414741532516,21.8221516829502
"P30419,O60551",7,8,7,5,6,7,0.640213121710794,0.748774965827601,27.9995113611549,27.483803522776,28.2488902200696,27.1200038884656,28.152650263507,27.9579494300138
"P30520,Q8N142",9,8,8,8,9,8,0.416614565527075,0.567341984458064,28.533761393156,28.4631483389982,28.0391126498499,28.7869738370256,28.5819572951723,28.2249796677011
"P30533",1,2,1,2,2,2,0.00548490135611572,0.0284342272574999,22.9155663000459,23.6030284331143,22.7507673104759,24.4095062945742,23.9848117053622,24.2558208092874
"P30566",11,10,11,9,11,11,0.277222873698858,0.437609255991069,28.2569308244914,27.8622186105338,28.114601132399,28.265088458776,28.2262291774921,28.2406205527552
"P30613",17,19,17,19,20,19,0.0217829287907417,0.0805297578147195,29.3169088086596,29.4861298520191,29.4914017053973,29.8248730110858,29.703307562426,29.8589921293685
"P30622",1,1,1,1,0,1,0.506900446489371,0.648116546212026,23.0686191989154,23.0070588668449,22.9779549928171,23.0423832241164,NA,23.181913585944
"P30624",11,10,11,9,9,8,0.00118089386785227,0.00909872319972687,28.1320804806387,27.8737065875477,27.9465343980442,26.7772257615764,27.1437317462091,26.4785153402004
"P30626",6,5,5,6,6,5,0.152085618546301,0.303543803461429,27.779867938163,27.5652121934929,27.6312670214258,27.8329849264938,27.9555322688563,27.782588762228
"P30656",3,3,3,2,2,3,0.00013613157026243,0.00323454283092296,26.1878108091961,26.2504761837338,26.2293519610428,25.3434348695537,25.1768702760482,25.2394565848414
"P30657",2,2,2,2,1,1,0.0137716073287935,0.0575330335475787,25.1470517508197,25.2647844290635,25.2747420979144,24.7380139342473,24.2334607467232,23.5800122123307
"P30665",2,0,1,2,0,1,0.987551078172159,0.991899607798633,26.3945999141162,NA,22.2658195054868,24.2637473524364,NA,24.3461302555599
"P30740,O75830",7,6,10,9,9,10,0.0472907255775861,0.141006725545718,27.49250362811,27.4258534666628,28.1046357999404,28.107792862417,28.1724751706954,28.3745979353206
"P30822",3,3,3,1,1,2,1.02809726596911e-05,0.000901957639875205,25.925867220736,26.0052083920853,25.932309260149,24.2411816730956,24.0494305700773,24.3263205931778
"P30837",6,6,7,6,6,5,0.448149679795643,0.597096623606228,26.7577993791996,26.9379355437346,27.2627180137357,26.979126505792,27.3947301805719,27.0506263070326
"P30876",16,17,14,16,15,16,0.583763168896214,0.707902067119758,28.1266640809882,28.2653301489462,27.8624785367361,28.2682268003244,28.1301623451755,28.1097166155128
"P31040",17,15,15,15,14,16,0.319356240174958,0.479086868687326,29.5297888097012,29.4193414041457,29.2125846863372,29.4987916349796,29.524847164547,29.5511358130471
"P31116",10,11,12,10,12,11,0.000849786881864264,0.00735325327868639,30.3119743524318,30.4275369918656,30.444981086171,29.0801723092607,29.5786521992991,29.4378127996363
"P31133",0,0,0,1,0,1,NA,NA,NA,NA,NA,24.0801306423762,NA,23.8129999008082
"P31150",3,3,3,3,4,5,0.142476359678652,0.291208401816312,25.1704895894559,24.9825575562316,25.4049657377996,25.2508596683543,25.4917869682525,25.9857145894602
"P31153,Q00266",8,8,8,8,7,8,0.299470658805962,0.459491208498702,29.3794039477102,29.4210152946952,29.2036860444689,29.6423670196025,29.4065400759379,29.4040815785756
"P31323",8,8,6,8,7,7,0.244734707631506,0.404814987750157,26.7606567678162,26.3849187508111,25.8974348207693,26.635942910087,26.5331240745477,26.8077042373723
"P31350,Q7LG56",8,8,7,8,6,9,0.988005545280793,0.992137639791102,27.7455198271044,27.5443369217355,27.6806586789374,27.6869431485121,27.5727267503892,27.7163312268091
"P31373",9,9,9,8,7,8,0.00102925329717835,0.00836979240949669,29.3483285557953,29.5565560755444,29.5401699602288,28.8202119785993,28.7682038919566,28.75062731602
"P31382",5,5,5,5,3,3,0.000229097281717513,0.0038283582388106,26.6161038388239,26.5879420238045,26.535444253359,25.5531434251515,25.1421147633665,25.0537690067987
"P31383",5,5,4,3,2,2,6.19095296357788e-05,0.00224424192522624,26.0681717922585,26.4574756321651,26.5031779625695,24.6320827890701,24.277389341865,24.5846911685577
"P31412",7,6,7,5,7,7,0.00416903926536991,0.0228321214029022,27.6308897324223,27.5110212878581,27.7966151131328,26.4507340283962,27.0111948720331,26.9008499995476
"P31483",3,4,3,4,2,2,0.824274712076321,0.883773055720263,25.3761237456865,25.4561027776252,25.1903939963461,25.8948410763567,25.0956100666121,24.8282207767816
"P31539",30,31,30,29,28,29,0.000159687809007463,0.00342491581323351,31.6360922201264,31.601024887237,31.537266646047,30.6740850812684,30.6627998383206,30.7333208868194
"P31688",11,13,9,9,10,9,0.000365601222150299,0.0045570294411193,28.4459983768044,28.4343882218416,28.0451422753821,27.0514662470673,27.2515701272749,27.1406662052449
"P31689",12,9,13,11,12,11,0.0662727021982943,0.177949421676644,29.6396277630243,29.2600564736207,29.2511410771129,29.7719621435513,29.7557204354667,29.6392382813053
"P31751",3,3,3,3,2,2,0.271752052581111,0.430911666275645,24.3369534902819,24.0132661623204,23.9877157659618,24.1313083449613,23.7774961049202,23.8294132005092
"P31787",6,6,6,6,6,5,7.44927125430488e-05,0.00251730188608436,29.2700503304676,29.258397249699,29.17999555037,28.1703024765771,28.1182863188541,28.2385937805331
"P31930",15,16,12,15,15,13,0.129678400831825,0.275929507740105,29.6696771959442,29.5692796597508,29.5007477251034,29.7748887463436,29.7008775286385,29.8730986553433
"P31937",2,3,3,2,2,3,0.818070099278093,0.879574780322098,24.4861817123563,25.0933326215857,25.1745687972688,24.7626718960141,24.8750067758107,25.2946261715182
"P31939",23,28,29,28,27,29,0.126475780543855,0.272161561717485,30.795573826551,30.9929090995571,31.0587362793835,31.1352096939855,31.1075107023231,31.2907918535939
"P31942",9,9,9,9,9,9,0.255982760793907,0.416245618390306,30.048092342595,30.0922629914015,30.2176229817282,30.0949179866476,30.4096395210563,30.3655569944869
"P31943",16,16,16,16,16,16,0.0676937110345525,0.180037607056679,30.1062256872152,30.1501122682587,30.101242749544,30.3677973060165,30.3870223019566,30.293858046186
"P31946",7,7,7,7,7,7,0.294723069040747,0.455000555317729,30.2908805095513,30.2976448901624,30.2340682387544,30.2518323620737,30.5273489420831,30.4658235616367
"P31947",1,1,1,1,1,1,0.791475913985045,0.86239384535333,29.6825977581923,29.7228847714315,29.304279966347,29.6179124253624,29.7962517464531,29.438526781881
"P31948",23,24,24,23,23,23,0.123512372143366,0.26869978145829,31.8000944775609,31.7625227863171,31.8575896052366,31.9490978324197,32.030044449756,32.0009672730624
"P31949",3,1,2,3,3,2,0.0946766968344174,0.226727081868038,28.3907686396044,27.8822504067405,28.1653876743019,28.4780246847489,28.7017010630768,28.3406646286504
"P32074",9,9,7,8,5,5,0.00316232366719858,0.0184418358308146,27.7821899293658,27.8684547253913,27.4774297361175,27.0089494149495,26.2763156965468,26.5151435293214
"P32119",8,8,8,9,9,8,0.469855495205903,0.61744061224409,31.2334813895617,31.153178350403,30.9938032152416,31.2565806769719,31.2329860979145,31.1633253031756
"P32178",2,3,2,1,0,2,0.0509978679390017,0.149408088052702,24.009539491643,23.506464154498,24.3109644985875,22.5893604941317,NA,23.4098147112104
"P32179",2,2,2,2,1,1,0.0111093239726589,0.0488724551236931,24.4509513618894,24.2524934836001,24.4537122389597,23.864721430677,23.0171704045157,22.5809710019472
"P32263",7,6,7,7,6,6,0.000491450769296112,0.00535961337524379,28.4276875512976,28.2985651260322,28.3566380828817,27.500082478013,27.6526954753965,27.5984762752343
"P32264",2,1,0,0,0,0,NA,NA,24.0940714394151,21.5058398364035,NA,NA,NA,NA
"P32288",6,6,6,4,5,5,0.000740704697304301,0.00666488131972825,28.7503795118322,28.7869177807098,28.8209610733923,27.0145666642557,27.6085472259681,27.7048197218333
"P32319",3,3,3,3,3,3,0.324307226265721,0.484601888707573,24.8761427684735,24.7441273998401,24.861795454199,24.1238434908279,24.5702209087707,25.0153553100553
"P32321",2,2,2,2,2,2,0.529660480189764,0.66377124444115,25.1346819577541,24.967181395472,24.8396436143625,24.9124123292089,25.1133551499096,25.1985139099942
"P32322",7,7,8,8,8,8,0.173785240498739,0.330199194983444,28.5010295356842,28.4287726168423,28.3554430132217,28.5642166842902,28.7249570422669,28.5356949370929
"P32324",28,28,28,27,27,29,0.00110284003833339,0.0086445983760772,33.5965334651781,33.4930084854762,33.4581808849063,32.3895160312994,32.7561027444983,32.7567872690416
"P32327",3,3,3,3,3,2,0.0126401633875943,0.0535417134393735,26.0435594478902,25.8072024258624,25.8120716038168,25.488665285198,24.606521732653,24.5141171464974
"P32337",1,2,2,1,0,1,0.0165578425699392,0.0657414080104985,23.8208150438317,25.0926398342109,24.8889861983621,23.1230856320583,NA,23.0021492339244
"P32340",3,3,4,3,3,3,0.00216055420773167,0.0139723725677594,25.1734088091266,25.2480205849156,25.0490784998518,24.5588615513245,24.5400870038002,24.6101576463965
"P32352",3,3,2,2,2,2,0.00273627497538149,0.0165117545472095,26.7010076117788,26.655056219663,26.2472613614923,25.542433916539,25.7804985930818,25.2519267087898
"P32356,P35172",8,8,8,5,6,5,0.000493222431646865,0.00535961337524379,26.1335140779691,26.3246863853113,26.5989590765923,25.2888115853037,25.320632594923,25.2640864759716
"P32366",4,4,4,1,2,1,0.0136960571371573,0.0572698557834202,26.9814987375892,25.2740107936188,25.4602669755459,24.2085317398245,22.3281529928414,24.0263954244885
"P32368",6,5,7,5,2,4,0.00554171945432056,0.0285987829758036,26.9768373602194,26.9565215526912,27.2283384981772,25.8997060111333,24.6347216505345,25.8638849720655
"P32377",6,6,6,5,4,4,2.21353719600016e-05,0.00131144892053932,27.1654529477675,27.1268272626833,27.0960329417661,25.7500963241193,25.5169949031824,25.4634992221981
"P32379",4,4,4,3,2,3,0.000649987287013062,0.00624200133727354,27.0451071524809,27.1183432920953,27.1049286522456,25.8208248209646,25.4209332332983,26.1124978742746
"P32381",5,6,6,5,3,2,0.0113059954354563,0.0493554644475433,26.7023457672445,26.7762792602634,26.5621376715347,25.9773633975976,24.8795610217144,24.1470255574029
"P32386",5,3,5,2,2,3,0.0257471210432138,0.0908028317864875,25.2837966835915,23.7436420524711,25.5138541468646,23.1675083253768,22.8199555229141,23.7978041742897
"P32419",4,4,4,3,3,3,0.000410640313186151,0.00483252725285491,26.4256635995732,26.3151708396392,26.3751402449485,25.5341841782973,25.1232241078565,25.338902550782
"P32445",3,3,3,3,3,3,0.000607671002270818,0.00603964076766769,26.8149988234895,26.9587092561558,26.976748527297,25.730964354972,26.1046522224781,26.0129554729124
"P32449",6,6,6,4,6,5,0.000922087806974888,0.00771015567345501,27.6858897586057,27.7229407321399,27.7009480445505,26.4556244000999,26.9542822992952,26.7642405888884
"P32454",15,16,18,15,14,16,0.000504425808290346,0.00542733617316169,28.7294204191053,29.0883588304478,28.9872710485491,28.0085741528741,27.9411914428704,28.0191184357482
"P32457",6,6,7,3,4,4,0.000148769617841785,0.00334328569750848,26.5235696538772,26.5384347628909,26.7242820283241,24.7013951878342,25.0629715737655,25.2738218903079
"P32458",5,4,4,3,5,3,0.0142353259327373,0.0589728719842061,25.9000275225106,25.5862204304726,25.3843513515332,24.4500156235576,25.1740245891387,24.1814108171496
"P32463",2,2,2,2,2,2,0.00264700999584525,0.0160580579801144,27.1092833451415,27.4585514674431,26.9202454613614,26.4269106132515,26.1753352057591,26.1121964375411
"P32466",1,1,1,1,0,1,0.000770703142383365,0.00683141160592809,23.2487236856021,23.4916156726388,23.2381361252447,22.2206440704219,NA,22.1134733439005
"P32468",3,5,5,3,3,4,0.00174144768960055,0.012055145862055,26.2261894181593,26.3460186054326,26.822081138766,24.7300845241012,24.5749543220095,25.4215704423772
"P32471",6,7,7,5,5,7,0.000557407689992557,0.00579668085404663,30.9174066714955,31.1512043326835,30.9414131871466,29.6137240920283,29.9301072607971,30.0817253692789
"P32472",1,2,1,0,0,0,NA,NA,23.7299599705933,24.848885656015,23.3809558965244,NA,NA,NA
"P32473",6,6,6,5,4,4,0.000172378319535188,0.00349897459574472,28.5269385440139,28.6471748703922,28.7542227539828,27.6879590484285,27.4791256747089,27.5702930992557
"P32476",2,2,2,2,1,1,0.0147408246723041,0.0603117866861447,25.1268191177989,25.5641006074034,25.0726782944862,23.978947737919,23.8170630742912,21.8579733637558
"P32481",13,14,13,10,10,10,0.000254926478843934,0.00394817216358208,28.8550880309581,28.9331062728368,28.7410941010008,27.6072328343482,27.7601320620708,27.2730468184992
"P32485",2,2,3,2,2,2,0.0243856872678313,0.0871701582727417,25.0918041200094,25.8776631372449,25.6244428924191,24.7645102909301,25.0163233145344,24.7191793446339
"P32492",1,0,1,1,1,0,0.080535271649736,0.201980159024791,24.0849807033442,NA,25.2045178695041,22.8831579066513,23.7964169668175,NA
"P32496",5,5,4,3,3,4,0.00436222211204851,0.0236347473576785,26.5771985310728,26.3531948010391,26.4920895676376,25.2186468175809,24.9916003869815,25.8642430164392
"P32497",6,6,7,5,5,5,0.000395797793470281,0.00478946825944674,27.3502742001103,27.5477529336888,27.7155417060006,26.3049768064733,25.9099046339378,26.3946510176682
"P32499",5,4,5,0,3,3,0.00453102451861195,0.0243469185558395,25.9334841563883,25.6960207743218,25.1591805881888,NA,24.3164193881913,24.1586029376521
"P32501",2,2,4,1,1,2,0.0509035721672814,0.149242992433893,23.9204602323211,23.8947534462061,25.0933028939164,21.5284021049166,21.7707669043193,24.0498002126977
"P32505",2,1,2,2,2,2,0.300054200769951,0.459960261323884,24.3566526663411,23.0885108565404,24.42954486248,23.2133159368619,23.7726074274314,23.5225346924951
"P32521",10,10,10,8,6,5,0.00026052105066974,0.00398824507770252,26.7985486179655,26.8180562925187,26.9102263742147,25.5535550650833,25.655305133956,25.0943946407904
"P32527",7,8,8,6,8,5,0.0241126904842798,0.0864116999130279,28.6640033586101,28.8330660432459,28.6852263460172,27.5426931221167,28.1716262435535,26.3985959588744
"P32558",9,10,9,7,5,5,0.00156332571394471,0.0111435811047121,27.4484371224022,27.5993264652816,27.3628085498141,26.4200982206775,26.5550590450516,25.8558954140545
"P32561",2,1,3,1,0,0,0.146880290770279,0.296097165927535,23.7651030241779,23.0162502325371,26.2811240729076,21.7017294932559,NA,NA
"P32563",12,10,8,8,7,8,0.00699856069253343,0.0340377759907649,28.3873062252429,27.7825214417563,27.4109739525037,27.0016769927734,26.2309202356962,26.3276032125459
"P32565",7,6,8,6,3,7,0.00527861937385272,0.027647602277286,26.947670954631,26.6754410109578,27.1520886230769,25.5573229682293,24.6544303707698,25.9442343540437
"P32566",3,3,3,3,3,2,0.00135312825775779,0.0100373514014489,25.3253432828641,25.4389808508257,25.3509914646275,24.0618241517517,24.6574735542209,24.1222417280634
"P32568",2,1,2,1,0,1,0.0556994472284252,0.158219724941517,24.1767500681749,22.8402445201567,23.9745157344147,21.8693802398101,NA,22.8132409944441
"P32582",20,20,21,21,20,17,0.000190453465102774,0.00361755942775396,30.4121429684875,30.4193586706608,30.5961494851065,29.4194302649178,29.5761095905848,29.4380195150476
"P32588",3,4,2,4,2,3,0.00023635126824394,0.00387854131557142,27.0188541084579,26.9860124439067,26.8774936690288,25.9115829865388,26.1191906936524,26.0220095689073
"P32589",19,19,20,16,18,17,4.17954397400951e-05,0.00181968273368917,31.0318925215211,30.879629820466,31.0069585803245,29.779808239506,29.8034670679932,29.735799429431
"P32590",4,4,4,3,5,6,0.714308414466886,0.80579389334713,25.6871068361114,25.4189476715214,25.6715701144131,24.397785664785,25.941377396548,27.2427305433413
"P32597",1,1,2,0,0,0,NA,NA,22.7785180591744,22.6522097862667,23.1926316372413,NA,NA,NA
"P32598",4,4,4,3,4,3,0.00264228800186324,0.0160507561444742,26.9722841328708,26.5223193847619,26.584031011601,25.9132411953999,25.9593806312479,25.8282207767816
"P32599,P32599",12,11,11,9,9,8,9.77070759261929e-05,0.00291525550512484,29.048326214132,28.739521058179,28.8311875068732,27.3904884283582,27.660381237518,27.385902817178
"P32602",5,5,5,4,5,3,0.0204341823020358,0.0768513929611601,26.5793364333164,26.6925730362355,26.7021099243801,25.6900199078725,26.3299762568809,25.2259377193195
"P32608",1,1,2,1,2,0,0.144194157628522,0.292706544280006,22.2999543100487,22.9830660371826,24.4607900702002,24.2198143790116,24.6430425832581,NA
"P32610",1,1,1,1,0,1,0.56358637178247,0.690593883446583,23.7750855426659,24.3841263100123,23.8969323886941,24.3390639059409,NA,23.1915043905005
"P32614",10,9,11,8,7,9,0.000115719724329312,0.00314234156184716,28.1404962484936,28.1969547383372,28.2583616842922,27.0991244835434,26.7733686456379,27.0417505832499
"P32621",5,5,5,3,0,3,0.00389793722602902,0.0216330774028521,26.1796139586533,26.1151574240807,25.9013131133827,25.1173147145165,NA,25.3232636902501
"P32626",2,3,2,1,2,2,0.0107233948992629,0.047587672694978,24.4805080686067,25.6716189932005,24.3520915420389,22.0174541462359,23.3035649165878,23.3925426299562
"P32628",5,5,6,6,6,5,0.000829323127238813,0.00724783928441277,27.0243333069099,27.3206983852184,27.2983474109567,26.2408409125293,26.4468185541304,26.1464552822102
"P32771",3,3,3,3,3,2,0.0216715609911245,0.0804439879914645,26.0499038561395,25.9495941757452,26.0454038622265,25.5780409657572,25.7712930077066,25.6340280100247
"P32775",5,6,5,5,3,3,0.00855131527325409,0.0397666669486087,26.1611990224856,26.2432216726502,26.3562866945562,25.7274114032876,24.7190735161583,24.6246540140127
"P32780",4,4,1,4,3,4,0.344252999660016,0.502072309606455,25.1439473460546,24.883782935125,23.171312508259,24.9210518861764,24.9781980928477,24.9252705962855
"P32787",3,2,3,1,0,1,0.000404845613732175,0.00483149358643987,24.3252660817916,23.6003015886988,24.1972221058842,21.5198889529106,NA,21.782730822692
