"protein_group","number_of_peptides_OEI06439","number_of_peptides_OEI06441","number_of_peptides_OEI06443","number_of_peptides_OEI06445","number_of_peptides_OEI06447","number_of_peptides_OEI06449","number_of_peptides_OEI06453","number_of_peptides_OEI06455","number_of_peptides_OEI06459","number_of_peptides_OEI06461","number_of_peptides_OEI06463","number_of_peptides_OEI06465","number_of_peptides_OEI06467","number_of_peptides_OEI06469","number_of_peptides_OEI06471","number_of_peptides_OEI06473","number_of_peptides_OEI06475","number_of_peptides_OEI06477","number_of_peptides_OEI06481","number_of_peptides_OEI06483","number_of_peptides_OEI06485","number_of_peptides_OEI06487","number_of_peptides_OEI06489","number_of_peptides_OEI06491","number_of_peptides_OEI06493","number_of_peptides_OEI06495","number_of_peptides_OEI06497","number_of_peptides_OEI06499","number_of_peptides_OEI06504","number_of_peptides_OEI06506","number_of_peptides_OEI06508","number_of_peptides_OEI06510","number_of_peptides_OEI06518","number_of_peptides_OEI06520","number_of_peptides_OEI06522","number_of_peptides_OEI06526","number_of_peptides_OEI06528","number_of_peptides_OEI06530","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_control_","abundance_hcc_","abundance_hcc_","abundance_hcc_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_control_","abundance_hcc_","abundance_control_","log_fold_change_","differential_abundance_pvalue_","differential_abundance_qvalue_"
"Q63ZY3",3,NA,NA,2,3,2,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,16.1710360028245,14.6238159537278,14.551451813023,17.959604456765,18.7387034768888,14.482009368141,-Inf,14.7287970744374,-Inf,15.686896434173,15.0744804043079,15.3071803328412,-Inf,15.4635375849254,14.0098495044665,15.5289474615871,18.1251938906551,-Inf,17.9615277135214,16.1280406146878,17.2043210407701,16.6473366116082,13.3546304967214,16.3905090738156,15.2723180930721,14.6910893697951,15.8933118982603,15.8060578296946,-Inf,-Inf,13.1730152585053,15.0704207411056,13.8425424081495,13.89114815936,-Inf,-Inf,17.1658650809744,-Inf,-0.325828397399494,0.0947460666196954,0.174550101227683
"Q9UJ83",4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,3,4,NA,NA,NA,NA,NA,NA,18.8233617912611,20.3790360531993,19.7362375930802,20.0657166983105,19.6329774762642,16.2725316312869,17.569093309905,18.9524401076102,19.1278009997474,18.0535169538144,18.6005369961537,19.4753647534964,20.5584714770157,20.6154299883827,18.3864283612405,19.0904566238183,19.6783453026353,18.1071465678904,17.717047125719,18.6638856910389,19.8249249836626,18.4967527506651,19.6099398029194,19.0089252216394,16.3863720492595,19.2167579077466,18.1321185872512,18.3745849593667,19.1278814262397,18.5216624962812,19.3774515124719,18.0343272577017,18.8190567751363,19.1061933520178,18.3340693439827,18.6516899090088,16.4861690449549,17.5886811208641,-0.330186926157448,0.0618541673128323,0.119736924673056
"Q9Y5X1",3,3,4,3,1,2,1,2,NA,3,2,3,3,2,NA,3,2,1,NA,2,NA,1,1,NA,1,1,NA,2,NA,3,1,1,2,NA,3,2,2,1,18.026433961886,17.2576285758745,14.6192630450606,18.1280589951773,18.569027926423,16.5837453783897,17.2197134663308,17.9197866799711,18.1284724660059,17.7872994886471,-Inf,17.9453298309481,18.411629934829,16.7309442627654,18.2152604784975,17.6165655834709,18.3363592355016,-Inf,17.7905191483481,17.6048351511574,18.6597680995636,18.1746257580176,17.5956824632568,18.0627114017587,15.6374989746036,17.9381793786123,17.4910470009356,17.2118535591681,16.7780781597433,17.8180248851423,17.1613525454338,16.3956513520612,17.7045443140645,17.4293514576178,17.7835752360817,17.7725960769616,17.9680277962712,16.7828945653023,4.43257104614251e-20,0.99999999958949,1
"P62333",4,6,4,1,6,2,5,2,3,6,2,2,4,2,2,2,2,2,5,6,7,2,5,2,4,3,4,2,2,3,2,6,5,3,4,3,5,2,19.934700010869,19.9503535517728,19.2991762108918,19.7839763525039,20.6952405044463,18.1681081795778,18.7861757356998,19.523984804364,20.1532761493876,19.2165612452917,19.46049163968,19.9547204439084,19.7749812518534,20.1966916560351,19.9401988251294,18.7625070133904,20.7502425825333,19.1466184212172,18.9230952790005,19.1992677088868,20.2897726613165,19.3919554406327,18.8137948546565,19.9373725391917,18.8634296254996,19.2349939256161,18.8523817849972,18.4065032170335,19.3159463891454,19.4322658150213,18.0894027295381,18.5342168555522,19.3135898655181,19.2749715316332,18.7200193337577,19.0106379758579,18.935421790484,18.3025251429061,-0.299785206277528,7.54357650770174e-06,5.85267671691878e-05
"Q08426",27,26,42,36,18,30,39,31,45,34,30,27,38,25,36,29,37,34,NA,36,31,37,32,36,35,38,46,38,31,32,30,40,20,37,37,38,1,31,17.6976013099761,23.985760618691,21.8559119159391,22.3704880358697,20.982263906417,21.4328654602867,22.1132030621881,21.7478349773033,24.4427288336703,22.2366497552831,22.4859981370139,21.9036605018065,23.3222098802881,21.9453877877829,22.1945618320897,22.556582636765,24.0609572984514,21.6815794839282,20.4155325920066,22.9992225543831,23.0965077954187,23.102492116109,22.5021863166183,23.3749386017858,21.8509886087339,22.8692612926234,22.3231946080828,21.7882220242043,22.0639195259675,17.7979800819335,22.5678682073547,21.6502206079386,21.6487983937376,22.5803204844188,22.3032609570855,22.9688578595611,21.293643229905,22.0522925439201,1.9632991676266e-12,0.999998262139264,1
"Q8N5Z0",NA,7,NA,3,NA,4,NA,3,1,3,NA,7,NA,2,1,4,NA,3,NA,5,1,3,NA,3,NA,3,2,3,NA,3,NA,4,NA,5,1,4,NA,4,-Inf,17.3746758128583,-Inf,-Inf,15.1171612946073,16.2380658098561,17.9465811498823,19.3059278401761,17.5779748756023,17.8135870798132,18.9314038685119,-Inf,-Inf,16.7738001074194,18.9331474813166,17.7952888048585,17.6698035130697,18.7688076273828,-Inf,17.5318725469074,19.8487364446608,18.1488874395575,13.9805584621092,18.2967618378966,-Inf,19.3243273649314,16.6480802046144,17.8184428785606,16.1895293400117,-Inf,13.1150513696819,17.3297593016251,19.5946432998153,19.1836590358947,18.057509508359,18.8175738505691,-Inf,17.1714830406485,1.81094514458027,3.17675001468174e-13,4.66528430727547e-11
"P22626",14,15,14,9,16,8,17,10,14,9,10,12,14,10,12,14,13,12,15,11,15,12,16,10,14,9,13,9,11,8,9,11,12,10,11,10,13,11,22.1710751076227,22.7474970762774,22.4127407752367,23.3691006535818,24.2897215299088,20.9314493001953,22.0792769235283,23.3999088101859,23.1145528320982,22.1634434380332,21.8069607730478,22.6128830729118,22.9071670961929,23.273021886612,22.8626331575553,22.0962171299178,24.2236845884753,22.0274718347376,22.4097855283986,22.8663582213182,22.9348537561169,22.3781878435022,22.0999575396492,22.5901208282933,22.1175026469045,22.3795173919049,22.7341745448883,21.4977875113098,22.1108434397316,23.4299699321644,21.9539922440878,21.3232508661286,22.9702139847174,21.9778244824881,22.0080672240055,22.1327422179117,21.7501157893854,21.326881317475,-0.358130056396621,0.00112426618746607,0.00428848104161455
"Q9BSJ8",8,1,14,10,14,3,13,8,7,NA,11,NA,6,7,9,NA,13,NA,14,2,17,11,4,4,7,5,3,10,12,7,10,NA,14,8,14,8,20,4,20.1434426348812,18.6662569652324,18.0794738965256,19.5355586213119,20.7369033339901,17.172097035945,16.3936387704505,17.0937923606825,19.7938393209697,17.8512459074801,18.1752164558238,18.3431439563614,18.7031098898041,19.8493722740178,17.4256184655929,18.1495878325664,20.4215930315778,16.777849362955,19.1204178271618,18.9359404520028,18.8261193848269,18.9463313228884,19.4336901946252,18.9938232966211,18.5315941204286,17.6622920104027,18.9980941486457,18.3108818742552,18.9240484996513,19.9443040876243,17.7180826597656,17.5654014442464,16.9472676042674,18.8187331115049,18.867954912225,18.4693559044359,18.8585218755989,17.9018499729401,-0.881419730969337,1.32665903085515e-06,1.305077017913e-05
"Q53HC9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3315506383034,14.6956331474728,-Inf,16.3926672544001,14.7195173922679,-Inf,12.4770225902501,15.1913446735439,13.9656980544021,13.2821836466227,-Inf,-Inf,16.2154711919263,-Inf,13.8279161389807,-Inf,15.0062635781574,12.7387655821409,15.2487850841196,-Inf,-Inf,15.0876236057214,14.8358961918003,13.3970923414214,12.5163394497209,13.5018740871484,-Inf,-Inf,13.3236619633939,13.895187541241,14.6528997404194,14.4258543323399,15.2287310981747,-Inf,14.0630204100729,14.5312781143196,14.3926219077364,12.4083278834081,-0.423947385428426,0.00204690909316391,0.00723100531880586
"P04843",23,9,23,23,25,20,17,20,16,11,21,4,18,24,16,5,19,NA,24,16,19,22,16,14,19,20,11,24,25,20,13,7,22,19,17,21,20,20,20.6423529440821,19.9228649121948,19.8164220283613,22.5094847759991,22.746984807099,19.9576771116627,19.0270316211049,19.6182745737186,22.259494698451,20.2472629880476,19.9101122369094,21.3974184606822,20.3807973821832,20.6830022864753,18.929529825394,21.1905967098036,21.3328935773232,16.6968444500949,20.6571133660872,20.161660261955,20.9705448712356,21.8525504946695,21.1640114401687,21.288566054638,21.4313194227159,19.0807494720629,20.1699800873892,20.7847505380546,20.6056827469807,21.0185754911097,18.9100926956936,20.2887265668992,18.2905149357023,20.4199518379624,20.7459936545984,21.2441098482195,20.8871255596496,19.810440053748,-0.511317843608389,0.0538363536227939,0.106975837261645
"P23368",1,1,1,2,2,2,1,1,2,2,NA,1,3,3,1,2,1,1,2,1,4,NA,4,1,1,3,1,2,2,2,4,1,2,1,1,1,4,1,19.2071152201621,18.4184543147792,18.3696060652398,19.3752557302848,19.5477526275805,17.4505120391483,16.4415118598922,17.7708899064262,17.9233618056391,17.3821110622853,17.147493304265,18.4111378042788,19.1352042741299,19.6219946680594,18.1355989673366,17.4216416166782,17.4100307009545,16.7980677508272,18.1436583201805,16.6499508245907,18.8639059673436,17.8380117381509,17.6388805215229,17.7058288942937,17.8798013927861,17.7732460538776,17.9655564842516,17.0880698769491,17.6207061562211,19.0024322195466,18.3085846795409,17.1445556827642,17.3828971543799,17.6080115375915,14.3930550146793,18.2370940471761,16.9134782109879,17.1752791381845,-0.660425893461891,0.000564488300245946,0.00242293934301809
"Q9BUF5",1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,4,NA,NA,NA,3,2,19.0496326783665,17.1455008172891,16.2777768588754,17.9275645016109,20.4795776324993,13.3843706589413,14.0624163499812,16.3683276429192,16.2012384297867,16.7052760746689,-Inf,16.5699263203161,17.6811282787931,16.9451044480213,16.5820925256738,14.8189872208709,18.6114202555907,15.2555148256769,18.7387815356757,-Inf,18.1997997326457,-Inf,17.479596890325,18.1761972945013,16.695483820171,16.3728892893476,16.2337762810439,-Inf,17.1447124145663,17.1263687548369,13.9911557259688,15.5265184011439,16.0198224270468,17.8898259716818,17.9581306864962,17.6105291392916,18.0630614000167,15.3598077815319,-0.229051016798249,0.240067283449836,0.385124634219669
"P07437",6,4,5,4,5,4,5,4,6,4,5,4,5,4,5,4,5,4,5,5,5,5,6,5,5,4,5,4,4,4,4,5,5,5,5,5,5,4,24.0485004982886,23.1835625603375,23.0327814380144,24.2008238764221,25.0635453492239,21.7444625953737,22.1372565417122,22.6792365296996,23.2305633095605,22.3783830420263,22.4663727668611,23.2707665337788,23.9521051758857,23.153090915269,22.6570321755992,22.3000547951277,24.6479555287794,21.676769830265,23.3254162432301,22.1705426205325,23.7111212252941,23.0352248671211,22.6273503370869,23.2350884141672,22.9063584046376,23.0215301996232,22.9444919278637,22.318720689402,23.2119206613372,24.1367448974486,21.9978171248189,21.8951880710236,22.2201046518252,22.7252309468834,22.2917226862952,22.6164397323987,22.9209929304473,21.8218955877731,-0.780406762399556,1.04834884830801e-10,5.67211903189808e-09
"P62249",10,5,7,5,7,5,4,5,4,5,7,5,5,5,5,5,5,7,4,5,6,5,8,2,7,7,5,5,6,6,5,6,5,5,5,6,7,3,20.3672477895254,20.2004348126675,19.3511840703768,22.1089226550654,21.680541845882,18.8779025942849,19.1405551914804,20.4419623946891,21.1046346067373,19.602316300212,18.7978724744524,20.4340282384142,20.1507624153977,20.1908123552028,20.0737018834375,19.9003664071264,20.7541799276353,19.126871562618,18.6905310522286,19.3905778736316,20.0111558088468,20.5472112373833,19.8499052400947,19.583684874409,19.5892532320471,19.7025297407512,19.292596488175,19.0347051596326,19.7998323318556,19.7116879600126,18.9289661878144,19.0095755474741,19.8746977048132,19.5739109784422,19.3671608654472,20.0197159872625,19.9961818224713,18.7687831545173,-0.441214294045393,0.000140363864892384,0.000734320880963719
"Q9Y2B0",4,3,4,3,6,4,4,3,4,5,4,4,4,3,3,4,3,3,5,3,7,4,3,2,3,4,4,4,4,4,4,3,3,3,2,4,4,4,19.767190784514,20.0223822780198,19.4153779511636,20.0809765071515,21.7994299783659,18.6652423635934,19.9097024285831,19.6575268498139,20.8266438761709,19.6205200086769,19.3211684001681,19.4082219555238,19.7688903685016,21.6974141776708,20.2553196386836,19.7561455861921,21.5171719651668,18.8185427233975,18.9363166284015,20.0506665343864,20.3039081714241,19.9367679976521,19.2979695700551,19.7009173886686,19.3897267038538,19.3976835428715,18.8853239882988,19.7931902166095,19.1900088630344,20.7023773041946,18.1337257877818,18.7093584523584,19.7337064641203,19.7930501551016,19.5840047482998,19.9854250763209,19.5964037049357,18.4981931338514,-0.00472821755114029,0.860088856106479,1
"Q9HB07",2,1,1,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,4,1,3,3,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,3,NA,NA,NA,16.4684890697775,17.5620038417693,17.1182019476771,18.5670862104211,19.256733568749,16.0404467755554,15.9234834745566,16.4587915486073,18.0629579193829,15.9798841297979,17.4290368704345,16.4151387387049,17.6183268925628,19.2036755468739,17.231163207177,-Inf,16.6173315227514,15.5352860765153,17.2410224155837,17.8538473438554,17.4655569991343,16.7113845534706,16.826047902789,16.6389867693511,16.6783673597296,17.410033994571,17.7887756884497,17.0615399787186,17.1506054343255,18.9756714890089,16.9602720578698,14.9217794166168,15.5979615399198,17.0966953738186,17.2245715431487,14.7892984129918,17.5067147240522,15.4763591071687,-0.499422374155613,0.00151597847297249,0.0055857558072248
"Q9BTY7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,-Inf,15.4483043795041,17.8007033942624,15.4120965392118,17.7707441615621,-Inf,-Inf,-Inf,16.4088170176173,-Inf,15.2377993400581,17.8805943598409,17.9418553877301,15.2840192603776,14.871159072141,14.9408759322799,15.8856372400651,-Inf,-Inf,-Inf,-Inf,-Inf,16.0039044364442,16.0748921360984,17.1277941206832,-Inf,-Inf,-Inf,15.3991841769768,15.4344917139554,16.9012603347158,14.2583213271458,-Inf,-Inf,-Inf,16.378846069517,-Inf,-Inf,-0.839280826918262,0.818471562856839,1
"Q92522",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0616082467831,14.5839718054034,-Inf,19.9686925416175,16.8638120626811,-Inf,-Inf,16.6989728077874,15.0874953991425,-Inf,-Inf,16.4963494542275,15.5520964415393,16.1457519332957,-Inf,16.7667040225137,-Inf,-Inf,15.4286107613034,-Inf,14.8989536319106,17.5581178934882,15.7477562195627,-Inf,13.5484396579666,-Inf,-Inf,14.7166604510812,-Inf,14.8934610814287,-Inf,14.9011217400209,-Inf,-Inf,15.0999063746542,16.1489598481631,15.6524619989499,-Inf,-8.14730297924297e-20,0.999999999770283,1
"Q9NX46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,4,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,17.5395958838528,16.7069031747531,17.050690892348,17.6125378135715,14.6417384941385,15.0771647773581,15.5120675722618,16.8063230891452,16.484687326218,13.8128003240508,-Inf,-Inf,17.2887944096066,17.8099668732236,16.1747931000875,14.8059293790444,16.7668001392597,16.2473996995869,16.7724687833629,16.9496042901433,15.5247948749453,16.1447979593001,16.1994908107351,16.8756020248431,15.9063436660312,15.4727741680303,16.6698162823071,15.9219314234213,17.3001587282427,-Inf,16.1896904757549,13.1938568081769,16.3295337220698,15.081826344497,15.32208327466,14.6577817085956,16.7556749944161,15.7873522175007,-0.414661038126685,0.000123209564330504,0.000652883670782257
"Q13618",NA,1,1,NA,1,5,1,4,2,2,NA,NA,2,NA,2,NA,2,1,3,3,1,3,2,1,4,NA,3,3,2,3,3,1,1,1,1,3,2,1,17.5382638346771,17.5735325949253,17.0762062302397,17.6279263654307,19.1215354860306,15.9953556623223,17.0434298616248,17.4620568123243,18.006123047429,17.2569849120722,17.6375922832439,17.5574562544071,18.160773305418,17.5890452398747,17.3135255113787,17.2665487359517,17.9759587244932,16.5520867887474,16.7206286189653,16.936492504883,17.9488985916183,17.6982949996449,17.3609564086101,17.5996929994772,16.4861674681106,17.034381172227,17.1381120193978,16.6093706638733,16.9131229459384,17.7607978449582,16.2681454371766,16.0062113348357,14.1224052443986,17.4539540753065,17.477501739834,17.451429297404,14.7867154423765,16.4260949528054,-0.140391719149164,0.04748481189996,0.0961859835136136
"O95182",NA,2,NA,1,NA,1,1,NA,NA,1,3,1,2,1,NA,1,2,1,NA,NA,NA,1,2,2,NA,2,1,NA,NA,1,NA,2,NA,NA,NA,NA,2,1,16.4344040442547,15.9818157266181,15.7541788941242,16.4313459510009,16.7317924087778,12.781518342082,16.3670490097148,16.042254315523,15.6858756545746,15.7920830877569,15.3935066144622,14.9362874079766,15.9644229536185,14.7680159748118,15.5979926596718,15.6260542838395,16.3970309172203,15.3774152183593,15.2263473719796,15.46168789349,16.0282072007591,15.4724298573972,15.5094110867306,15.2618877241542,13.8973756748875,15.1067296484172,-Inf,15.2161124173442,-Inf,13.9268095837866,12.9478420608242,14.9421897820549,16.1205834719535,15.2851968091904,15.6628089826106,16.4087506017339,16.0562205838852,15.2016176391679,0.000140042602779337,0.975894333566496,1
"Q5JWF2",6,NA,5,7,9,2,2,3,3,NA,2,NA,3,3,4,NA,4,NA,7,1,3,4,1,2,5,3,NA,4,4,1,2,NA,3,NA,2,2,8,1,19.283931264518,17.5636355112875,16.9910609762538,20.3895943598445,21.5471582726866,17.3765209974965,17.21143043327,16.4160039696873,19.1993278823579,17.4086428784088,17.6450101883723,17.6091657050136,18.5554988565515,18.3271795630632,18.16680143211,18.1256069506299,18.3907989171002,13.4687961981758,18.801051531756,18.4235351703463,18.6577843359701,19.1141461796803,18.4196107050658,18.3527153588653,18.8168673183863,16.0439837983595,17.5451182172673,18.0852948977241,18.3649598440966,20.0480101216811,16.0146655699724,17.535618820891,17.4480316760106,17.4806855451805,17.6252845828481,18.6317144854403,18.4003497850958,16.5991140275479,-0.561864736375544,0.00675588966913494,0.0194812190178702
"Q9UKS6",NA,5,2,2,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-Inf,14.5851679971484,16.1035389980481,-Inf,16.3442188453445,13.222620614638,17.7213452432838,18.9316199009542,19.2468367133133,17.1454706672952,15.9905605745806,16.3295873760353,17.0658832989047,16.0452191415164,18.4062569170635,18.3255731874459,16.7866781709705,16.1316749827441,-Inf,17.1709972786342,17.8505915971558,18.2807691696412,14.0939155568967,18.1410768892362,15.0686952832403,19.751477749705,-Inf,17.6483648390354,-Inf,16.2072791166101,-Inf,16.3735079306429,18.3127863192772,17.0273159718423,17.5915444548914,17.4005537934425,-Inf,14.9358216708165,0.593365899440392,0.00520138448978981,0.0157265389867763
"Q15404",4,5,1,4,4,3,3,2,5,3,2,4,3,2,3,3,4,4,4,3,1,4,2,3,4,3,3,3,3,2,4,3,4,3,3,NA,4,3,18.5116889770029,18.7745484352835,17.9158439824572,18.8985212090083,20.20117056585,17.335820879454,18.0699683843331,20.4977361216854,18.6831855653319,18.4158181067587,18.7743115092034,19.4034958607979,18.7534256615998,17.8616385408039,19.7254082715721,18.2019900577576,19.8871420517081,19.1782625321937,19.6087638014181,18.4730277997783,19.9250542023312,19.1525797050907,18.7820337165845,19.2628433228436,18.0321282026562,18.8932788851551,17.7733948445075,18.2884978125423,18.5280568523042,17.9830614924313,17.2787530429017,17.8089131101872,20.052152578498,18.4311705248922,18.825852288959,18.7169813008364,18.3232031909104,17.0689798075058,0.256148934239716,0.08592234302227,0.161182789465134
"P36955",6,4,4,NA,6,2,2,2,3,2,2,2,NA,NA,2,1,1,2,NA,1,NA,2,NA,NA,4,2,NA,NA,3,NA,1,2,7,NA,4,NA,1,1,18.696760106254,18.183763646108,18.1369302747604,20.0980894506469,20.641185706449,16.4697798306775,17.5017694492629,18.7465062198271,19.8083989175851,17.6722705515302,16.9854666624477,19.8531722379204,17.4473442196756,18.1924650082731,18.0050184301303,16.9781401173689,19.2154296552863,17.4804145328244,20.5999803535496,19.1786358819136,19.0052200786801,18.3599421905218,18.6305016328266,18.6961247688945,18.0778976543752,17.5352392340396,18.5034007464002,16.9088730142419,17.8559201251681,18.2037399423006,17.7724728246411,16.8866694440498,18.2356351182082,18.0432850844643,18.2767817412304,18.168778515162,19.3381584901362,15.7422863926907,-0.710263854698422,0.00024169771477383,0.00116650352482393
"Q9HCN8",1,1,1,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,17.1549994381629,19.3356265264626,17.5843655956501,19.0743957128344,20.7244305899722,16.1239097144182,17.3336950542517,18.2422176822648,19.7348974736247,18.5850895091594,17.6426153308515,19.2551052868605,17.8275231092743,20.3636778659428,19.3934935284994,-Inf,20.1427094589264,17.6769181624439,17.7003080218162,18.4357621240019,19.5089018176303,16.8709613300376,19.2200371521643,18.9679930903652,18.0153031365508,16.7913915196146,18.7124756165873,16.7790546721564,18.2547108574712,18.9548939127378,16.2708281746365,16.7126356650659,18.0642935666202,18.0732202570362,18.5196946587409,19.2172327373196,17.1621154073824,17.9068101200309,-0.345870923575191,0.0444185175457287,0.0909606295557951
"P05165",13,16,17,18,4,20,12,17,9,14,17,12,10,11,25,14,5,8,NA,22,12,18,7,16,11,17,18,17,14,13,14,18,8,22,18,19,NA,23,17.2261484219815,20.1797984285751,18.4481285576626,19.6758043068038,19.516667910768,18.5427643306226,19.1478704213284,19.7929860514952,20.8750769031979,20.4280621711282,19.7432757123453,19.096454755555,19.2321776598536,19.6175146799445,19.9752005217237,19.8519952429802,19.9802333569784,18.7399833323742,18.4762356403983,18.8931393566155,20.9820679921519,20.4789666077541,18.2817481607685,20.356015886351,19.235506907348,19.7638654021092,19.6568521086285,19.4641126347161,20.3644276920338,17.4562907929465,18.6589413685346,19.0590569352085,19.5987883147931,19.9564582689687,19.8376001780999,20.2041214847145,19.7967733675475,19.3731099986441,0.471636463010993,0.00898212203789102,0.024590203608394
"P04899",4,2,2,3,5,3,2,3,4,2,2,1,2,4,4,1,2,1,1,3,1,2,1,4,2,3,3,3,3,4,1,1,5,3,2,3,3,3,20.1989104054388,19.1628826325149,18.7148040779487,20.9828054718726,21.8317403412551,19.0237724904989,17.3212997800672,18.3782628658254,20.4115871910659,19.5085059647965,19.7264713425758,20.1570492049243,20.0305884030937,18.1984303097077,17.6105463170719,19.9078074876383,20.3530476223886,16.4184410192359,20.455618356085,19.5637044815339,20.8488162966562,20.4645368789295,19.8899671531934,20.3820528524531,19.6062664162794,18.3065929998424,18.4815407446206,19.0171678727901,20.1233286449028,19.8642269081312,17.5767191237852,19.0747587898536,17.8350684791367,19.2405102975757,19.2709361500652,20.1713583104155,19.2244713973439,18.5667661482824,-0.387055571345134,0.0939246387601731,0.173347448196513
