"","protein_group","number_of_peptides_OEI06439","number_of_peptides_OEI06441","number_of_peptides_OEI06443","number_of_peptides_OEI06445","number_of_peptides_OEI06447","number_of_peptides_OEI06449","number_of_peptides_OEI06453","number_of_peptides_OEI06455","number_of_peptides_OEI06459","number_of_peptides_OEI06461","number_of_peptides_OEI06463","number_of_peptides_OEI06465","number_of_peptides_OEI06467","number_of_peptides_OEI06469","number_of_peptides_OEI06471","number_of_peptides_OEI06473","number_of_peptides_OEI06475","number_of_peptides_OEI06477","number_of_peptides_OEI06481","number_of_peptides_OEI06483","number_of_peptides_OEI06485","number_of_peptides_OEI06487","number_of_peptides_OEI06489","number_of_peptides_OEI06491","number_of_peptides_OEI06493","number_of_peptides_OEI06495","number_of_peptides_OEI06497","number_of_peptides_OEI06499","number_of_peptides_OEI06504","number_of_peptides_OEI06506","number_of_peptides_OEI06508","number_of_peptides_OEI06510","number_of_peptides_OEI06518","number_of_peptides_OEI06520","number_of_peptides_OEI06522","number_of_peptides_OEI06526","number_of_peptides_OEI06528","number_of_peptides_OEI06530","abundance_hcc_1","abundance_control_1","abundance_hcc_2","abundance_control_2","abundance_hcc_3","abundance_control_3","abundance_hcc_4","abundance_control_4","abundance_hcc_5","abundance_control_5","abundance_hcc_6","abundance_control_6","abundance_hcc_7","abundance_control_7","abundance_hcc_8","abundance_control_8","abundance_hcc_9","abundance_control_9","abundance_hcc_10","abundance_control_10","abundance_hcc_11","abundance_control_11","abundance_hcc_12","abundance_control_12","abundance_hcc_13","abundance_control_13","abundance_hcc_14","abundance_control_14","abundance_hcc_15","abundance_control_15","abundance_hcc_16","abundance_control_16","abundance_hcc_17","abundance_control_17","abundance_hcc_18","abundance_control_18","abundance_hcc_19","abundance_control_19","log_ratios_control..vs.hcc.","differential_abundance_qvalue_control..vs.hcc."
"527","sp|Q13263|TIF1B_HUMAN",9,1,NA,1,4,NA,4,1,1,1,2,1,4,NA,2,2,2,1,11,NA,5,1,5,NA,1,1,2,3,3,NA,1,NA,3,NA,1,NA,2,1,21.7639445887785,19.702688129032,19.3657454820561,19.2508529573423,21.4305499194732,17.5699063271869,21.2764913496096,17.3624364128627,19.5228363908938,17.7461612538008,19.474121696208,18.3364661124565,19.9604916334352,18.1044538400344,18.8341637482996,19.1927128650315,19.366237081114,17.8061315695327,22.1506706274584,19.2121030083212,20.8580723721907,18.1212307656783,20.4770872613401,16.9267863702899,19.1700494473072,18.4658210970102,19.4943540212868,19.9331890749703,19.3799950124441,17.1002051626779,17.8959346688957,16.650010144584,19.6770720299353,18.2420340593418,18.2316960902999,16.5562780709649,19.8484654487898,18.5932134012308,-1.75291043407721,0.000211711506048618
"528","sp|P14866|HNRPL_HUMAN",5,2,5,2,7,2,5,2,2,2,3,2,3,2,2,3,2,2,8,1,5,2,3,2,2,2,2,3,4,2,2,2,4,1,4,2,5,2,22.3855268571489,20.3006740199598,21.5515323753222,20.43174408142,22.4057779689951,19.2481896158139,22.4977289442852,18.9051513690134,19.8779485293479,19.6980281431491,20.2149933053478,19.589542344915,21.0206164856742,19.10426329575,20.4002717801239,20.4561450731652,20.2443048885287,19.3525591331356,22.1181112789101,20.9686384957642,21.6423995733914,19.7961972872169,20.432497043828,19.4843609666206,20.9144525671119,20.0683038239407,20.8211395498622,21.1498971774637,20.5381832472455,19.0235914226776,19.3513109015502,20.0659782893178,20.8521480017212,19.2101136278978,20.4953663723959,18.157883937697,21.3802803194831,20.5013529826948,-1.24378815277159,0.00119261233139292
"529","sp|P52272|HNRPM_HUMAN",9,4,5,3,8,3,8,3,1,2,3,4,6,3,4,5,5,4,6,2,4,5,4,3,4,2,3,3,5,NA,5,4,4,4,3,3,5,3,22.6872933396741,21.5877116022201,22.1366788971021,20.9060615386508,22.8982430337603,19.8422779177008,23.0073404318615,19.5768422894015,21.1114389746941,20.2475410619314,20.6224325964094,20.9666195942817,21.847064994724,20.2600454636311,21.0132407078433,21.4020723763438,21.0541299760394,20.552435515632,21.8966641663129,21.4307723222012,22.198636426859,20.5307176863993,21.3212441297632,19.7849586763314,21.7973013453608,20.6372383270828,21.3461827107502,21.2296590785326,20.9431708319803,16.6015396915132,20.2911365394351,20.5963540253311,21.3200011532511,20.511192852373,21.1534963680492,19.8188682629104,21.2559998755097,20.6437050616672,-1.19868858711812,0.00103581557954991
"530","sp|O75521|ECI2_HUMAN",5,6,10,6,6,5,8,4,8,8,4,7,7,6,9,5,5,5,2,8,7,7,7,8,3,5,10,6,8,7,7,8,2,8,6,5,4,8,21.609462944398,21.8686147862442,23.4560713575133,22.1477298988186,22.025682325881,20.997954791739,22.754460616292,19.9871179112588,22.1579237275656,21.3599846228697,19.8591565377038,21.4494076225889,21.5425353920025,21.0969938481495,22.5042939551327,21.5505433050101,20.6633072719066,21.3356366426438,19.0931644721853,22.7319129182326,22.102652230685,21.1568630908347,21.4220028952157,22.1552603251318,19.8890819649716,21.8611341519997,22.8569374303346,22.0572229768825,21.2566901393571,20.615530859204,20.8358573684944,22.1328015564867,19.1907881631032,21.7817535063,21.4046296656382,20.7887788599807,19.1876080658321,21.5091450734321,0.2511621170313,0.58509469344005
"531","sp|P30153|2AAA_HUMAN",4,2,5,6,3,5,6,3,2,1,3,NA,7,3,8,1,5,NA,4,3,5,4,2,1,3,4,6,4,6,3,3,3,4,3,3,2,5,3,20.7716665763593,19.5801726332687,20.8217179369621,20.4125854756963,21.8531441926961,18.7297688261987,21.9575310914273,18.7976641853137,20.0252276079486,18.9256732301642,19.8042133612027,17.7883324911725,20.3302422291363,19.5248901918719,20.1660663582529,19.6911397883467,19.6996224368054,18.1489967444054,20.5043933707777,20.9183632886844,20.6523251857314,19.7109624614514,19.6534073310338,19.6117771278011,19.7087201843087,20.0456520251902,20.4474635338163,20.4764318852311,19.8860016484222,17.7592320508397,18.8483186387521,19.8425585758601,19.8494192278784,20.1665558730132,19.7762829152592,18.8453970004841,21.1336314116693,19.9383748207298,-0.893414029616663,0.0207048238060963
"532","sp|P32119|PRDX2_HUMAN",8,6,7,5,10,8,10,9,11,11,7,7,8,7,9,7,8,9,10,9,9,9,7,9,7,8,7,6,6,6,6,12,9,9,10,11,8,6,24.7625170806527,25.0189168390662,24.5820229616138,24.3869414290371,25.2613514916517,23.7973690344907,25.5341102527372,23.1958769434053,24.844749336433,24.4892626854787,23.5187844820726,24.5344715014156,23.4713787730505,24.0918782573731,24.2044956238161,24.5250901469357,23.4879608286134,24.2377933264962,23.8307402352887,24.7003811899349,24.1588039664764,23.7212822774809,23.2178799174439,24.0793106162431,23.7980302219084,24.0969920793463,24.1577294848948,24.0117128420344,23.1688049214753,23.4236787630605,22.2772639848004,24.4264505799873,23.7063720716025,24.2270234509784,24.1864290872595,23.3550840832241,25.2191821127988,24.0814629581241,0.0532827457643629,0.294161993043866
"533","sp|P54819|KAD2_HUMAN",8,8,9,10,8,8,9,6,9,9,10,10,11,9,11,11,8,10,10,10,10,10,9,11,11,9,10,10,9,9,7,10,7,9,10,10,7,10,22.5605254929422,23.4422920445597,23.1495198325845,22.9831158199495,22.4994956917075,22.223843814248,23.2587412709007,20.7810682056278,22.5993331051813,22.3258741666852,22.7873416468474,22.8559429970868,23.2617377046833,22.3252707267767,23.2995832521088,23.1456033588916,22.4960188098649,23.2191377894899,21.45974027884,23.639577968699,21.4283724415799,22.4351712168289,22.1616265986982,22.9017817936053,22.8914526706916,22.588682043385,22.4756985547821,22.6356652088064,21.5531640441682,21.7211158815238,21.3539401805025,23.1757325779379,21.551500457698,22.9184022387537,22.2943949848286,22.2347822086405,21.3598275613769,22.673123786638,0.304429961481426,0.147913319451214
"534","sp|P25391|LAMA1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5634805906428,NA,20.1484222740353,17.6196270066343,18.8375763502352,15.4379815382797,NA,NA,17.4761864973877,18.4643349909391,NA,16.2951280366443,17.5611562072963,18.3508757912572,15.7058372765423,17.5187984351001,15.243373352056,17.2426788834648,20.6897081919452,NA,17.2833745334505,17.5025581967608,16.9043400272441,17.030103688991,17.7732204204358,14.704839010938,17.5540168671568,17.9624115396852,14.9971724227254,18.4787238473665,NA,18.4987905522335,NA,17.9380607828874,15.1761825010329,16.3274561571154,16.4848820405261,18.6399047164609,0.0158384365748943,0.992063123352322
"535","sp|P51687|SUOX_HUMAN",2,5,4,4,2,2,3,3,4,5,2,7,1,3,1,8,4,5,NA,7,1,4,4,4,3,5,2,3,1,6,NA,5,NA,5,3,5,NA,6,19.0723061616923,20.6386204091515,21.4225394925465,20.678595308148,19.387129627022,19.1354663117927,20.1943329014138,18.421457381493,20.2382593885767,20.4338365323736,18.925501010027,21.0329312206427,19.2628130127792,19.8655760352945,18.7484363034939,21.6762778924968,18.8130177509805,20.0563573931469,18.7402950318228,21.9369346003331,20.6512564814558,19.8276978817344,19.5850786370772,20.8775157452975,20.4651331633888,20.9915868912186,20.7615529529674,20.7001760536414,17.200892667852,20.0374653410652,18.4795834017805,20.7798167233866,17.9242429246096,20.4122209435529,19.9612269410326,19.6573354607482,16.4435228024384,20.9586499745607,1.14954723405902,0.003987124143248
"536","sp|P02511|CRYAB_HUMAN",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,15,1,19.1017710288427,18.9170507836676,17.2785875719452,17.4883597744349,19.5529122451576,17.8422462849867,19.8974314304824,NA,15.4706655461284,17.0697064246487,17.4366359118637,17.4179463549016,21.6879619932086,17.6648355732621,17.2311227197161,16.8650176894742,17.1018195701867,15.6602134951523,15.6246369814054,18.5955593713345,18.8826542427655,17.9711665305602,17.7556164143642,17.1855667397082,19.5563910943116,17.103311170046,17.8431521089438,17.5473914006944,17.4170038877602,16.4633827597235,17.5189317934982,17.0774589473344,18.3033703752637,17.0419217625646,NA,16.613424889332,26.0533197229401,18.5692511455461,-1.14556519674512,0.156926222800131
"537","sp|P08237|PFKAM_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,17.4549900125869,NA,17.2506885953447,17.1644072025165,18.6513738755981,17.102886093074,NA,14.6822605443422,15.3508960298482,NA,15.3725481437602,NA,15.4646044575364,NA,16.4724108203441,NA,NA,NA,NA,17.6076903645747,16.0107560221602,NA,14.556438396819,16.0427078126379,15.5775846080293,16.4628351736421,15.2292514340999,16.3961000038049,NA,16.08781605442,14.3091380937207,16.0980479199399,15.6130774932872,16.431068734415,NA,15.4797022801123,21.0234558993243,16.5197484983568,0.0298048985487969,0.977157174804184
"538","sp|P50053|KHK_HUMAN",NA,8,9,9,3,6,10,5,4,8,NA,9,2,9,9,11,7,8,NA,9,2,8,5,8,8,9,9,9,3,10,NA,10,1,7,7,8,1,9,19.5244656735824,22.5676371158941,22.7879357290939,23.0930628823343,21.2434833056645,21.7875048620156,24.3179465043835,20.8419431068029,20.9796207438145,22.3794925962146,17.7725408150386,22.8058341873108,19.1317431656793,22.2312074082977,22.1241705461084,23.0808786689241,20.7540358475397,22.5682328598112,17.4324689058193,23.5924333123782,18.7489669044015,21.9608059623981,20.1444544259556,22.6326028882038,21.0728427597194,22.3395033121514,22.4116155900787,22.4141562920768,19.9626851093877,21.8030192664324,20.604825008191,23.2360124395584,19.9786400272565,21.903043056189,21.1116179023797,21.3654152283321,17.7489449964118,22.3199154577592,1.95103668118835,4.9235802273928e-06
"539","sp|P22234|PUR6_HUMAN",6,2,8,8,1,5,10,5,4,4,3,4,3,1,8,4,5,3,5,8,6,6,6,7,4,6,5,5,6,4,5,6,2,4,6,4,5,8,21.0121370420276,20.2977101587356,21.8829844091104,21.3287212137233,21.4373949827277,19.8084819017489,23.1732162790416,19.1841949491467,20.5950598419475,20.0523901121127,19.7059702263597,20.4297513911102,20.526830885239,19.3016988052083,21.5058859204238,20.6619433275422,20.0388689275829,19.8701978116143,20.5276848393473,21.749443816025,21.2836160218558,20.5624427473519,20.5516891322383,21.3002036759531,21.0373286009638,20.8292823923055,21.1106591703763,20.451110222299,19.990665080118,19.9550535278768,19.5858006153236,21.2170953724711,18.7117582413554,21.0938830328673,20.9521453561895,19.8089454211189,19.8156736276141,20.5765551582116,-0.26138232433789,0.666846751491368
"540","sp|O76054|S14L2_HUMAN",1,7,11,9,2,10,11,7,8,9,NA,7,5,7,9,7,6,8,NA,12,9,8,1,10,8,7,9,6,4,8,3,12,2,8,8,6,2,8,17.6019006825569,21.1985575977306,23.7786652138305,22.4664972219437,20.2866135969189,21.5678107017384,23.7509174241399,19.8106719474086,21.9080962633348,21.8987143924266,16.7823632567864,21.4979200384727,19.9230292823824,21.365857982362,21.8126174160156,21.4659885592306,20.3195074333202,21.2628882705071,13.7810635617759,22.8222490121956,21.9864587988031,21.5664001763927,18.008147474869,22.2479488029283,21.5425853376977,22.0660093472279,22.2268507846615,21.1973801933472,19.4899831597362,21.0740800352405,17.0453683736909,22.7159169673167,18.0913094466742,21.9379490049371,21.5735030795991,20.878488692651,17.112337076033,20.9628073334033,1.73593782182286,0.024603900089023
"541","sp|Q14112|NID2_HUMAN",5,NA,2,NA,3,NA,NA,NA,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,11,NA,19.7549101354124,16.4916868386888,19.6568267838074,17.0782944778592,20.2976623181313,16.5673768140215,18.0062980239004,NA,18.9531113759526,16.452447499669,18.1661587664828,17.2974037006701,17.0019749346564,15.9083548546217,17.7536382746789,16.9679136181625,NA,16.2944597504764,16.2177210904065,18.0125650181745,16.5478416407874,17.0727911273961,18.1155866725519,16.8139214464171,19.256133669089,17.2571525494415,18.1715912646393,17.0305149797563,NA,15.7920475095965,14.331637065756,17.2895366857029,20.077272602467,17.0960339955386,17.5050609110544,15.9817095287595,21.8275344064359,16.7041019519962,-1.54802604233219,0.00802730983798849
"542","sp|P50570|DYN2_HUMAN",8,2,1,2,7,NA,5,3,NA,NA,3,1,5,NA,2,4,3,1,1,3,NA,1,2,2,7,1,4,3,6,NA,NA,2,2,1,1,1,8,2,21.3603019099658,18.988795618088,19.3301028223113,18.7232289003778,21.7122920977029,18.0343966297428,20.6589811058342,18.5515392985373,17.9994662322256,17.5773808809972,19.5268378086433,18.7904506072419,19.905765340824,16.0186476909274,19.2271338114015,19.5253004752611,19.0184190619649,18.197279095387,19.9512276185434,19.1733600969494,18.5737977561975,18.287491449956,19.1697608182262,18.6111166779821,20.1573151673175,18.2682497090841,19.3216833029086,20.1482507958453,19.6293386175878,18.3107145725574,15.8027624645919,18.6879561387631,19.871445059842,18.7304386256504,18.2721362616205,17.4389291612745,21.44751069696,19.4931435049168,-1.01997936974365,0.0429291651655456
"543","sp|P01889|HLAB_HUMAN",3,1,4,3,6,1,4,5,2,1,1,NA,12,4,4,NA,5,NA,NA,3,1,2,1,2,2,2,NA,3,8,6,2,NA,6,2,4,2,6,3,21.7482075936268,18.3494764394412,21.5646117925132,20.8366361783589,22.0532637008981,19.290419962403,21.9483704400672,20.452608126552,20.3900570181873,17.2207302100083,19.4520907708382,16.406281251219,24.605481439674,20.8142375341467,21.8020920999281,NA,21.5080197195813,NA,18.3177443474297,21.0121242513305,18.1159672455845,18.5814794253023,19.1522371772378,19.2973218361546,21.0989714601433,20.4250970400047,19.2557914701468,20.5810758555414,22.9280453572564,21.1668679644485,19.1932274071653,17.3048343496751,21.1915734430988,19.1462827693084,20.3162429886433,18.3371333488283,22.3369156550465,20.0418258953349,-1.52513087565645,0.0180378322640663
"544","sp|P36578|RL4_HUMAN",12,4,5,4,4,3,4,3,1,2,3,3,6,4,5,5,4,4,4,3,4,5,5,1,4,4,5,4,6,4,2,5,NA,5,2,4,6,5,22.8972060378688,20.907097231494,21.3866483647096,21.4135104313412,21.5474915336574,19.3305279611739,20.9637060120361,19.1860403227466,18.5704136030106,18.3413063731909,20.0051187432099,20.3640808000811,21.2640028303369,20.1213940768253,20.3059492861006,21.0222169260817,20.7017553896424,19.8483768082472,19.7473748273204,20.5138799630103,20.2077592380145,20.0184839380282,20.0875890912251,18.2852186009693,20.5888005199288,20.9605002026132,20.4100194920109,20.6110914564188,20.5977925153074,20.1082503751446,18.8324373089455,20.5313087489559,18.6047755926801,20.3582498337021,19.1481595427167,19.4675766955752,20.7402742518969,20.0107022421913,-0.274076904885673,0.699265124367698
"545","sp|Q15181|IPYR_HUMAN",10,4,5,5,8,2,9,3,4,3,8,4,7,2,7,6,6,5,7,5,4,4,8,2,5,4,6,6,7,2,2,3,2,2,3,4,7,7,22.7478038187811,21.0765582574804,22.0295586976817,20.7306229169022,23.1064362633045,19.619533803692,23.59743064022,20.0793477303509,20.2640669869527,20.4364397222779,22.2148639515992,20.7438317384111,22.2061083046851,19.7870227281197,21.9858012956076,21.0958998312987,21.8905918716676,21.0085830094811,21.209770745615,21.6475942357483,20.9115514474881,20.454080483597,21.5493080694798,20.1942834429359,21.4407765483923,20.6160923476794,21.5755818311841,21.2112393917926,21.2434163326471,19.4947240047408,19.7521040544865,20.2772489363477,20.0463556805568,20.0419555344321,20.112045704282,19.7177040315326,21.9967715436944,20.748044581727,-1.09997563472517,0.000510535200001813
"546","sp|P12236|ADT3_HUMAN",7,6,9,10,7,7,5,7,6,4,7,5,9,6,11,5,9,5,11,6,7,8,8,6,5,6,4,8,6,6,6,4,4,8,6,6,8,6,24.56079729392,21.9017253661797,24.4215704946306,23.5097405790761,23.777089631606,22.6197667236517,22.767853777281,21.8696824133337,21.6880749353743,21.4731877290619,23.0819334364238,21.7646154996788,24.0362376817114,22.4726401493404,24.4696772127269,20.9604170398433,23.8010775786771,21.1902876785804,22.636524504154,23.345494720396,22.6685638827021,22.5487678282009,23.4185934551571,22.5693088678456,23.2203966324149,22.7671624428109,22.1720995156502,22.7248207643739,22.1886268741514,22.0409980019809,22.0167438598205,21.7572907086709,22.0503126747818,22.9998114947,22.5643690876199,22.4795123740122,25.3243120051335,22.7228828710364,-0.902460067429621,0.00593958662912255
"547","sp|P51648|AL3A2_HUMAN",8,5,10,10,7,10,11,9,12,7,9,1,8,9,8,6,9,1,NA,10,3,9,4,7,11,8,10,10,6,10,7,5,3,9,6,8,7,9,21.9320884770265,21.3152077576357,23.9154188846499,22.1586882654443,21.8893084371662,22.5008676456275,23.8651841667783,20.6431881370605,22.4702973001339,20.8516947206782,21.7561771776139,19.0151819350682,22.029810912397,22.0912652386305,21.2999131256092,20.2760016909888,21.0061967939505,19.0926750570235,18.5223086555054,22.4922849909454,20.3956349396875,22.0384742926421,20.140789213373,21.6208256786011,23.0387550903253,21.9774157561006,22.9572700806262,22.6156736357949,20.7293279186454,21.5591910482376,21.2144792121312,20.4657528354624,19.1405821906409,21.692019689803,21.0101954812755,20.8309884316557,21.7123403828897,21.768433725397,-0.211591995138342,0.933501664565008
"548","sp|O75955|FLOT1_HUMAN",4,1,1,2,3,1,1,1,2,NA,7,1,NA,1,4,1,2,NA,4,1,1,1,1,NA,3,1,1,1,6,1,4,1,1,1,1,1,NA,3,20.0191422324537,19.3202212819124,18.8061963749671,19.2622574771599,20.31365337027,19.1268109541716,17.3098397529634,17.8699940276551,19.8163219843382,20.3372798537391,20.1382874265503,18.9108869842931,17.3085720768223,19.7612787146691,19.387672257284,18.5389954927608,17.5228954162933,19.9368221169865,19.3820383194018,19.6613627657122,19.8974989239655,19.9932589006757,19.525369666577,20.91928371559,20.182935155974,18.8471754058678,19.658372867421,18.3184797892717,19.4664544045854,18.4769856840941,17.8848290397071,20.9458654748229,17.8318226385653,20.3005930334053,20.2273579974437,19.6897819835536,17.0948067685794,20.1600495911953,0.452806135440721,0.298465892670663
"549","sp|P43243|MATR3_HUMAN",8,2,4,2,8,NA,9,NA,3,1,3,3,5,NA,3,3,4,2,10,4,7,2,3,1,5,3,3,3,5,NA,2,2,7,2,5,2,7,1,21.4421387563748,20.5608192176667,20.5905131502493,19.3712258737502,22.373156688309,16.6194075653567,22.295115062834,16.3417031442542,18.4337269132557,18.2403042658566,19.0369503011672,20.0996443001243,21.0264911918671,17.3397517256781,19.3189462870557,19.908613421554,19.2653503675805,18.9269532267315,21.2651789253369,19.6408949410876,20.9066319985819,18.6965098895641,19.7719750973662,16.0346775438154,20.2526924319175,18.6896788738523,20.2275927360407,20.0923845519311,19.7972130676303,16.388565257343,18.6946593921463,19.7406306318823,20.289051750821,18.6885531954782,19.8746440918349,16.9294398901077,20.5637362580541,18.675754849393,-1.81264484752611,0.00120000867345761
"550","sp|P48506|GSH1_HUMAN",1,1,4,6,1,7,10,4,5,4,1,NA,6,3,5,2,1,2,NA,5,4,5,6,5,4,6,4,8,8,8,3,4,1,6,4,1,1,5,20.5674189482781,19.8257592665771,21.3637112869587,20.8366308856309,21.3814626828178,20.2997831971475,22.5550429900324,19.1761981117943,20.6514841215583,19.9556991253316,19.6577454128217,19.1836989796402,21.1650819524499,20.3768599834167,20.61501160799,19.5918663174453,19.6005563180252,19.2040134535603,20.4514568904657,21.0709064279885,21.3144854710862,20.5351190810023,20.9881448148366,20.493564869846,20.5494932753593,20.6332551248532,20.9498349019096,20.6121868369024,19.8711579307738,19.9300792136558,19.5823094570212,20.6554482841782,20.1566065272538,20.7218893817064,20.6960856446762,18.9400385916102,21.022932948444,20.5948162800537,-0.552747882653573,0.117191845066441
"551","sp|Q8N0X4|CLYBL_HUMAN",5,9,9,6,NA,3,4,6,4,7,7,7,4,5,7,10,6,7,NA,10,NA,6,1,5,5,7,7,10,6,8,8,7,4,10,2,7,1,6,19.9334266455173,21.91293701674,21.7682364298457,21.5606483985684,16.9798669262593,18.9143586770532,20.9970255916742,19.6431611618433,20.2764978810549,21.1684109127584,20.6755947601412,20.9222196151551,19.8658950189402,20.5803015879085,20.6032855110523,21.7713804543558,20.1187546625681,21.5572416477179,NA,22.0431766774326,17.6242977018874,20.0980483055785,17.0346670132112,20.9510513909543,20.0664060489411,20.8044907770193,20.860032510501,21.6960906339701,19.2229962115582,20.7420235026032,20.2138418483544,21.6825016264856,18.7840899430602,21.4347268409078,19.426111407781,20.305626918206,17.1102932543625,20.9160344204344,1.45325930472213,0.00420805613703593
"552","sp|P32455|GBP1_HUMAN",NA,1,NA,1,NA,2,2,4,NA,1,NA,1,8,NA,1,NA,4,NA,NA,1,NA,1,NA,NA,1,1,NA,1,NA,6,NA,NA,NA,NA,NA,NA,1,1,19.3319191768412,19.1426820158829,19.9239646787358,19.8086143622732,19.6470820021121,18.9344800466525,20.011681275341,19.2033947498551,NA,17.2822069333696,18.0619298376759,18.0526612303401,21.4253710000488,17.5111523065952,18.597107094323,18.731560609177,18.9340463465721,18.0350440254275,17.8280808718113,20.2132969399107,18.3254973489496,18.7560029574579,17.3193493869621,18.0525382278362,19.4910750663735,19.0086421544601,19.22607213942,19.4133588322807,18.2867954809683,20.0273353810452,17.0789224757008,18.7831457101929,17.9631348461004,18.687914255939,18.3818377090094,16.3547530042822,19.9633373639448,18.0061400968698,-0.245784353215355,0.797245296788521
"553","sp|P51812|KS6A3_HUMAN",1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,17.5002932350137,17.887573938222,18.9469127835616,15.9939323683631,19.9664278310581,15.9935180319555,18.3909285865414,15.4223916883048,NA,16.2140540179293,17.2971869376618,15.2884757239176,19.2983309800673,NA,18.4709024639652,16.638189824801,17.3522070063556,15.8032727032658,21.8365332286189,NA,18.3572802967819,16.023419106029,17.9476724342048,15.4934092277995,17.3638743197495,16.7589014010123,16.9863750460954,17.8721222823645,18.3637174459299,14.9756514106991,15.468850559818,NA,15.6320560154668,16.9068012462495,16.5748923825877,14.608475460737,19.495755738277,15.3872923912466,-1.99023785366644,0.00101206530482972
